Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Seats,Price,Brand,Model
Hyderabad,2012,Diesel,Manual,First,12.83,2696,7,12.5,Mahindra,Ssangyong Rexton RX5
Delhi,2014,Diesel,Automatic,First,12.55,2982,7,16.8,Toyota,Fortuner 4x2 AT
Hyderabad,2016,Diesel,Manual,First,20.77,1248,7,8.75,Maruti,Ertiga ZDI
Pune,2013,Diesel,Automatic,First,19.5,1582,5,8.5,Hyundai,Elantra CRDi SX AT
Kolkata,2011,Petrol,Manual,First,20.36,1197,5,2.21,Hyundai,i10 Magna 1.2
Jaipur,2012,Petrol,Manual,First,16.8,796,5,1.6,Maruti,Omni MPI STD BSIV
Delhi,2016,Petrol,Automatic,First,15.5,1198,5,6.25,Honda,Amaze VX AT i-Vtech
Mumbai,2007,Petrol,Automatic,Second,12.9,1799,5,2.25,Honda,Civic 2006-2010 1.8 V AT
Kochi,2019,Diesel,Automatic,First,17.9,2143,5,25.75,Mercedes-Benz,CLA 200 CDI Sport
Ahmedabad,2010,Petrol,Manual,Second,13.14,1798,5,6.75,Skoda,Superb 1.8 TFSI MT
Ahmedabad,2015,Diesel,Manual,First,28.09,1248,5,6.25,Maruti,Ciaz ZDi Plus SHVS
Delhi,2013,Diesel,Manual,First,22.7,1498,5,5.1,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Mumbai,2009,Diesel,Automatic,Second,8.7,2987,5,10.75,Mercedes-Benz,M-Class ML 320 CDI
Hyderabad,2016,Diesel,Manual,First,24.0,1120,5,5.7,Hyundai,Grand i10 CRDi Sportz
Bangalore,2013,Diesel,Manual,First,20.5,1598,5,5.95,Volkswagen,Vento Diesel Breeze
Kochi,2012,Diesel,Manual,First,25.44,936,5,2.4,Chevrolet,Beat Diesel LT
Mumbai,2013,Diesel,Manual,First,17.21,1493,7,3.49,Mahindra,Quanto C6
Hyderabad,2011,Petrol,Automatic,First,19.2,1197,5,4.0,Hyundai,i10 Asta 1.2 AT with Sunroof
Delhi,2013,Diesel,Manual,First,23.59,1364,5,3.85,Toyota,Etios Liva 1.4 GD
Mumbai,2010,Petrol,Automatic,First,14.53,1794,5,3.95,Toyota,Corolla Altis 2008-2013 1.8 VL AT
Jaipur,2013,Petrol,Manual,Second,20.36,1197,5,3.0,Hyundai,i10 Magna 1.2
Kochi,2018,Petrol,Manual,First,18.16,1196,5,6.7,Ford,Figo Aspire 1.2 Ti-VCT Titanium
Coimbatore,2016,Petrol,Manual,First,18.5,1197,5,6.14,Maruti,Ritz ZXi
Bangalore,2012,Petrol,Automatic,Second,15.0,1396,5,4.4,Hyundai,i20 Sportz AT 1.4
Pune,2017,Diesel,Manual,First,26.59,1248,5,4.25,Maruti,Swift Dzire LDI
Kochi,2010,Petrol,Automatic,First,8.77,4395,5,25.93,BMW,7 Series 2007-2012 750Li
Kolkata,2016,Diesel,Manual,First,22.7,1598,5,7.0,Maruti,S Cross DDiS 320 Alpha
Coimbatore,2017,Diesel,Automatic,First,12.55,2982,7,25.12,Toyota,Fortuner 4x4 AT
Kochi,2017,Petrol,Manual,First,20.3,998,5,4.45,Hyundai,EON 1.0 Magna Plus Option O
Kolkata,2011,Diesel,Manual,First,21.9,1396,5,2.4,Hyundai,i20 1.4 CRDi Magna
Pune,2012,Diesel,Manual,Second,20.54,1598,5,4.33,Volkswagen,Vento Diesel Highline
Coimbatore,2017,Petrol,Automatic,First,18.5,1197,5,6.93,Maruti,Swift Dzire VXi AT
Ahmedabad,2014,Diesel,Manual,First,21.9,1396,5,4.25,Hyundai,i20 Magna 1.4 CRDi
Pune,2010,Diesel,Automatic,First,14.21,2143,5,12.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency
Chennai,2015,Petrol,Manual,First,18.9,1197,5,4.9,Hyundai,Grand i10 Sportz
Mumbai,2014,Diesel,Manual,First,23.0,1396,5,4.5,Hyundai,i20 1.4 CRDi Sportz
Jaipur,2016,Petrol,Manual,First,25.17,799,5,3.0,Renault,KWID RXT
Chennai,2015,Petrol,Automatic,First,16.9,1197,5,5.8,Hyundai,Xcent 1.2 Kappa AT SX Option
Pune,2011,Petrol,Manual,First,15.04,1598,5,3.33,Volkswagen,Vento Petrol Highline
Kochi,2015,Diesel,Automatic,First,14.39,1998,5,6.62,Chevrolet,Cruze LTZ AT
Mumbai,2015,Diesel,Manual,Second,19.01,1461,5,5.75,Nissan,Terrano XL 110 PS
Hyderabad,2012,Diesel,Manual,First,22.32,1582,5,6.2,Hyundai,Verna 1.6 SX
Chennai,2015,Petrol,Automatic,First,23.1,998,5,3.5,Maruti,Celerio VXI AMT
Pune,2010,Petrol,Manual,First,18.9,998,5,2.0,Maruti,Wagon R LXI
Chennai,2012,Diesel,Manual,First,21.9,1396,5,4.0,Hyundai,i20 Magna Optional 1.4 CRDi
Mumbai,2011,Petrol,Automatic,First,12.3,1781,5,9.5,Audi,A4 1.8 TFSI
Mumbai,2013,Diesel,Automatic,First,17.05,1995,5,17.5,BMW,X1 sDrive20d
Mumbai,2015,Petrol,Automatic,First,14.3,1598,5,6.11,Skoda,Rapid 1.6 MPI AT Elegance Plus
Ahmedabad,2014,Petrol,Manual,First,20.36,1197,5,3.75,Hyundai,i10 Magna
Hyderabad,2007,Diesel,Manual,Second,10.5,2835,6,6.2,Mitsubishi,Pajero 2.8 GLX CRZ
Mumbai,2014,Diesel,Manual,First,26.0,1498,5,6.15,Honda,City i DTEC SV
Pune,2012,Petrol,Manual,First,20.92,998,5,2.4,Maruti,Alto K10 2010-2014 VXI
Pune,2009,Diesel,Manual,Fourth & Above,17.8,1248,5,2.15,Maruti,Swift Ldi BSIII
Kolkata,2016,Petrol,Manual,First,18.9,1197,5,3.75,Hyundai,Grand i10 Magna
Mumbai,2011,Petrol,Manual,Second,15.6,1196,5,2.15,Ford,Figo Petrol ZXI
Bangalore,2015,Petrol,Manual,First,18.9,1197,5,4.75,Hyundai,Grand i10 SportZ Edition
Mumbai,2010,Petrol,Manual,First,15.5,1586,5,2.45,Maruti,SX4 Vxi BSIV
Mumbai,2017,Petrol,Manual,First,17.4,1497,5,11.15,Honda,City i-VTEC VX
Jaipur,2016,Diesel,Automatic,First,19.6,1461,5,8.9,Renault,Duster 110PS Diesel RxZ AMT
Ahmedabad,2014,Diesel,Manual,First,25.8,1498,5,4.35,Honda,Amaze S i-Dtech
Jaipur,2015,Diesel,Manual,Second,12.99,2494,7,12.0,Toyota,Innova 2.5 Z Diesel 7 Seater
Mumbai,2009,Diesel,Automatic,Second,16.07,1995,5,8.5,BMW,3 Series 320d Highline
Kochi,2017,Petrol,Manual,First,19.81,1086,5,4.27,Hyundai,i10 Magna 1.1 iTech SE
Jaipur,2012,Diesel,Manual,Second,20.45,1461,5,4.25,Renault,Duster 85PS Diesel RxL Optional with Nav
Bangalore,2010,Petrol,Automatic,First,11.3,2360,5,9.25,Mitsubishi,Outlander 2.4
Kochi,2017,Diesel,Manual,First,24.3,1248,5,8.61,Maruti,Vitara Brezza LDi
Hyderabad,2010,Diesel,Automatic,First,11.8,2987,7,28.0,Mercedes-Benz,R-Class R350 CDI 4MATIC
Coimbatore,2018,Diesel,Manual,First,23.0,1498,5,9.25,Ford,EcoSport 1.5 Diesel Titanium
Chennai,2016,Diesel,Automatic,First,19.08,1582,5,8.6,Hyundai,Verna 1.6 CRDI AT SX Option
Coimbatore,2018,Petrol,Manual,First,16.47,1198,5,7.53,Volkswagen,Polo 1.2 MPI Highline
Mumbai,2014,Diesel,Manual,First,19.64,1461,5,5.75,Renault,Duster 110PS Diesel RxL
Chennai,2012,Petrol,Automatic,First,16.5,1198,5,4.15,Honda,Brio S Option AT
Coimbatore,2017,Petrol,Manual,First,18.16,1196,5,5.84,Ford,Figo 2015-2019 1.2P Titanium MT
Kolkata,2012,Diesel,Automatic,First,18.53,1968,5,16.5,Audi,A6 2.0 TDI Design Edition
Mumbai,2015,Diesel,Automatic,First,15.97,2993,7,43.0,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater
Pune,2013,Petrol,Manual,First,20.36,1197,5,3.55,Hyundai,i10 Sportz Option
Hyderabad,2018,Petrol,Manual,First,18.6,1197,5,8.9,Hyundai,i20 1.2 Asta Option
Hyderabad,2006,Diesel,Manual,Second,16.4,1896,5,2.5,Skoda,Octavia L and K 1.9 TDI MT
Hyderabad,2010,Diesel,Manual,First,16.2,1493,5,3.85,Hyundai,Verna Transform SX VGT CRDi
Chennai,2012,Petrol,Automatic,Third,17.1,1591,5,7.5,Hyundai,Verna 1.6 SX VTVT (O) AT
Mumbai,2005,Petrol,Manual,Second,15.3,1341,5,1.8,Hyundai,Getz GVS
Chennai,2010,Diesel,Manual,First,20.0,1399,5,2.25,Ford,Figo Diesel EXI
Mumbai,2015,Diesel,Automatic,First,17.68,1968,5,24.25,Audi,A6 2011-2015 35 TDI Technology
Mumbai,2015,Petrol,Manual,First,16.47,1198,5,4.35,Volkswagen,Polo 1.2 MPI Highline
Kolkata,2012,Diesel,Automatic,First,17.05,1995,5,11.5,BMW,X1 sDrive20d
Kolkata,2014,Petrol,Manual,First,17.4,1497,5,4.75,Honda,City i VTEC SV
Hyderabad,2012,Diesel,Manual,First,23.0,1396,5,4.99,Hyundai,i20 Sportz Option Diesel
Coimbatore,2018,Petrol,Automatic,First,19.0,1199,5,9.15,Honda,Jazz 1.2 V CVT i VTEC
Hyderabad,2014,Petrol,Automatic,First,10.1,2354,5,13.99,Honda,CR-V 2.4 AT
Bangalore,2014,Diesel,Automatic,Second,20.0,2143,5,19.75,Mercedes-Benz,A Class A180 CDI
Coimbatore,2018,Diesel,Automatic,First,16.0,2179,7,16.77,Mahindra,XUV500 AT W10 AWD
Bangalore,2006,Diesel,Manual,Third,13.6,2523,7,2.5,Mahindra,Bolero SLX 2WD
Mumbai,2013,Petrol,Automatic,First,17.97,1498,5,3.65,Renault,Scala RxL AT
Ahmedabad,2012,Diesel,Automatic,Second,12.35,2179,5,23.5,Land,Rover Freelander 2 HSE SD4
Pune,2017,Petrol,Manual,First,22.74,796,5,3.11,Maruti,Alto 800 VXI
Kochi,2013,Petrol,Manual,First,17.6,1496,5,4.57,Toyota,Etios G
Mumbai,2014,Petrol,Manual,First,17.0,1197,5,5.32,Hyundai,i20 Sportz Option
Hyderabad,2012,Petrol,Manual,First,20.36,1197,5,3.2,Hyundai,i10 Sportz
Kochi,2016,Diesel,Manual,First,25.2,1248,5,5.63,Maruti,Swift VDI BSIV
Hyderabad,2015,Petrol,Manual,First,21.1,814,5,3.0,Hyundai,EON Magna Plus
Mumbai,2010,Diesel,Automatic,Second,22.69,1995,5,9.25,BMW,3 Series 320d
Delhi,2011,Diesel,Manual,First,23.57,1396,5,1.2,Tata,Indigo XL Classic Dicor
Delhi,2015,Petrol,Manual,First,22.74,796,5,2.15,Maruti,Alto 800 LXI
Pune,2010,Diesel,Manual,First,22.07,1199,5,3.05,Volkswagen,Polo Diesel Highline 1.2L
Ahmedabad,2014,Petrol,Automatic,First,14.28,1798,5,11.5,Toyota,Corolla Altis VL AT
Hyderabad,2008,Petrol,Manual,First,17.92,1086,5,2.3,Hyundai,Santro Xing GLS
Kolkata,2016,Petrol,Manual,First,20.4,1197,5,4.95,Maruti,Swift ZXI
Hyderabad,2013,Diesel,Manual,First,21.64,1461,5,4.75,Renault,Scala Diesel RxL
Coimbatore,2018,Diesel,Manual,First,24.3,1248,5,10.15,Maruti,Vitara Brezza ZDi Plus
Kolkata,2011,Petrol,Manual,First,18.06,1198,5,2.65,Nissan,Micra XV
Hyderabad,2015,Diesel,Manual,First,20.0,1399,5,3.8,Ford,Figo Diesel EXI
Kochi,2017,Petrol,Automatic,First,13.1,1997,5,16.68,Honda,CR-V 2.0 AT
Pune,2014,Diesel,Manual,First,19.01,1461,5,5.0,Nissan,Terrano XV 110 PS
Chennai,2011,Petrol,Manual,Second,17.71,1197,5,3.75,Toyota,Etios Liva 1.2 G
Jaipur,2013,Diesel,Manual,Third,21.27,1396,5,4.11,Hyundai,i20 Asta 1.4 CRDi
Chennai,2015,Petrol,Manual,Second,18.16,1196,5,4.25,Ford,Figo Aspire 1.2 Ti-VCT Ambiente
Mumbai,2004,Diesel,Manual,First,10.5,2835,6,3.45,Mitsubishi,Pajero 2.8 GLX CRZ
Bangalore,2014,Diesel,Automatic,First,17.11,1968,5,22.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus
Delhi,2006,Petrol,Manual,First,12.4,1998,8,4.5,Toyota,Innova 2.0 E
Jaipur,2007,Petrol,Manual,First,15.26,1150,5,0.9,Chevrolet,Aveo U-VA 1.2 LS
Hyderabad,2006,Petrol,Manual,First,15.3,1341,5,1.85,Hyundai,Getz GLS
Kolkata,2013,Diesel,Manual,First,25.8,1498,5,3.25,Honda,Amaze S i-Dtech
Pune,2010,Diesel,Manual,Second,17.8,1248,5,3.1,Maruti,Swift VDI BSIV W ABS
Coimbatore,2014,Diesel,Manual,First,22.7,1498,5,7.34,Ford,Ecosport 1.5 DV5 MT Titanium Optional
Kolkata,2015,Diesel,Manual,First,20.14,1498,5,4.25,Volkswagen,CrossPolo 1.5 TDI
Delhi,2016,Petrol,Manual,First,18.6,1197,5,6.45,Hyundai,Elite i20 Petrol Sportz
Chennai,2011,Diesel,Manual,Second,12.8,2494,8,10.75,Toyota,Innova 2.5 V Diesel 8-seater
Kolkata,2015,Diesel,Automatic,First,15.26,2143,5,27.75,Mercedes-Benz,M-Class ML 250 CDI
Jaipur,2005,Petrol,Manual,Second,17.3,1061,5,0.99,Maruti,Wagon R LX BSIII
Pune,2016,Diesel,Automatic,First,12.62,2198,7,24.0,Ford,Endeavour 2.2 Trend AT 4X2
Jaipur,2016,Petrol,Manual,First,18.6,1197,5,6.1,Hyundai,Elite i20 Petrol Sportz
Ahmedabad,2017,Petrol,Manual,First,17.5,1199,5,8.25,Honda,WRV i-VTEC VX
Bangalore,2013,Petrol,Manual,First,16.47,1198,5,4.65,Volkswagen,Polo Petrol Highline 1.2L
Mumbai,2014,Petrol,Manual,First,13.7,1997,5,9.75,Honda,CR-V 2.0L 2WD MT
Bangalore,2014,Petrol,Manual,First,18.9,1197,5,4.4,Hyundai,Grand i10 1.2 Kappa Asta
Kolkata,2014,Petrol,Manual,First,19.1,1197,5,3.99,Maruti,Swift Dzire VXI
Coimbatore,2016,Diesel,Automatic,First,16.2,2993,5,45.73,BMW,5 Series 2003-2012 530d
Kochi,2014,Diesel,Manual,First,22.7,1498,5,5.27,Ford,Ecosport 1.5 DV5 MT Ambiente
Mumbai,2014,CNG,Manual,First,26.2,998,5,3.5,Maruti,Wagon R LXI CNG
Ahmedabad,2016,Diesel,Manual,First,26.0,1498,5,7.25,Honda,City i DTec V
Chennai,2008,Diesel,Manual,Second,17.0,1405,5,1.6,Tata,Indigo LS
Pune,2014,Diesel,Manual,Second,19.01,1461,5,6.0,Renault,Duster 110PS Diesel RxL
Chennai,2010,Petrol,Manual,First,20.36,1197,5,3.0,Hyundai,i10 Sportz
Mumbai,2015,Petrol,Manual,First,18.7,1199,5,4.95,Honda,Jazz 1.2 SV i VTEC
Hyderabad,2016,Diesel,Manual,First,23.65,1248,5,8.99,Maruti,SX4 S Cross DDiS 200 Zeta
Mumbai,2007,Petrol,Manual,Third,11.9,2354,5,1.85,Honda,Accord VTi-L MT
Coimbatore,2016,Petrol,Manual,First,16.47,1198,5,6.16,Volkswagen,Polo Petrol Comfortline 1.2L
Hyderabad,2010,Diesel,Manual,First,21.1,1248,5,3.5,Maruti,Ritz VDi
Jaipur,2014,Petrol,Manual,First,19.5,1199,5,4.5,Honda,Amaze S Petrol
Hyderabad,2017,Petrol,Manual,First,18.6,1197,5,7.75,Hyundai,i20 1.2 Asta Option
Hyderabad,2014,Diesel,Manual,First,20.45,1461,5,6.6,Renault,Duster 85PS Diesel RxL
Kochi,2014,Petrol,Manual,First,18.9,1197,5,4.98,Hyundai,Grand i10 Magna
Chennai,2008,Diesel,Automatic,Third,16.07,1995,5,9.75,BMW,3 Series 320d Highline
Mumbai,2014,Diesel,Manual,First,22.7,1498,5,5.55,Ford,Ecosport 1.5 DV5 MT Trend
Hyderabad,2016,Diesel,Automatic,First,21.5,1498,5,10.3,Volkswagen,Vento 1.5 TDI Highline AT
Chennai,2011,Petrol,Automatic,Second,11.7,2354,5,7.5,Honda,Accord 2.4 AT
Hyderabad,2008,Petrol,Manual,First,14.49,1399,5,1.8,Chevrolet,Aveo 1.4
Hyderabad,2017,Petrol,Manual,First,16.2,1199,5,6.25,Volkswagen,Polo 1.2 MPI Highline Plus
Hyderabad,2015,Diesel,Manual,Second,14.95,2489,7,6.8,Mahindra,Xylo D4 BS III
Hyderabad,2009,Petrol,Automatic,First,19.2,1197,5,3.0,Hyundai,i10 Magna AT
Coimbatore,2015,Diesel,Manual,First,15.1,2179,7,11.6,Mahindra,XUV500 W8 4WD
Mumbai,2013,Diesel,Manual,Second,22.7,1582,5,6.95,Hyundai,Elantra CRDi SX
Mumbai,2010,Petrol,Manual,Third,14.3,1798,5,3.5,Volkswagen,Passat 1.8 TSI MT
Coimbatore,2014,Petrol,Manual,First,18.9,1197,5,5.5,Hyundai,Grand i10 1.2 Kappa Sportz
Mumbai,2015,Petrol,Manual,First,18.6,1197,5,5.65,Hyundai,i20 Asta Option 1.2
Ahmedabad,2013,Diesel,Manual,First,18.2,1248,8,3.25,Chevrolet,Enjoy TCDi LS 8 Seater
Coimbatore,2015,Petrol,Automatic,First,14.3,1598,5,7.72,Skoda,Rapid 1.6 MPI AT Ambition Plus Alloy
Pune,2016,Diesel,Manual,First,19.67,1582,5,12.0,Hyundai,Creta 1.6 CRDi SX
Jaipur,2013,Diesel,Manual,First,25.44,936,5,1.55,Chevrolet,Beat Diesel PS
Delhi,2011,Diesel,Manual,First,11.5,2982,7,10.75,Toyota,Fortuner 3.0 Diesel
Coimbatore,2016,Petrol,Manual,First,18.6,1197,5,6.72,Hyundai,i20 Sportz Option 1.2
Coimbatore,2012,Diesel,Automatic,First,12.07,2967,7,28.55,Audi,Q7 3.0 TDI quattro
Bangalore,2013,Diesel,Automatic,Second,17.85,2967,4,75.0,Porsche,Panamera Diesel
Hyderabad,2016,Petrol,Manual,First,17.8,1497,5,10.49,Honda,City i VTEC VX
Hyderabad,2012,Diesel,Manual,First,17.21,1493,7,3.8,Mahindra,Quanto C4
Ahmedabad,2012,Diesel,Automatic,First,16.55,1968,5,18.5,Audi,A4 2.0 TDI Multitronic
Kolkata,2013,Petrol,Automatic,First,12.37,2359,5,6.0,Hyundai,Sonata Transform 2.4 GDi AT
Hyderabad,2012,Diesel,Manual,First,22.32,1582,5,5.5,Hyundai,Verna 1.6 SX
Pune,2010,Petrol,Manual,First,18.9,998,5,2.3,Maruti,Wagon R LXI BS IV
Jaipur,2016,Diesel,Manual,First,24.52,1248,7,8.7,Maruti,Ertiga SHVS ZDI Plus
Delhi,2015,Diesel,Manual,First,24.4,1120,5,4.95,Hyundai,Xcent 1.1 CRDi S Option
Jaipur,2012,Diesel,Manual,First,22.9,1248,5,4.25,Maruti,Swift VDI
Kochi,2017,Diesel,Manual,Second,16.0,2179,7,10.94,Mahindra,XUV500 W6 2WD
Delhi,2013,Diesel,Automatic,First,22.48,1995,5,21.26,BMW,5 Series 520d Luxury Line
Bangalore,2016,Petrol,Manual,Second,14.28,1798,5,11.5,Toyota,Corolla Altis 1.8 G
Pune,2015,Diesel,Manual,Second,22.54,1396,5,6.0,Hyundai,i20 Asta 1.4 CRDi
Hyderabad,2016,Petrol,Manual,First,18.15,1198,6,4.1,Mahindra,KUV 100 mFALCON G80 K2
Kolkata,2013,Petrol,Manual,First,24.7,796,5,2.01,Maruti,Alto 800 2016-2019 LXI
Hyderabad,2010,Petrol,Manual,First,15.7,1172,5,2.6,Fiat,Punto EVO 1.2 Emotion
Kolkata,2012,Petrol,Manual,First,18.9,998,5,2.35,Maruti,Wagon R VXI BS IV
Bangalore,2012,Diesel,Manual,Second,9.5,2835,6,9.15,Mitsubishi,Pajero 4X4 LHD
Chennai,2013,Petrol,Manual,First,19.4,1198,5,2.9,Honda,Brio EX MT
Coimbatore,2017,Diesel,Manual,Second,22.54,1396,5,9.18,Hyundai,i20 Asta Option 1.4 CRDi
Mumbai,2016,Petrol,Automatic,First,13.0,1591,5,11.45,Hyundai,Creta 1.6 SX Plus Petrol Automatic
Hyderabad,2012,CNG,Manual,Second,26.83,796,5,2.1,Maruti,Alto Green LXi (CNG)
Kochi,2017,Petrol,Manual,First,17.8,1198,5,5.53,Honda,Amaze S i-VTEC
Chennai,2016,Petrol,Manual,First,18.15,1198,6,3.75,Mahindra,KUV 100 mFALCON G80 K6 Plus
Pune,2018,Petrol,Automatic,First,18.0,1497,5,12.5,Honda,City i-VTEC CVT VX
Mumbai,2017,Diesel,Automatic,First,16.0,2179,7,15.5,Mahindra,XUV500 AT W10 FWD
Pune,2011,Petrol,Manual,First,0.0,1086,5,2.1,Hyundai,Santro GLS I - Euro I
Mumbai,2013,Diesel,Automatic,Second,14.84,2143,5,14.5,Mercedes-Benz,New C-Class 220 CDI AT
Coimbatore,2017,Diesel,Automatic,First,19.6,1461,5,12.46,Renault,Duster 110PS Diesel RxZ AMT
Bangalore,2014,Petrol,Manual,Second,16.47,1198,5,5.25,Volkswagen,Polo 1.2 MPI Comfortline
Bangalore,2009,Diesel,Automatic,Second,13.5,2987,5,25.0,Mercedes-Benz,S Class 2005 2013 S 350 CDI
Hyderabad,2012,Diesel,Automatic,First,12.9,2993,4,45.0,Jaguar,XJ 3.0L Premium Luxury
Jaipur,2015,Diesel,Manual,First,28.4,1248,5,5.1,Maruti,Swift VDI
Delhi,2014,Diesel,Manual,First,25.8,1498,5,3.5,Honda,Amaze S i-Dtech
Ahmedabad,2011,Diesel,Automatic,Second,16.07,1995,5,12.5,BMW,3 Series 320d Highline
Hyderabad,2012,Diesel,Manual,First,23.5,1396,5,5.55,Hyundai,Verna 1.4 EX
Delhi,2015,Diesel,Automatic,First,11.5,2982,7,19.48,Toyota,Fortuner 4x2 4 Speed AT
Ahmedabad,2012,Petrol,Manual,First,18.6,1197,5,3.91,Maruti,Swift VXI
Chennai,2010,Petrol,Manual,First,18.6,1199,5,2.19,Chevrolet,Beat LS
Coimbatore,2017,Petrol,Automatic,First,18.9,1197,5,6.89,Hyundai,Grand i10 Asta Option AT
Coimbatore,2011,Petrol,Manual,Second,15.6,1196,5,3.47,Ford,Figo Petrol ZXI
Mumbai,2008,Petrol,Automatic,Second,9.1,2349,5,3.25,Nissan,Teana 230jM
Pune,2010,Petrol,Manual,First,16.1,1298,5,2.85,Maruti,Swift VXI BSIII
Coimbatore,2016,Diesel,Automatic,First,17.11,1968,5,25.64,Audi,A4 35 TDI Premium
Kochi,2018,Petrol,Manual,First,16.8,1497,5,10.28,Honda,City V MT
Hyderabad,2015,Petrol,Manual,First,18.2,1199,5,6.3,Honda,Jazz V
Chennai,2014,Diesel,Manual,First,20.14,1498,5,4.75,Volkswagen,Polo 1.5 TDI Highline
Hyderabad,2013,Diesel,Manual,First,19.87,1461,5,5.8,Nissan,Terrano XL D Option
Hyderabad,2016,Diesel,Automatic,First,12.51,2179,7,44.5,Land,Rover Discovery Sport SD4 HSE Luxury 7S
Kochi,2014,Petrol,Manual,First,18.5,1197,5,4.65,Hyundai,i20 Magna Optional 1.2
Jaipur,2009,Petrol,Manual,First,17.0,1497,5,3.6,Honda,City 1.5 E MT
Hyderabad,2015,Diesel,Manual,First,16.0,2179,7,12.25,Mahindra,XUV500 W10 AWD
Jaipur,2017,Diesel,Manual,First,16.3,1956,5,20.0,Jeep,Compass 2.0 Limited Option 4X4
Jaipur,2017,Diesel,Manual,First,16.0,2179,7,16.0,Mahindra,XUV500 W10 AWD
Coimbatore,2011,Diesel,Automatic,Second,11.79,2179,8,6.21,Mahindra,Scorpio VLX 4WD AIRBAG AT BSIV
Kolkata,2016,Petrol,Manual,First,19.44,1198,7,3.25,Datsun,GO Plus T
Kolkata,2016,Diesel,Manual,First,15.4,2179,7,9.75,Mahindra,Scorpio S6 Plus 7 Seater
Mumbai,2014,Petrol,Automatic,First,15.5,1198,5,4.45,Honda,Amaze S AT i-Vtech
Pune,2017,Diesel,Manual,First,25.6,1498,5,12.0,Honda,City i-DTEC ZX
Chennai,2008,Petrol,Manual,First,14.4,1396,5,0.8,Tata,Indigo GLE
Chennai,2018,Diesel,Manual,First,24.0,1186,5,5.95,Hyundai,Grand i10 1.2 CRDi Sportz
Pune,2015,CNG,Manual,First,33.44,796,4,3.0,Maruti,Alto 800 2016-2019 CNG LXI
Kolkata,2014,Petrol,Manual,First,17.43,1396,5,5.25,Hyundai,Verna 1.4 CX VTVT
Coimbatore,2019,Diesel,Manual,First,13.68,2393,7,22.2,Toyota,Innova Crysta 2.4 VX MT
Jaipur,2012,Diesel,Automatic,First,17.05,1995,5,13.5,BMW,X1 sDrive20d
Chennai,2015,Diesel,Automatic,First,16.96,1968,5,13.5,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT
Delhi,2014,Diesel,Manual,First,20.0,1399,5,3.47,Ford,Figo Diesel ZXI
Ahmedabad,2013,Diesel,Automatic,Second,11.18,2696,7,9.5,Mahindra,Ssangyong Rexton RX7
Chennai,2011,Petrol,Manual,First,15.04,1598,5,4.8,Volkswagen,Vento Petrol Highline
Kochi,2016,Petrol,Manual,First,15.0,1598,5,6.54,Skoda,Rapid 1.6 MPI Ambition With Alloy Wheel
Delhi,2012,Petrol,Manual,First,16.47,1198,5,3.1,Volkswagen,Polo Petrol Comfortline 1.2L
Hyderabad,2015,Diesel,Manual,First,23.65,1248,5,7.99,Maruti,S Cross DDiS 200 Delta
Kolkata,2009,Petrol,Manual,Second,14.53,1798,5,3.3,Toyota,Corolla Altis G
Bangalore,2015,Diesel,Manual,First,20.77,1248,7,8.75,Maruti,Ertiga ZDI
Hyderabad,2013,Petrol,Automatic,First,19.2,1197,5,4.19,Hyundai,i10 Asta Sunroof AT
Kochi,2019,Diesel,Automatic,First,17.9,2143,5,30.77,Mercedes-Benz,CLA 200 CDI Sport
Jaipur,2006,Petrol,Manual,Second,16.9,1497,5,2.11,Honda,City ZX VTEC
Jaipur,2018,Petrol,Manual,First,18.15,1198,6,6.25,Mahindra,KUV 100 G80 K8
Delhi,2011,Diesel,Manual,First,11.5,2982,7,11.4,Toyota,Fortuner 3.0 Diesel
Bangalore,2011,Petrol,Manual,First,17.0,1497,5,5.2,Honda,City 1.5 V MT
Coimbatore,2017,Diesel,Automatic,First,18.53,1968,5,39.84,Audi,A6 35 TDI Matrix
Coimbatore,2013,Diesel,Manual,First,20.0,1399,5,4.45,Ford,Figo Diesel ZXI
Kolkata,2014,Diesel,Automatic,First,17.9,2143,5,19.5,Mercedes-Benz,GLA Class 200 CDI
Hyderabad,2007,Petrol,Manual,First,15.26,1150,5,1.75,Chevrolet,Aveo U-VA 1.2 LS
Hyderabad,2016,Diesel,Manual,First,25.83,1498,5,5.1,Ford,Figo 2015-2019 1.5D Titanium MT
Delhi,2013,Diesel,Automatic,First,22.7,1582,5,6.8,Hyundai,Elantra CRDi SX AT
Kolkata,2016,Petrol,Automatic,First,21.4,1197,5,5.74,Maruti,Baleno Zeta CVT
Hyderabad,2010,Petrol,Manual,First,16.1,1197,5,3.3,Maruti,Swift LXi BSIV
Hyderabad,2010,Diesel,Automatic,First,9.9,3498,4,32.0,Mercedes-Benz,CLS-Class 2006-2010 350 CDI
Ahmedabad,2016,Diesel,Automatic,First,21.76,1995,5,35.0,BMW,3 Series Luxury Line
Chennai,2017,Diesel,Automatic,First,28.4,1248,5,8.9,Maruti,Dzire AMT ZDI Plus
