Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Performance_Index,Economy_Index
Kochi,Diesel,Automatic,First,19.5,5,16.61,Skoda,Octavia 2.0 TDI AT Style Plus,0,3,2,0.07164634142700897,277.488,6.570080862533692
Coimbatore,Diesel,Manual,First,19.6,5,7.26,Renault,Duster 110PS Diesel RxL,1,2,1,0.07422997941531144,158.44545000000002,7.964242177976431
Bangalore,Diesel,Manual,First,10.5,8,4.0,Mahindra,Scorpio 2.6 CRDe,1,3,1,0.05507113352222527,261.48,3.302925448254168
Ahmedabad,Diesel,Automatic,First,18.12,5,34.51,BMW,5 Series 2013-2017 520d Luxury Line,0,3,3,0.09523809519035684,379.05,6.050083472454091
Chennai,Petrol,Manual,Third,17.3,5,0.95,Maruti,Wagon R VXI BSIII,2,1,0,0.060320452346540564,67.904,8.393983503153809
Hyderabad,Petrol,Manual,First,14.0,5,2.2,Maruti,Wagon R LXI BSIII,1,1,0,0.060320452346540564,67.904,6.792819019893256
Mumbai,Petrol,Manual,First,18.6,5,5.75,Hyundai,i20 Sportz 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Pune,CNG,Manual,Third,17.0,5,1.2,Hyundai,Santro Xing XO CNG,1,1,1,0.10430653188643048,123.01870659400547,8.149568552253115
Delhi,Diesel,Automatic,First,18.0,7,36.75,Land,Rover Discovery SE 3.0 TD6,1,5,4,0.08519879716498537,763.215,4.507888805409467
Hyderabad,Petrol,Automatic,Second,11.7,5,10.0,Mercedes-Benz,New C-Class 230 Avantgarde,0,2,3,0.09910913134793478,319.688,4.184549356223176
Mumbai,Diesel,Manual,First,21.64,5,4.05,Nissan,Sunny 2011-2014 Diesel XV,0,2,1,0.05804243664747266,123.89280000000001,8.79317350670459
Hyderabad,Diesel,Automatic,First,12.07,7,22.0,Audi,Q7 3.0 TDI quattro,1,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Coimbatore,Diesel,Automatic,First,17.9,5,27.87,Mercedes-Benz,CLA 200 CDI Sport,0,3,2,0.063462435807997,291.448,5.695195672923958
Kolkata,Diesel,Manual,First,24.3,5,8.75,Maruti,Vitara Brezza ZDi,0,1,1,0.07091346148163985,110.448,10.809608540925266
Hyderabad,Diesel,Manual,First,19.3,5,4.79,Maruti,Swift Dzire Vdi BSIV,1,1,0,0.059214743542295875,92.22720000000001,8.585409252669038
Coimbatore,Diesel,Manual,First,21.13,5,11.92,Skoda,Rapid 1.5 TDI Ambition,0,2,1,0.07236315081951726,162.38320000000002,8.458767013610887
Coimbatore,Diesel,Automatic,Second,12.07,7,53.11,Audi,Q7 35 TDI Quattro Technology,0,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Jaipur,Petrol,Manual,First,18.9,5,1.15,Maruti,Wagon R LXI,2,0,0,0.06723446887050653,66.96579999999999,9.45945945945946
Pune,Diesel,Manual,First,25.1,5,7.45,Honda,City i DTEC VX Option,1,2,1,0.06582109474911808,147.7028,10.048038430744596
Jaipur,Petrol,Manual,First,21.1,5,3.5,Hyundai,EON Magna Plus,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Kochi,Diesel,Automatic,First,13.0,5,70.15,Mercedes-Benz,E-Class 2015-2017 E350 CDI Avantgrade,0,5,4,0.08871777700411189,791.555,3.2605969400551795
Hyderabad,Diesel,Automatic,First,13.2,5,19.5,BMW,3 Series 320d,1,3,2,0.08521303253874032,339.15,4.407345575959933
Pune,Petrol,Automatic,Second,12.05,5,15.0,BMW,3 Series 318i Sedan,0,3,2,0.07719298241744713,307.23,4.023372287145242
Coimbatore,Diesel,Manual,First,17.45,7,7.57,Mahindra,NuvoSport N8,0,2,1,0.06697923639184243,149.3,6.9995988768551936
Hyderabad,Petrol,Manual,First,18.5,5,4.4,Maruti,Ritz VXi,1,1,1,0.07167919793510509,102.70259999999999,8.420573509330906
Chennai,Diesel,Automatic,First,15.87,5,60.0,BMW,X6 xDrive 40d M Sport,0,5,5,0.10305045101802525,923.13099,3.974455296769346
Kolkata,Petrol,Manual,First,18.6,5,1.6,Chevrolet,Beat LT,0,1,0,0.06622185148772156,95.20060000000001,8.458390177353344
Pune,Petrol,Manual,First,19.1,5,4.9,Maruti,Swift Dzire VXI,1,1,1,0.07167919793510509,102.70259999999999,8.69367319071461
Delhi,Diesel,Manual,First,20.77,7,5.95,Maruti,Ertiga ZDI,1,1,1,0.07115384609683184,110.82239999999999,9.239323843416368
Coimbatore,Diesel,Manual,First,20.45,5,5.35,Renault,Duster 85PS Diesel RxL,1,2,1,0.057357973951158124,122.43180000000001,8.309630231613164
Hyderabad,Petrol,Automatic,First,15.5,5,5.4,Honda,Amaze VX AT i-Vtech,1,1,1,0.07237061763575073,103.8666,7.0518653321201095
Coimbatore,Diesel,Automatic,First,17.11,5,23.45,Audi,A4 2.0 TDI Premium Sport Limited Edition,0,3,3,0.0885823170281594,343.08144,5.764824797843666
Hyderabad,Diesel,Manual,Second,18.7,5,1.9,Skoda,Octavia Ambiente 1.9 TDI MT,1,3,0,0.03481012656391871,125.136,6.457182320441989
Pune,Diesel,Manual,First,25.8,5,6.1,Honda,Amaze E i-Dtech,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Mumbai,Diesel,Manual,First,12.8,8,4.95,Toyota,Innova 2.5 EV Diesel MS 8 Str BSIII,2,4,1,0.040898155556977484,254.388,3.6634230108757873
Hyderabad,Petrol,Manual,Second,21.1,5,2.5,Hyundai,EON D Lite Plus,1,0,0,0.06781326772995913,44.9328,11.631753031973538
Kochi,Petrol,Manual,First,22.7,5,3.48,Datsun,redi-GO T Option,0,0,0,0.06713391731272352,42.85836,12.618121178432462
Chennai,Diesel,Manual,First,22.9,5,4.4,Maruti,Swift VDI,1,1,0,0.059294871747359874,92.352,10.186832740213521
Hyderabad,Diesel,Manual,First,9.5,6,7.99,Mitsubishi,Pajero 2.8 GLX Sports,1,5,1,0.04183421515279216,336.231,2.4771838331160367
Hyderabad,Diesel,Automatic,First,13.1,5,10.99,Volvo,S80 D5,1,4,3,0.08958333329600694,516.0,3.8529411764705883
Delhi,Diesel,Automatic,First,12.55,7,18.5,Toyota,Fortuner 4x2 AT,1,5,2,0.05650570085294913,502.467,3.1516825715720747
Coimbatore,Diesel,Manual,First,16.3,5,21.69,Jeep,Compass 2.0 Limited 4X4,0,3,2,0.08691206539523923,332.52,5.514208389715832
Coimbatore,Diesel,Manual,First,23.4,5,5.17,Maruti,Swift Dzire VDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Delhi,Diesel,Manual,Second,22.32,5,4.5,Hyundai,Verna 1.6 SX,2,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Kolkata,Diesel,Manual,First,12.05,8,6.75,Mahindra,Scorpio VLX 2WD BSIV,0,3,1,0.05507113352222527,261.48,3.7905001572821644
Kochi,Petrol,Manual,First,19.81,5,3.12,Hyundai,i10 Era,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Hyderabad,Diesel,Manual,First,12.99,8,8.25,Toyota,Innova 2.5 G (Diesel) 8 Seater,3,4,1,0.040336808323842496,250.8964,3.7178019461934744
Coimbatore,Diesel,Automatic,First,11.36,7,20.14,Toyota,Innova Crysta 2.8 ZX AT,1,5,2,0.062250453697912725,472.4825,3.025299600532623
Hyderabad,Diesel,Manual,First,12.99,8,12.6,Toyota,Innova 2.5 G (Diesel) 8 Seater,2,4,1,0.04009623093821322,249.4,3.7178019461934744
Kochi,Diesel,Manual,First,23.4,5,6.61,Maruti,Swift Dzire ZDI,0,1,0,0.059294871747359874,92.352,10.409252669039144
Kochi,Diesel,Automatic,First,17.01,5,13.23,Hyundai,Creta 1.6 CRDi AT SX Plus,0,2,1,0.07977243989900604,199.64839999999998,6.587916343919443
Mumbai,Diesel,Manual,First,12.99,8,4.75,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,1,4,1,0.04009623093821322,249.4,3.7178019461934744
Mumbai,Diesel,Manual,Second,20.54,5,2.9,Volkswagen,Vento Diesel Highline,1,2,1,0.064831038757928,165.5528,7.906081601231716
Hyderabad,Diesel,Manual,First,14.8,10,5.5,Chevrolet,Tavera LS B3 10 Seats BSIII,2,4,0,0.032012805109238575,199.92,4.229779937124893
Kochi,Diesel,Automatic,Second,11.18,7,9.47,Mahindra,Ssangyong Rexton RX7,1,5,3,0.06824925813492239,496.064,3.024891774891775
Mumbai,Petrol,Manual,First,20.36,5,1.95,Hyundai,i10 Magna,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Kolkata,Petrol,Manual,First,20.36,5,2.2,Hyundai,i10 Sportz 1.2,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Mumbai,Petrol,Manual,First,17.0,5,1.15,Hyundai,Santro Xing XG eRLX Euro III,1,1,1,0.10430653188643048,123.01870659400547,8.149568552253115
Bangalore,Petrol,Manual,Second,18.0,5,4.35,Honda,Amaze S i-Vtech,0,1,1,0.07237061763575073,103.8666,8.18926296633303
Pune,Petrol,Automatic,First,23.1,5,4.5,Maruti,Celerio ZXI AT,1,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Chennai,Petrol,Manual,First,18.9,5,3.55,Hyundai,Grand i10 Asta,1,1,1,0.06850459476315406,98.154,8.602639963586709
Kolkata,Diesel,Manual,First,19.3,5,4.75,Maruti,Swift Dzire VDi,0,1,0,0.059214743542295875,92.22720000000001,8.585409252669038
Coimbatore,Petrol,Manual,Second,20.36,5,4.52,Hyundai,i10 Sportz,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Mumbai,Diesel,Automatic,First,15.06,5,12.75,BMW,X1 sDrive 20d Exclusive,1,3,3,0.08872180446680611,353.115,5.028380634390651
Coimbatore,Diesel,Automatic,Second,17.11,5,20.04,Audi,A4 2.0 TDI 177 Bhp Premium Plus,1,3,3,0.0885823170281594,343.08144,5.764824797843666
Bangalore,Diesel,Manual,First,20.45,5,6.5,Nissan,Terrano XL 85 PS,1,2,1,0.057357973951158124,122.43180000000001,8.309630231613164
Chennai,Diesel,Manual,First,11.56,7,7.5,Mitsubishi,Montero 3.2 GLS,3,6,3,0.062281249980537114,637.76,2.7523809523809524
Mumbai,Petrol,Automatic,First,22.5,5,4.15,Maruti,Wagon R VXI AMT,0,0,0,0.06713426846980534,66.866,11.261261261261263
Hyderabad,Petrol,Manual,First,13.5,5,2.5,Honda,Civic 2006-2010 1.8 (E) MT,1,2,2,0.07226236794204426,233.87,4.82315112540193
Pune,Petrol,Manual,First,18.6,5,5.4,Hyundai,i20 2015-2017 Magna 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Mumbai,Petrol,Manual,First,24.07,5,3.15,Maruti,Alto K10 VXI,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Bangalore,Diesel,Automatic,Second,12.07,7,52.5,Audi,Q7 35 TDI Quattro Technology,0,5,4,0.08136164473159366,716.2338000000001,3.0426014620620117
Delhi,Petrol,Manual,First,18.6,5,5.95,Hyundai,i20 Sportz Option 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Coimbatore,Petrol,Automatic,First,23.84,5,6.97,Tata,Tiago AMT 1.2 Revotron XZA,0,1,1,0.06991659710599116,100.51217,10.841291496134607
Hyderabad,Petrol,Manual,First,20.36,5,3.2,Hyundai,i10 Sportz 1.2,1,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Bangalore,Diesel,Manual,First,20.46,5,6.69,Renault,Duster 85PS Diesel RxL Optional,1,2,1,0.057357973951158124,122.43180000000001,8.313693620479478
Bangalore,Diesel,Manual,Second,13.49,5,5.9,Tata,Xenon XT EX 4X4,1,3,2,0.06334557133393963,300.76736999999997,4.243472790185593
Kolkata,Petrol,Manual,First,18.5,5,2.25,Hyundai,i20 Magna,0,1,0,0.06683375098844298,95.76,8.420573509330906
Kolkata,Diesel,Manual,First,23.4,5,4.5,Maruti,Swift Dzire VDI,0,1,0,0.059294871747359874,92.352,10.409252669039144
Pune,Petrol,Manual,First,22.0,5,2.61,Hyundai,EON Magna,1,0,0,0.06756756748456073,44.77,12.127894156560087
Jaipur,Diesel,Automatic,First,14.84,5,11.5,Mercedes-Benz,New C-Class 220 CDI AT,1,3,2,0.07932804475999625,364.31,4.721603563474388
Mumbai,Petrol,Automatic,First,16.82,4,35.0,Mini,Cooper Convertible S,0,3,3,0.09463463458726995,377.78184000000005,5.610406937958639
Jaipur,Petrol,Manual,First,26.0,4,0.5,Tata,Nano Cx,1,0,0,0.05608974349985618,21.84,16.009852216748765
Kolkata,Diesel,Manual,Second,26.21,5,5.75,Maruti,Ciaz ZDi Plus,1,1,1,0.07091346148163985,110.448,11.659252669039144
Pune,Diesel,Manual,First,22.0,5,11.5,Hyundai,Verna CRDi 1.6 SX Option,0,2,1,0.07977243989900604,199.64839999999998,8.520526723470178
Jaipur,Petrol,Manual,First,21.1,5,2.75,Hyundai,EON Era Plus,0,0,0,0.06781326772995913,44.9328,11.631753031973538
Chennai,Diesel,Automatic,Second,18.12,5,31.5,BMW,5 Series 2013-2017 520d Luxury Line,0,3,3,0.09523809519035684,379.05,6.050083472454091
Kochi,Petrol,Manual,First,19.4,5,4.92,Honda,Brio S MT,0,1,1,0.0724540900897712,103.98639999999999,8.826205641492265
Pune,Diesel,Manual,First,23.2,5,3.52,Maruti,Ritz VDi,0,1,0,0.05924679482432147,92.27712,10.320284697508896
Chennai,Diesel,Automatic,First,18.88,5,17.55,BMW,3 Series 320d Prestige,1,3,3,0.09223057639487188,367.08,6.303839732888147
Pune,Diesel,Manual,First,26.59,5,5.8,Maruti,Swift Dzire LDI,0,1,0,0.059294871747359874,92.352,11.828291814946619
Hyderabad,Diesel,Manual,First,23.4,5,6.95,Maruti,Swift Dzire VDI,1,1,0,0.059294871747359874,92.352,10.409252669039144
Kolkata,Petrol,Manual,First,16.95,5,2.4,Renault,Scala RxL,0,2,1,0.06515353800724062,146.20479999999998,6.785428342674138
Mumbai,Diesel,Automatic,First,14.39,5,5.25,Chevrolet,Cruze LTZ AT,1,3,2,0.08193193189092494,327.07259999999997,4.799866577718479
Ahmedabad,Petrol,Manual,First,17.5,5,4.25,Maruti,Swift Dzire ZXi,1,1,1,0.06610169486432843,111.3684,7.6153176675369885
Jaipur,Diesel,Manual,First,19.09,5,1.5,Tata,Indigo CS LX (TDI) BS III,2,1,0,0.049426934062015086,96.324,7.967445742904841
Jaipur,Diesel,Manual,First,24.0,5,4.5,Hyundai,Grand i10 CRDi Sportz,0,1,0,0.06249999994419642,78.4,11.320754716981131
Pune,Diesel,Manual,First,22.3,5,2.5,Tata,Indica Vista Quadrajet LS,3,1,0,0.059294871747359874,92.352,9.919928825622776
Chennai,Diesel,Manual,Third,17.8,5,1.55,Ford,Fiesta 1.4 TDCi EXI,1,1,0,0.04860614721329081,95.132,7.419758232596915
Pune,Diesel,Manual,First,19.87,5,6.5,Renault,Duster 85PS Diesel RxE,1,2,1,0.057357973951158124,122.43180000000001,8.073953677366923
Kochi,Diesel,Manual,First,24.0,5,4.96,Hyundai,Grand i10 CRDi SportZ Edition,1,1,0,0.06249999994419642,78.4,11.320754716981131
Bangalore,Petrol,Manual,First,19.4,5,3.25,Honda,Brio S MT,1,1,1,0.0724540900897712,103.98639999999999,8.826205641492265
Kolkata,Petrol,Automatic,First,12.3,5,8.5,Audi,A4 1.8 TFSI,0,2,2,0.09163391348027292,290.65919999999994,4.422869471413161
Bangalore,Petrol,Manual,Second,24.7,5,2.75,Maruti,Alto 800 2016-2019 LXI,1,0,0,0.059422110478112924,37.6508,13.752783964365255
Bangalore,Petrol,Manual,Second,16.2,5,3.4,Hyundai,Verna Transform SX VTVT,1,2,1,0.06454033767070648,165.01680000000002,6.233166602539438
Hyderabad,Diesel,Manual,First,20.77,7,7.0,Maruti,Ertiga ZDI,2,1,1,0.07115384609683184,110.82239999999999,9.239323843416368
Kochi,Petrol,Manual,First,12.9,5,3.21,Chevrolet,Optra Magnum 1.6 LT ABS BS3,1,2,1,0.06414267830779556,163.795,4.965357967667437
Coimbatore,Diesel,Manual,First,19.67,5,14.25,Hyundai,Creta 1.6 CRDi SX Option,0,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Hyderabad,Diesel,Manual,First,20.34,5,6.5,Volkswagen,Vento 1.5 TDI Highline,1,2,1,0.06889185576175443,154.5936,8.142514011208966
Kolkata,Petrol,Manual,First,17.4,5,5.49,Honda,City i VTEC SV,0,2,1,0.07835671337451121,175.59810000000002,6.96836203444133
Pune,Petrol,Manual,Third,16.8,5,0.8,Hyundai,Getz GLS ABS,1,1,1,0.06189410882781945,111.303,7.1764203331909435
Kochi,Petrol,Manual,First,17.0,5,1.99,Hyundai,Santro Xing XG eRLX Euro III,1,1,1,0.10430653188643048,123.01870659400547,8.149568552253115
Coimbatore,Petrol,Automatic,Second,18.9,5,5.91,Hyundai,Grand i10 AT Asta,0,1,1,0.06850459476315406,98.154,8.602639963586709
Coimbatore,Petrol,Manual,First,18.9,5,6.44,Hyundai,Grand i10 1.2 Kappa Sportz Option,0,1,1,0.06838763569892427,97.98642,8.602639963586709
Pune,CNG,Manual,First,26.2,5,2.9,Maruti,Wagon R LXI CNG,1,0,0,0.05831663320809957,58.083600000000004,13.113113113113114
Jaipur,Petrol,Manual,First,18.9,5,4.6,Hyundai,Grand i10 Sportz,0,1,1,0.06850459476315406,98.154,8.602639963586709
Pune,Diesel,Manual,Second,17.8,5,2.35,Maruti,Swift VDI BSIV,2,1,1,0.0907667417004834,141.36956337874662,7.918149466192171
Coimbatore,Petrol,Manual,First,18.6,5,7.21,Hyundai,i20 Asta 1.2,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Pune,Diesel,Manual,First,19.87,5,8.0,Renault,Duster 85PS Diesel RxL,1,2,1,0.057357973951158124,122.43180000000001,8.073953677366923
Hyderabad,Diesel,Manual,Second,19.3,5,3.5,Maruti,Swift Dzire VDi,1,1,0,0.059214743542295875,92.22720000000001,8.585409252669038
Pune,Diesel,Manual,First,12.8,8,5.9,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,3,4,1,0.040898155556977484,254.388,3.6634230108757873
Coimbatore,Petrol,Manual,Second,25.4,4,1.74,Tata,Nano Twist XT,0,0,0,0.06009615374984591,23.4,15.640394088669948
Mumbai,Petrol,Manual,First,18.12,5,6.8,Ford,Figo 2015-2019 1.2P Sports Edition MT,0,1,1,0.07257525077543875,103.81280000000001,8.25136612021858
Jaipur,Petrol,Manual,First,18.6,5,7.5,Hyundai,i20 1.2 Asta Option,0,1,1,0.0683625730423036,97.95051,8.466090122894856
Pune,Petrol,Manual,First,15.4,7,8.0,Honda,BRV i-VTEC V MT,0,2,1,0.07835671337451121,175.59810000000002,6.16740088105727
Hyderabad,Diesel,Manual,First,27.4,5,5.99,Honda,Amaze S Diesel,0,2,1,0.06582109474911808,147.7028,10.968775020016011
Mumbai,Diesel,Manual,First,19.67,5,12.9,Hyundai,Creta 1.6 CRDi SX,0,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Delhi,Petrol,Manual,First,21.4,5,7.0,Maruti,Baleno Zeta 1.2,0,1,1,0.06942355883924514,99.4707,9.740555302685479
Hyderabad,Diesel,Automatic,First,14.16,5,35.0,Audi,Q5 2.0 TDI Technology,0,3,3,0.08856707312572812,343.0224,4.77088948787062
Jaipur,Diesel,Manual,First,25.8,5,5.5,Honda,Amaze S i-DTEC,1,2,1,0.06582109474911808,147.7028,10.32826261008807
Coimbatore,Diesel,Automatic,First,11.0,5,18.46,BMW,X5 3.0d,2,5,4,0.07851653856381005,703.355,2.7548209366391183
Jaipur,Petrol,Manual,First,15.6,5,2.4,Ford,Figo Petrol Titanium,0,1,0,0.05852842804470867,83.72,7.103825136612023
Pune,Petrol,Manual,Third,18.9,5,1.0,Maruti,Wagon R VXI,1,0,0,0.06723446887050653,66.96579999999999,9.45945945945946
Ahmedabad,Petrol,Manual,Second,19.81,5,2.65,Hyundai,i10 Era,1,1,0,0.06266114174708919,73.9023,9.49664429530201
Kochi,Diesel,Automatic,First,21.66,5,5.96,Skoda,Rapid 1.5 TDI AT Elegance,1,2,1,0.06910547391915521,155.07296,8.670936749399518
Kolkata,Diesel,Automatic,First,17.85,4,75.0,Porsche,Panamera Diesel,0,5,5,0.10111223454630529,890.1,4.499621880514243
Kochi,Petrol,Automatic,First,15.04,5,27.15,Mercedes-Benz,CLA 200 Sport Edition,0,3,3,0.09191361120446327,364.353,5.028418589100634
Ahmedabad,Petrol,Automatic,Second,10.4,5,10.5,Audi,A6 2.8 FSI,0,5,3,0.07248467361251905,557.373,2.7564272462231645
Chennai,Petrol,Manual,First,20.73,5,6.7,Maruti,Ciaz ZXi Plus,0,1,1,0.06635105603324758,125.0803,8.735777496839443
Kolkata,Diesel,Manual,First,22.7,5,4.9,Ford,Ecosport 1.5 DV5 MT Titanium,0,2,1,0.059973297690271495,134.58032,9.08726981585268
Hyderabad,Diesel,Manual,First,16.5,7,8.0,Mahindra,Bolero mHAWK D70 ZLX,0,2,0,0.046885465474289706,104.51,6.618531889290011
Kochi,Petrol,Manual,First,24.07,5,3.63,Maruti,Alto K10 VXI,0,0,0,0.06723446887050653,66.96579999999999,12.047047047047048
Mumbai,Petrol,Manual,First,17.5,5,4.8,Maruti,Swift Dzire 1.2 Vxi BSIV,1,1,1,0.07167919793510509,102.70259999999999,7.965407373691398
Mumbai,Petrol,Manual,First,17.57,5,4.25,Tata,Zest Revotron 1.2T XE,1,1,1,0.0743503771380131,105.8191,8.011855905152759
Coimbatore,Diesel,Automatic,First,10.91,7,30.27,Ford,Endeavour 3.2 Trend AT 4X4,1,6,3,0.06166353969303829,630.6456,2.598856598380181
Jaipur,Diesel,Manual,First,15.8,5,14.25,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,1,3,2,0.07914338916240997,365.16,5.019059720457434
Ahmedabad,Petrol,Automatic,First,16.95,5,3.41,Hyundai,i10 Sportz AT,0,1,0,0.06591478691235189,94.44330000000001,7.715065999089667
Delhi,Petrol,Manual,First,17.0,5,2.78,Honda,City 1.5 S MT,1,2,1,0.07882431524460633,176.646,6.8081698037645175
Ahmedabad,Diesel,Automatic,First,19.3,5,15.5,Skoda,Octavia Elegance 2.0 TDI AT,1,3,2,0.07164634142700897,277.488,6.502695417789758
Chennai,Diesel,Manual,First,25.0,5,3.0,Tata,Indica V2 eLS,2,1,0,0.049426934062015086,96.324,10.434056761268781
Pune,Petrol,Manual,First,18.9,5,2.3,Maruti,Wagon R VXi BSII,1,0,0,0.06723446887050653,66.96579999999999,9.45945945945946
Kochi,Diesel,Manual,First,19.67,5,13.28,Hyundai,Creta 1.6 CRDi SX,0,2,1,0.07977243989900604,199.64839999999998,7.618125484120838
Hyderabad,Petrol,Manual,First,19.0,5,2.25,Maruti,A-Star Lxi,1,0,0,0.06623246486349452,65.96779999999998,9.50950950950951
Kochi,Petrol,Manual,First,22.5,5,3.36,Maruti,Wagon R LXI,0,0,0,0.06717434863008583,66.90592000000001,11.261261261261263
Kolkata,Petrol,Manual,First,17.3,7,4.25,Honda,Mobilio E i VTEC,0,2,1,0.07835671337451121,175.59810000000002,6.928313976772127
Coimbatore,Petrol,Manual,First,20.36,5,4.3,Hyundai,i10 Magna,0,1,0,0.06591478691235189,94.44330000000001,9.267182521620391
Coimbatore,Diesel,Manual,First,22.54,5,9.18,Hyundai,i20 1.4 Sportz,0,1,1,0.06356017187424057,123.86708,9.407345575959933
Hyderabad,Petrol,Manual,First,23.1,5,4.99,Maruti,Celerio ZXI Optional,0,0,0,0.06717434863008583,66.90592000000001,11.561561561561563
Pune,Petrol,Manual,First,13.4,5,3.75,Skoda,Laura 1.8 TSI Ambiente,0,2,2,0.08776418237610446,283.7244,4.789135096497498
Chennai,Diesel,Manual,First,20.0,5,2.5,Ford,Figo Diesel LXI,0,1,0,0.04860614721329081,95.132,8.336807002917881
Hyderabad,Diesel,Manual,First,27.3,5,7.2,Honda,Jazz 1.5 VX i DTEC,0,2,1,0.06582109474911808,147.7028,10.928742994395515
Ahmedabad,Diesel,Automatic,First,15.0,5,29.5,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,0,3,3,0.09519365371199551,437.172,4.772510340439071
Chennai,Diesel,Automatic,First,17.9,5,17.55,Mercedes-Benz,GLA Class 200 CDI SPORT,1,3,2,0.063462435807997,291.448,5.695195672923958
Chennai,Diesel,Automatic,First,18.5,5,12.0,Volvo,S60 D3,0,3,2,0.08211586897626404,323.555,6.197654941373534
Bangalore,Diesel,Automatic,First,11.8,5,13.5,Audi,A8 L 3.0 TDI quattro,1,5,4,0.08314796087524504,731.9589,2.974539954625662
Kolkata,Diesel,Automatic,First,22.32,5,5.1,Hyundai,Verna 1.6 SX CRDI (O) AT,0,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Kolkata,Diesel,Automatic,First,22.69,5,10.3,BMW,3 Series 320d,1,3,3,0.09523809519035684,379.05,7.5759599332220375
Delhi,Diesel,Manual,First,22.32,5,5.7,Hyundai,Verna 1.6 SX,1,2,1,0.07984829324914772,199.83823999999998,8.644461657629744
Kochi,Petrol,Manual,First,22.5,5,3.41,Maruti,Wagon R VXI,0,0,0,0.06717434863008583,66.90592000000001,11.261261261261263
Hyderabad,Diesel,Manual,Second,20.0,5,2.4,Ford,Figo Diesel EXI,2,1,0,0.04860614721329081,95.132,8.336807002917881
Coimbatore,Petrol,Manual,First,18.15,6,5.6,Mahindra,KUV 100 mFALCON G80 K2,0,1,1,0.06844741229678847,98.236,8.257506824385805
Pune,Diesel,Manual,First,17.0,5,1.0,Tata,Indigo LS,3,1,0,0.04982206402147896,98.35,7.068607068607068
Hyderabad,Diesel,Automatic,First,18.49,7,8.2,Mahindra,TUV 300 T8 AMT,0,2,1,0.06697923639184243,149.3,7.416766947452867
Bangalore,Diesel,Automatic,First,15.17,5,27.5,Audi,Q3 35 TDI Quattro Premium Plus,1,3,3,0.09197154466871364,356.208,5.111185983827493
Jaipur,Petrol,Manual,First,21.5,5,3.5,Maruti,Wagon R VXI 1.2,1,1,1,0.06833751038568293,97.9146,9.786071916249432
Coimbatore,Diesel,Manual,First,24.3,5,10.34,Maruti,Vitara Brezza ZDi Plus Dual Tone,0,1,1,0.07091346148163985,110.448,10.809608540925266
Mumbai,Diesel,Manual,First,12.7,8,3.25,Mahindra,Scorpio DX 2.6 Turbo 8 Str,1,4,1,0.04469145264672616,304.20939999999996,3.518980326960377
Jaipur,Diesel,Manual,Third,12.6,7,5.0,Hyundai,Tucson CRDi,2,3,1,0.05625313909781359,222.992,4.212637913741223
Hyderabad,Petrol,Manual,First,17.92,5,2.25,Hyundai,Santro Xing GLS,1,1,0,0.05718232038933488,67.4406,8.590604026845638
Kochi,Diesel,Automatic,First,18.18,4,51.52,Porsche,Panamera Diesel 250hp,1,5,4,0.0842601954552544,741.75,4.582808167380892
