Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Consumation,Engine,Power,Seats,Price,Brand,Model,car_age,km/age
Coimbatore,2016,22767,Petrol,Manual,First,18.5,1197,85.8,5,6.14,Maruti,Ritz ZXi,10,2276.7
Bangalore,2012,58000,Petrol,Automatic,Second,15.0,1396,98.6,5,4.4,Hyundai,i20 Sportz AT 1.4,14,4142.857142857143
Pune,2017,57000,Diesel,Manual,First,26.59,1248,74.0,5,4.25,Maruti,Swift Dzire LDI,9,6333.333333333333
Kochi,2010,50161,Petrol,Automatic,First,8.77,4395,402.0,5,25.93,BMW,7 Series 2007-2012 750Li,16,3135.0625
Kolkata,2016,45000,Diesel,Manual,First,22.7,1598,118.0,5,7.0,Maruti,S Cross DDiS 320 Alpha,10,4500.0
Coimbatore,2017,68319,Diesel,Automatic,First,12.55,2982,168.5,7,25.12,Toyota,Fortuner 4x4 AT,9,7591.0
Kochi,2017,30711,Petrol,Manual,First,20.3,998,68.05,5,4.45,Hyundai,EON 1.0 Magna Plus Option O,9,3412.3333333333335
Kolkata,2011,38277,Diesel,Manual,First,21.9,1396,90.0,5,2.4,Hyundai,i20 1.4 CRDi Magna,15,2551.8
Pune,2012,115000,Diesel,Manual,Second,20.54,1598,103.6,5,4.33,Volkswagen,Vento Diesel Highline,14,8214.285714285714
Coimbatore,2017,46849,Petrol,Automatic,First,18.5,1197,83.14,5,6.93,Maruti,Swift Dzire VXi AT,9,5205.444444444444
Ahmedabad,2014,64000,Diesel,Manual,First,21.9,1396,90.0,5,4.25,Hyundai,i20 Magna 1.4 CRDi,12,5333.333333333333
Pune,2010,130923,Diesel,Automatic,First,14.21,2143,203.0,5,12.5,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,16,8182.6875
Chennai,2015,15000,Petrol,Manual,First,18.9,1197,82.0,5,4.9,Hyundai,Grand i10 Sportz,11,1363.6363636363637
Mumbai,2014,32720,Diesel,Manual,First,23.0,1396,90.0,5,4.5,Hyundai,i20 1.4 CRDi Sportz,12,2726.6666666666665
Jaipur,2016,12500,Petrol,Manual,First,25.17,799,53.3,5,3.0,Renault,KWID RXT,10,1250.0
Chennai,2015,59800,Petrol,Automatic,First,16.9,1197,82.0,5,5.8,Hyundai,Xcent 1.2 Kappa AT SX Option,11,5436.363636363636
Pune,2011,54211,Petrol,Manual,First,15.04,1598,103.6,5,3.33,Volkswagen,Vento Petrol Highline,15,3614.0666666666666
Kochi,2015,62242,Diesel,Automatic,First,14.39,1998,163.7,5,6.62,Chevrolet,Cruze LTZ AT,11,5658.363636363636
Mumbai,2015,54000,Diesel,Manual,Second,19.01,1461,108.5,5,5.75,Nissan,Terrano XL 110 PS,11,4909.090909090909
Hyderabad,2012,65000,Diesel,Manual,First,22.32,1582,126.32,5,6.2,Hyundai,Verna 1.6 SX,14,4642.857142857143
Chennai,2015,55000,Petrol,Automatic,First,23.1,998,67.04,5,3.5,Maruti,Celerio VXI AMT,11,5000.0
Pune,2010,71000,Petrol,Manual,First,18.9,998,67.1,5,2.0,Maruti,Wagon R LXI,16,4437.5
Chennai,2012,70000,Diesel,Manual,First,21.9,1396,88.8,5,4.0,Hyundai,i20 Magna Optional 1.4 CRDi,14,5000.0
Mumbai,2011,53000,Petrol,Automatic,First,12.3,1781,163.2,5,9.5,Audi,A4 1.8 TFSI,15,3533.3333333333335
Mumbai,2013,43000,Diesel,Automatic,First,17.05,1995,184.0,5,17.5,BMW,X1 sDrive20d,13,3307.6923076923076
Mumbai,2015,54000,Petrol,Automatic,First,14.3,1598,103.52,5,6.11,Skoda,Rapid 1.6 MPI AT Elegance Plus,11,4909.090909090909
Ahmedabad,2014,51000,Petrol,Manual,First,20.36,1197,78.9,5,3.75,Hyundai,i10 Magna,12,4250.0
Hyderabad,2007,78000,Diesel,Manual,Second,10.5,2835,107.2,6,6.2,Mitsubishi,Pajero 2.8 GLX CRZ,19,4105.263157894737
Mumbai,2014,25000,Diesel,Manual,First,26.0,1498,98.6,5,6.15,Honda,City i DTEC SV,12,2083.3333333333335
Pune,2012,12600,Petrol,Manual,First,20.92,998,67.1,5,2.4,Maruti,Alto K10 2010-2014 VXI,14,900.0
Pune,2009,80000,Diesel,Manual,Fourth & Above,17.8,1248,75.0,5,2.15,Maruti,Swift Ldi BSIII,17,4705.882352941177
Kolkata,2016,21000,Petrol,Manual,First,18.9,1197,82.0,5,3.75,Hyundai,Grand i10 Magna,10,2100.0
Mumbai,2011,32000,Petrol,Manual,Second,15.6,1196,70.0,5,2.15,Ford,Figo Petrol ZXI,15,2133.3333333333335
Bangalore,2015,50000,Petrol,Manual,First,18.9,1197,81.86,5,4.75,Hyundai,Grand i10 SportZ Edition,11,4545.454545454545
Mumbai,2010,47500,Petrol,Manual,First,15.5,1586,103.3,5,2.45,Maruti,SX4 Vxi BSIV,16,2968.75
Mumbai,2017,7500,Petrol,Manual,First,17.4,1497,117.3,5,11.15,Honda,City i-VTEC VX,9,833.3333333333334
Jaipur,2016,68163,Diesel,Automatic,First,19.6,1461,108.45,5,8.9,Renault,Duster 110PS Diesel RxZ AMT,10,6816.3
Ahmedabad,2014,61000,Diesel,Manual,First,25.8,1498,98.6,5,4.35,Honda,Amaze S i-Dtech,12,5083.333333333333
Jaipur,2015,100000,Diesel,Manual,Second,12.99,2494,100.6,7,12.0,Toyota,Innova 2.5 Z Diesel 7 Seater,11,9090.90909090909
Mumbai,2009,61500,Diesel,Automatic,Second,16.07,1995,181.0,5,8.5,BMW,3 Series 320d Highline,17,3617.6470588235293
Kochi,2017,42883,Petrol,Manual,First,19.81,1086,68.05,5,4.27,Hyundai,i10 Magna 1.1 iTech SE,9,4764.777777777777
Jaipur,2012,97000,Diesel,Manual,Second,20.45,1461,83.8,5,4.25,Renault,Duster 85PS Diesel RxL Optional with Nav,14,6928.571428571428
Bangalore,2010,39525,Petrol,Automatic,First,11.3,2360,170.0,5,9.25,Mitsubishi,Outlander 2.4,16,2470.3125
Kochi,2017,35384,Diesel,Manual,First,24.3,1248,88.5,5,8.61,Maruti,Vitara Brezza LDi,9,3931.5555555555557
Hyderabad,2010,46000,Diesel,Automatic,First,11.8,2987,261.0,7,28.0,Mercedes-Benz,R-Class R350 CDI 4MATIC,16,2875.0
Coimbatore,2018,32189,Diesel,Manual,First,23.0,1498,98.96,5,9.25,Ford,EcoSport 1.5 Diesel Titanium,8,4023.625
Chennai,2016,27000,Diesel,Automatic,First,19.08,1582,126.2,5,8.6,Hyundai,Verna 1.6 CRDI AT SX Option,10,2700.0
Coimbatore,2018,22734,Petrol,Manual,First,16.47,1198,74.0,5,7.53,Volkswagen,Polo 1.2 MPI Highline,8,2841.75
Mumbai,2014,58002,Diesel,Manual,First,19.64,1461,108.45,5,5.75,Renault,Duster 110PS Diesel RxL,12,4833.5
Chennai,2012,31500,Petrol,Automatic,First,16.5,1198,86.8,5,4.15,Honda,Brio S Option AT,14,2250.0
Coimbatore,2017,30933,Petrol,Manual,First,18.16,1196,86.8,5,5.84,Ford,Figo 2015-2019 1.2P Titanium MT,9,3437.0
Kolkata,2012,27090,Diesel,Automatic,First,18.53,1968,187.74,5,16.5,Audi,A6 2.0 TDI Design Edition,14,1935.0
Mumbai,2015,29500,Diesel,Automatic,First,15.97,2993,258.0,7,43.0,BMW,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,11,2681.818181818182
Pune,2013,45000,Petrol,Manual,First,20.36,1197,78.9,5,3.55,Hyundai,i10 Sportz Option,13,3461.5384615384614
Hyderabad,2018,11691,Petrol,Manual,First,18.6,1197,81.83,5,8.9,Hyundai,i20 1.2 Asta Option,8,1461.375
Hyderabad,2006,121000,Diesel,Manual,Second,16.4,1896,90.0,5,2.5,Skoda,Octavia L and K 1.9 TDI MT,20,6050.0
Hyderabad,2010,118077,Diesel,Manual,First,16.2,1493,110.0,5,3.85,Hyundai,Verna Transform SX VGT CRDi,16,7379.8125
Chennai,2012,36300,Petrol,Automatic,Third,17.1,1591,121.4,5,7.5,Hyundai,Verna 1.6 SX VTVT (O) AT,14,2592.8571428571427
Mumbai,2005,90000,Petrol,Manual,Second,15.3,1341,61.0,5,1.8,Hyundai,Getz GVS,21,4285.714285714285
Chennai,2010,78000,Diesel,Manual,First,20.0,1399,68.0,5,2.25,Ford,Figo Diesel EXI,16,4875.0
Mumbai,2015,42000,Diesel,Automatic,First,17.68,1968,174.33,5,24.25,Audi,A6 2011-2015 35 TDI Technology,11,3818.181818181818
Mumbai,2015,27000,Petrol,Manual,First,16.47,1198,74.0,5,4.35,Volkswagen,Polo 1.2 MPI Highline,11,2454.5454545454545
Kolkata,2012,22000,Diesel,Automatic,First,17.05,1995,184.0,5,11.5,BMW,X1 sDrive20d,14,1571.4285714285713
Kolkata,2014,49000,Petrol,Manual,First,17.4,1497,117.3,5,4.75,Honda,City i VTEC SV,12,4083.3333333333335
Hyderabad,2012,42600,Diesel,Manual,First,23.0,1396,90.0,5,4.99,Hyundai,i20 Sportz Option Diesel,14,3042.8571428571427
Coimbatore,2018,12794,Petrol,Automatic,First,19.0,1199,88.7,5,9.15,Honda,Jazz 1.2 V CVT i VTEC,8,1599.25
Hyderabad,2014,88046,Petrol,Automatic,First,10.1,2354,152.0,5,13.99,Honda,CR-V 2.4 AT,12,7337.166666666667
Bangalore,2014,8000,Diesel,Automatic,Second,20.0,2143,107.3,5,19.75,Mercedes-Benz,A Class A180 CDI,12,666.6666666666666
Coimbatore,2018,82739,Diesel,Automatic,First,16.0,2179,140.0,7,16.77,Mahindra,XUV500 AT W10 AWD,8,10342.375
Bangalore,2006,193000,Diesel,Manual,Third,13.6,2523,63.0,7,2.5,Mahindra,Bolero SLX 2WD,20,9650.0
Mumbai,2013,7000,Petrol,Automatic,First,17.97,1498,99.6,5,3.65,Renault,Scala RxL AT,13,538.4615384615385
Ahmedabad,2012,60000,Diesel,Automatic,Second,12.35,2179,187.74,5,23.5,Land,Rover Freelander 2 HSE SD4,14,4285.714285714285
Pune,2017,38000,Petrol,Manual,First,22.74,796,47.3,5,3.11,Maruti,Alto 800 VXI,9,4222.222222222223
Kochi,2013,56344,Petrol,Manual,First,17.6,1496,88.73,5,4.57,Toyota,Etios G,13,4334.153846153846
Mumbai,2014,17858,Petrol,Manual,First,17.0,1197,80.0,5,5.32,Hyundai,i20 Sportz Option,12,1488.1666666666667
Hyderabad,2012,53000,Petrol,Manual,First,20.36,1197,78.9,5,3.2,Hyundai,i10 Sportz,14,3785.714285714286
Kochi,2016,67906,Diesel,Manual,First,25.2,1248,74.0,5,5.63,Maruti,Swift VDI BSIV,10,6790.6
Hyderabad,2015,19000,Petrol,Manual,First,21.1,814,55.2,5,3.0,Hyundai,EON Magna Plus,11,1727.2727272727273
Mumbai,2010,67000,Diesel,Automatic,Second,22.69,1995,190.0,5,9.25,BMW,3 Series 320d,16,4187.5
Delhi,2011,80000,Diesel,Manual,First,23.57,1396,70.0,5,1.2,Tata,Indigo XL Classic Dicor,15,5333.333333333333
Delhi,2015,61000,Petrol,Manual,First,22.74,796,47.3,5,2.15,Maruti,Alto 800 LXI,11,5545.454545454545
Pune,2010,39000,Diesel,Manual,First,22.07,1199,73.9,5,3.05,Volkswagen,Polo Diesel Highline 1.2L,16,2437.5
Ahmedabad,2014,59000,Petrol,Automatic,First,14.28,1798,138.03,5,11.5,Toyota,Corolla Altis VL AT,12,4916.666666666667
Hyderabad,2008,80931,Petrol,Manual,First,17.92,1086,62.1,5,2.3,Hyundai,Santro Xing GLS,18,4496.166666666667
Kolkata,2016,34000,Petrol,Manual,First,20.4,1197,81.8,5,4.95,Maruti,Swift ZXI,10,3400.0
Hyderabad,2013,130000,Diesel,Manual,First,21.64,1461,84.8,5,4.75,Renault,Scala Diesel RxL,13,10000.0
Coimbatore,2018,52380,Diesel,Manual,First,24.3,1248,88.5,5,10.15,Maruti,Vitara Brezza ZDi Plus,8,6547.5
Kolkata,2011,44000,Petrol,Manual,First,18.06,1198,75.0,5,2.65,Nissan,Micra XV,15,2933.3333333333335
Hyderabad,2015,84000,Diesel,Manual,First,20.0,1399,68.05,5,3.8,Ford,Figo Diesel EXI,11,7636.363636363636
Kochi,2017,41697,Petrol,Automatic,First,13.1,1997,141.1,5,16.68,Honda,CR-V 2.0 AT,9,4633.0
Pune,2014,163000,Diesel,Manual,First,19.01,1461,108.5,5,5.0,Nissan,Terrano XV 110 PS,12,13583.333333333334
Chennai,2011,42000,Petrol,Manual,Second,17.71,1197,78.9,5,3.75,Toyota,Etios Liva 1.2 G,15,2800.0
Jaipur,2013,129000,Diesel,Manual,Third,21.27,1396,88.76,5,4.11,Hyundai,i20 Asta 1.4 CRDi,13,9923.076923076924
Chennai,2015,32200,Petrol,Manual,Second,18.16,1196,86.8,5,4.25,Ford,Figo Aspire 1.2 Ti-VCT Ambiente,11,2927.2727272727275
Mumbai,2004,129000,Diesel,Manual,First,10.5,2835,107.2,6,3.45,Mitsubishi,Pajero 2.8 GLX CRZ,22,5863.636363636364
Bangalore,2014,40000,Diesel,Automatic,First,17.11,1968,174.33,5,22.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,3333.3333333333335
Delhi,2006,150000,Petrol,Manual,First,12.4,1998,132.0,8,4.5,Toyota,Innova 2.0 E,20,7500.0
Jaipur,2007,140000,Petrol,Manual,First,15.26,1150,74.9,5,0.9,Chevrolet,Aveo U-VA 1.2 LS,19,7368.421052631579
Hyderabad,2006,63181,Petrol,Manual,First,15.3,1341,83.0,5,1.85,Hyundai,Getz GLS,20,3159.05
Kolkata,2013,39575,Diesel,Manual,First,25.8,1498,98.6,5,3.25,Honda,Amaze S i-Dtech,13,3044.230769230769
Pune,2010,63600,Diesel,Manual,Second,17.8,1248,113.27689373297004,5,3.1,Maruti,Swift VDI BSIV W ABS,16,3975.0
Coimbatore,2014,70374,Diesel,Manual,First,22.7,1498,89.84,5,7.34,Ford,Ecosport 1.5 DV5 MT Titanium Optional,12,5864.5
Kolkata,2015,26256,Diesel,Manual,First,20.14,1498,88.5,5,4.25,Volkswagen,CrossPolo 1.5 TDI,11,2386.909090909091
Delhi,2016,13460,Petrol,Manual,First,18.6,1197,81.86,5,6.45,Hyundai,Elite i20 Petrol Sportz,10,1346.0
Chennai,2011,122000,Diesel,Manual,Second,12.8,2494,102.0,8,10.75,Toyota,Innova 2.5 V Diesel 8-seater,15,8133.333333333333
Kolkata,2015,58589,Diesel,Automatic,First,15.26,2143,203.2,5,27.75,Mercedes-Benz,M-Class ML 250 CDI,11,5326.272727272727
Jaipur,2005,115000,Petrol,Manual,Second,17.3,1061,64.0,5,0.99,Maruti,Wagon R LX BSIII,21,5476.190476190476
Pune,2016,75000,Diesel,Automatic,First,12.62,2198,158.0,7,24.0,Ford,Endeavour 2.2 Trend AT 4X2,10,7500.0
Jaipur,2016,30292,Petrol,Manual,First,18.6,1197,81.86,5,6.1,Hyundai,Elite i20 Petrol Sportz,10,3029.2
Ahmedabad,2017,32248,Petrol,Manual,First,17.5,1199,88.7,5,8.25,Honda,WRV i-VTEC VX,9,3583.1111111111113
Bangalore,2013,74000,Petrol,Manual,First,16.47,1198,73.9,5,4.65,Volkswagen,Polo Petrol Highline 1.2L,13,5692.307692307692
Mumbai,2014,56100,Petrol,Manual,First,13.7,1997,153.86,5,9.75,Honda,CR-V 2.0L 2WD MT,12,4675.0
Bangalore,2014,61325,Petrol,Manual,First,18.9,1197,81.86,5,4.4,Hyundai,Grand i10 1.2 Kappa Asta,12,5110.416666666667
Kolkata,2014,33000,Petrol,Manual,First,19.1,1197,85.8,5,3.99,Maruti,Swift Dzire VXI,12,2750.0
Coimbatore,2016,18090,Diesel,Automatic,First,16.2,2993,258.0,5,45.73,BMW,5 Series 2003-2012 530d,10,1809.0
Kochi,2014,71390,Diesel,Manual,First,22.7,1498,89.84,5,5.27,Ford,Ecosport 1.5 DV5 MT Ambiente,12,5949.166666666667
Mumbai,2014,41000,CNG,Manual,First,26.2,998,58.2,5,3.5,Maruti,Wagon R LXI CNG,12,3416.6666666666665
Ahmedabad,2016,67000,Diesel,Manual,First,26.0,1498,98.6,5,7.25,Honda,City i DTec V,10,6700.0
Chennai,2008,99000,Diesel,Manual,Second,17.0,1405,70.0,5,1.6,Tata,Indigo LS,18,5500.0
Pune,2014,142000,Diesel,Manual,Second,19.01,1461,108.45,5,6.0,Renault,Duster 110PS Diesel RxL,12,11833.333333333334
Chennai,2010,26966,Petrol,Manual,First,20.36,1197,78.9,5,3.0,Hyundai,i10 Sportz,16,1685.375
Mumbai,2015,27628,Petrol,Manual,First,18.7,1199,88.7,5,4.95,Honda,Jazz 1.2 SV i VTEC,11,2511.6363636363635
Hyderabad,2016,82497,Diesel,Manual,First,23.65,1248,88.5,5,8.99,Maruti,SX4 S Cross DDiS 200 Zeta,10,8249.7
Mumbai,2007,86000,Petrol,Manual,Third,11.9,2354,144.0,5,1.85,Honda,Accord VTi-L MT,19,4526.315789473684
Coimbatore,2016,26981,Petrol,Manual,First,16.47,1198,73.9,5,6.16,Volkswagen,Polo Petrol Comfortline 1.2L,10,2698.1
Hyderabad,2010,110471,Diesel,Manual,First,21.1,1248,73.9,5,3.5,Maruti,Ritz VDi,16,6904.4375
Jaipur,2014,69000,Petrol,Manual,First,19.5,1199,88.76,5,4.5,Honda,Amaze S Petrol,12,5750.0
Hyderabad,2017,12000,Petrol,Manual,First,18.6,1197,81.83,5,7.75,Hyundai,i20 1.2 Asta Option,9,1333.3333333333333
Hyderabad,2014,77500,Diesel,Manual,First,20.45,1461,83.8,5,6.6,Renault,Duster 85PS Diesel RxL,12,6458.333333333333
Kochi,2014,48031,Petrol,Manual,First,18.9,1197,82.0,5,4.98,Hyundai,Grand i10 Magna,12,4002.5833333333335
Chennai,2008,170000,Diesel,Automatic,Third,16.07,1995,181.0,5,9.75,BMW,3 Series 320d Highline,18,9444.444444444445
Mumbai,2014,69565,Diesel,Manual,First,22.7,1498,89.84,5,5.55,Ford,Ecosport 1.5 DV5 MT Trend,12,5797.083333333333
Hyderabad,2016,45492,Diesel,Automatic,First,21.5,1498,108.5,5,10.3,Volkswagen,Vento 1.5 TDI Highline AT,10,4549.2
Chennai,2011,85000,Petrol,Automatic,Second,11.7,2354,177.6,5,7.5,Honda,Accord 2.4 AT,15,5666.666666666667
Hyderabad,2008,55902,Petrol,Manual,First,14.49,1399,92.7,5,1.8,Chevrolet,Aveo 1.4,18,3105.6666666666665
Hyderabad,2017,18500,Petrol,Manual,First,16.2,1199,74.0,5,6.25,Volkswagen,Polo 1.2 MPI Highline Plus,9,2055.5555555555557
Hyderabad,2015,129750,Diesel,Manual,Second,14.95,2489,93.7,7,6.8,Mahindra,Xylo D4 BS III,11,11795.454545454546
Hyderabad,2009,50902,Petrol,Automatic,First,19.2,1197,80.0,5,3.0,Hyundai,i10 Magna AT,17,2994.235294117647
Coimbatore,2015,84725,Diesel,Manual,First,15.1,2179,140.0,7,11.6,Mahindra,XUV500 W8 4WD,11,7702.272727272727
Mumbai,2013,40000,Diesel,Manual,Second,22.7,1582,126.24,5,6.95,Hyundai,Elantra CRDi SX,13,3076.923076923077
Mumbai,2010,60000,Petrol,Manual,Third,14.3,1798,160.0,5,3.5,Volkswagen,Passat 1.8 TSI MT,16,3750.0
Coimbatore,2014,33496,Petrol,Manual,First,18.9,1197,81.86,5,5.5,Hyundai,Grand i10 1.2 Kappa Sportz,12,2791.3333333333335
Mumbai,2015,25000,Petrol,Manual,First,18.6,1197,81.83,5,5.65,Hyundai,i20 Asta Option 1.2,11,2272.7272727272725
Ahmedabad,2013,71000,Diesel,Manual,First,18.2,1248,73.8,8,3.25,Chevrolet,Enjoy TCDi LS 8 Seater,13,5461.538461538462
Coimbatore,2015,20826,Petrol,Automatic,First,14.3,1598,103.6,5,7.72,Skoda,Rapid 1.6 MPI AT Ambition Plus Alloy,11,1893.2727272727273
Pune,2016,42244,Diesel,Manual,First,19.67,1582,126.2,5,12.0,Hyundai,Creta 1.6 CRDi SX,10,4224.4
Jaipur,2013,98598,Diesel,Manual,First,25.44,936,57.6,5,1.55,Chevrolet,Beat Diesel PS,13,7584.461538461538
Delhi,2011,62100,Diesel,Manual,First,11.5,2982,171.0,7,10.75,Toyota,Fortuner 3.0 Diesel,15,4140.0
Coimbatore,2016,44238,Petrol,Manual,First,18.6,1197,81.83,5,6.72,Hyundai,i20 Sportz Option 1.2,10,4423.8
Coimbatore,2012,91743,Diesel,Automatic,First,12.07,2967,241.4,7,28.55,Audi,Q7 3.0 TDI quattro,14,6553.071428571428
Bangalore,2013,19828,Diesel,Automatic,Second,17.85,2967,300.0,4,75.0,Porsche,Panamera Diesel,13,1525.2307692307693
Hyderabad,2016,36891,Petrol,Manual,First,17.8,1497,117.3,5,10.49,Honda,City i VTEC VX,10,3689.1
Hyderabad,2012,90049,Diesel,Manual,First,17.21,1493,100.0,7,3.8,Mahindra,Quanto C4,14,6432.071428571428
Ahmedabad,2012,74002,Diesel,Automatic,First,16.55,1968,140.0,5,18.5,Audi,A4 2.0 TDI Multitronic,14,5285.857142857143
Kolkata,2013,41000,Petrol,Automatic,First,12.37,2359,198.25,5,6.0,Hyundai,Sonata Transform 2.4 GDi AT,13,3153.846153846154
Hyderabad,2012,83678,Diesel,Manual,First,22.32,1582,126.32,5,5.5,Hyundai,Verna 1.6 SX,14,5977.0
Pune,2010,91000,Petrol,Manual,First,18.9,998,67.1,5,2.3,Maruti,Wagon R LXI BS IV,16,5687.5
Jaipur,2016,50000,Diesel,Manual,First,24.52,1248,88.5,7,8.7,Maruti,Ertiga SHVS ZDI Plus,10,5000.0
Delhi,2015,58000,Diesel,Manual,First,24.4,1120,71.01,5,4.95,Hyundai,Xcent 1.1 CRDi S Option,11,5272.727272727273
Jaipur,2012,80000,Diesel,Manual,First,22.9,1248,74.0,5,4.25,Maruti,Swift VDI,14,5714.285714285715
Kochi,2017,41290,Diesel,Manual,Second,16.0,2179,140.0,7,10.94,Mahindra,XUV500 W6 2WD,9,4587.777777777777
Delhi,2013,65000,Diesel,Automatic,First,22.48,1995,190.0,5,21.26,BMW,5 Series 520d Luxury Line,13,5000.0
Bangalore,2016,16471,Petrol,Manual,Second,14.28,1798,138.03,5,11.5,Toyota,Corolla Altis 1.8 G,10,1647.1
Pune,2015,54339,Diesel,Manual,Second,22.54,1396,88.73,5,6.0,Hyundai,i20 Asta 1.4 CRDi,11,4939.909090909091
Hyderabad,2016,24025,Petrol,Manual,First,18.15,1198,82.0,6,4.1,Mahindra,KUV 100 mFALCON G80 K2,10,2402.5
Kolkata,2013,24027,Petrol,Manual,First,24.7,796,47.3,5,2.01,Maruti,Alto 800 2016-2019 LXI,13,1848.2307692307693
Hyderabad,2010,59270,Petrol,Manual,First,15.7,1172,67.0,5,2.6,Fiat,Punto EVO 1.2 Emotion,16,3704.375
Kolkata,2012,40000,Petrol,Manual,First,18.9,998,67.1,5,2.35,Maruti,Wagon R VXI BS IV,14,2857.1428571428573
Bangalore,2012,155566,Diesel,Manual,Second,9.5,2835,118.6,6,9.15,Mitsubishi,Pajero 4X4 LHD,14,11111.857142857143
Chennai,2013,42320,Petrol,Manual,First,19.4,1198,86.8,5,2.9,Honda,Brio EX MT,13,3255.3846153846152
Coimbatore,2017,24153,Diesel,Manual,Second,22.54,1396,88.73,5,9.18,Hyundai,i20 Asta Option 1.4 CRDi,9,2683.6666666666665
Mumbai,2016,27000,Petrol,Automatic,First,13.0,1591,121.3,5,11.45,Hyundai,Creta 1.6 SX Plus Petrol Automatic,10,2700.0
Hyderabad,2012,92000,CNG,Manual,Second,26.83,796,38.4,5,2.1,Maruti,Alto Green LXi (CNG),14,6571.428571428572
Kochi,2017,61795,Petrol,Manual,First,17.8,1198,86.7,5,5.53,Honda,Amaze S i-VTEC,9,6866.111111111111
Chennai,2016,13500,Petrol,Manual,First,18.15,1198,82.0,6,3.75,Mahindra,KUV 100 mFALCON G80 K6 Plus,10,1350.0
Pune,2018,4500,Petrol,Automatic,First,18.0,1497,117.3,5,12.5,Honda,City i-VTEC CVT VX,8,562.5
Mumbai,2017,23000,Diesel,Automatic,First,16.0,2179,140.0,7,15.5,Mahindra,XUV500 AT W10 FWD,9,2555.5555555555557
Pune,2011,65400,Petrol,Manual,First,0.0,1086,113.27689373297004,5,2.1,Hyundai,Santro GLS I - Euro I,15,4360.0
Mumbai,2013,80578,Diesel,Automatic,Second,14.84,2143,170.0,5,14.5,Mercedes-Benz,New C-Class 220 CDI AT,13,6198.307692307692
Coimbatore,2017,42646,Diesel,Automatic,First,19.6,1461,108.45,5,12.46,Renault,Duster 110PS Diesel RxZ AMT,9,4738.444444444444
Bangalore,2014,30000,Petrol,Manual,Second,16.47,1198,74.0,5,5.25,Volkswagen,Polo 1.2 MPI Comfortline,12,2500.0
Bangalore,2009,98000,Diesel,Automatic,Second,13.5,2987,282.0,5,25.0,Mercedes-Benz,S Class 2005 2013 S 350 CDI,17,5764.705882352941
Hyderabad,2012,50000,Diesel,Automatic,First,12.9,2993,271.23,4,45.0,Jaguar,XJ 3.0L Premium Luxury,14,3571.4285714285716
Jaipur,2015,63310,Diesel,Manual,First,28.4,1248,74.0,5,5.1,Maruti,Swift VDI,11,5755.454545454545
Delhi,2014,66000,Diesel,Manual,First,25.8,1498,98.6,5,3.5,Honda,Amaze S i-Dtech,12,5500.0
Ahmedabad,2011,74000,Diesel,Automatic,Second,16.07,1995,181.0,5,12.5,BMW,3 Series 320d Highline,15,4933.333333333333
Hyderabad,2012,93000,Diesel,Manual,First,23.5,1396,88.7,5,5.55,Hyundai,Verna 1.4 EX,14,6642.857142857143
Delhi,2015,70000,Diesel,Automatic,First,11.5,2982,169.0,7,19.48,Toyota,Fortuner 4x2 4 Speed AT,11,6363.636363636364
Ahmedabad,2012,48772,Petrol,Manual,First,18.6,1197,85.8,5,3.91,Maruti,Swift VXI,14,3483.714285714286
Chennai,2010,66000,Petrol,Manual,First,18.6,1199,79.4,5,2.19,Chevrolet,Beat LS,16,4125.0
Coimbatore,2017,27417,Petrol,Automatic,First,18.9,1197,82.0,5,6.89,Hyundai,Grand i10 Asta Option AT,9,3046.3333333333335
Coimbatore,2011,51593,Petrol,Manual,Second,15.6,1196,70.0,5,3.47,Ford,Figo Petrol ZXI,15,3439.5333333333333
Mumbai,2008,86340,Petrol,Automatic,Second,9.1,2349,113.27689373297004,5,3.25,Nissan,Teana 230jM,18,4796.666666666667
Pune,2010,75000,Petrol,Manual,First,16.1,1298,88.2,5,2.85,Maruti,Swift VXI BSIII,16,4687.5
Coimbatore,2016,39237,Diesel,Automatic,First,17.11,1968,174.33,5,25.64,Audi,A4 35 TDI Premium,10,3923.7
Kochi,2018,11966,Petrol,Manual,First,16.8,1497,116.3,5,10.28,Honda,City V MT,8,1495.75
Hyderabad,2015,37000,Petrol,Manual,First,18.2,1199,88.7,5,6.3,Honda,Jazz V,11,3363.6363636363635
Chennai,2014,70920,Diesel,Manual,First,20.14,1498,88.8,5,4.75,Volkswagen,Polo 1.5 TDI Highline,12,5910.0
Hyderabad,2013,65280,Diesel,Manual,First,19.87,1461,83.14,5,5.8,Nissan,Terrano XL D Option,13,5021.538461538462
Hyderabad,2016,62000,Diesel,Automatic,First,12.51,2179,187.7,7,44.5,Land,Rover Discovery Sport SD4 HSE Luxury 7S,10,6200.0
Kochi,2014,44525,Petrol,Manual,First,18.5,1197,82.9,5,4.65,Hyundai,i20 Magna Optional 1.2,12,3710.4166666666665
Jaipur,2009,86863,Petrol,Manual,First,17.0,1497,118.0,5,3.6,Honda,City 1.5 E MT,17,5109.588235294118
Hyderabad,2015,102626,Diesel,Manual,First,16.0,2179,140.0,7,12.25,Mahindra,XUV500 W10 AWD,11,9329.636363636364
