Location,Fuel_Type,Transmission,Owner_Type,Consumation,Price,Brand,Model,car_age,Power_bins
Ahmedabad,Diesel,Manual,Second,12.05,7.45,Mahindra,Scorpio VLX,15,1
Delhi,Petrol,Manual,First,18.9,2.6,Maruti,Wagon R LXI,14,0
Ahmedabad,Petrol,Manual,Second,17.0,3.25,Hyundai,i20 1.2 Sportz,15,0
Hyderabad,Diesel,Manual,First,21.1,3.85,Maruti,Ritz VDi,16,0
Delhi,Diesel,Automatic,Second,13.73,7.5,Renault,Koleos 2.0 Diesel,13,2
Kochi,Diesel,Automatic,First,22.69,11.5,BMW,3 Series 320d,14,3
Pune,Petrol,Manual,First,19.4,3.25,Honda,Brio V MT,13,1
Chennai,Petrol,Manual,Second,11.7,1.5,Hyundai,Sonata GOLD,23,2
Jaipur,Diesel,Manual,First,19.3,5.31,Maruti,Swift Dzire VDi,12,0
Hyderabad,Diesel,Manual,First,16.0,9.0,Mahindra,XUV500 W8 4WD,13,2
Kolkata,Petrol,Manual,First,19.81,3.59,Hyundai,i10 Sportz 1.1L,10,0
Kochi,Petrol,Manual,First,20.73,7.35,Maruti,Ciaz ZXi Plus,10,1
Pune,Diesel,Manual,First,12.8,12.0,Toyota,Innova 2.5 V Diesel 8-seater,13,1
Coimbatore,Petrol,Manual,First,18.9,6.02,Hyundai,Grand i10 Sportz,9,1
Coimbatore,Diesel,Manual,First,16.52,2.57,Chevrolet,Optra Magnum 2.0 LS BSIII,18,1
Pune,Diesel,Manual,First,12.83,12.45,Mahindra,Ssangyong Rexton RX5,13,2
Coimbatore,Diesel,Manual,First,15.1,12.63,Mahindra,XUV500 W8 2WD,11,2
Bangalore,Petrol,Manual,Second,17.4,7.75,Honda,City i VTEC SV,12,1
Delhi,Diesel,Manual,First,22.7,5.5,Ford,Ecosport 1.5 DV5 MT Titanium,12,1
Kolkata,Petrol,Manual,First,18.6,4.43,Hyundai,i20 Sportz 1.2,11,1
Kochi,Diesel,Automatic,First,17.9,24.51,Mercedes-Benz,CLA 200 CDI Sport,10,2
Ahmedabad,Petrol,Manual,First,22.0,2.65,Hyundai,EON Magna,12,0
Delhi,Petrol,Manual,First,17.6,3.2,Toyota,Etios G Safety,15,1
Chennai,Diesel,Manual,First,23.4,4.25,Maruti,Swift Dzire Tour LDI,10,0
Kolkata,Petrol,Manual,First,19.7,1.1,Maruti,Alto LXi,18,0
Chennai,Petrol,Manual,First,23.1,4.3,Maruti,Celerio ZXI,11,0
Hyderabad,Diesel,Manual,First,22.7,8.9,Ford,Ecosport 1.5 DV5 MT Titanium Optional,11,1
Jaipur,Diesel,Manual,First,19.01,6.5,Nissan,Terrano XV 110 PS Limited Edition,11,1
Delhi,Petrol,Automatic,Third,11.1,3.5,Honda,Accord VTi-L AT,17,2
Hyderabad,Diesel,Manual,First,17.8,4.25,Maruti,Swift Ldi BSIII,18,0
Kochi,Diesel,Automatic,First,16.0,16.46,Mahindra,XUV500 AT W10 FWD,8,2
Mumbai,Petrol,Manual,First,18.7,5.95,Honda,Jazz 1.2 VX i VTEC,10,1
Mumbai,Petrol,Manual,First,17.8,7.1,Honda,City i VTEC V,11,1
Kolkata,Petrol,Manual,Second,15.7,1.25,Fiat,Grande Punto 1.2 Dynamic,15,0
Pune,Petrol,Manual,First,16.02,5.5,Maruti,Ertiga ZXI,13,1
Chennai,Petrol,Manual,First,18.44,3.25,Nissan,Micra XL,13,0
Hyderabad,Petrol,Manual,First,17.0,5.0,Honda,City 1.5 V MT,16,1
Coimbatore,Petrol,Manual,First,16.78,6.58,Toyota,Etios VX,10,1
Mumbai,Diesel,Automatic,First,18.88,19.5,BMW,3 Series 320d Luxury Line,13,3
Kochi,Petrol,Manual,First,18.7,6.14,Honda,Jazz 1.2 SV i VTEC,9,1
Jaipur,Diesel,Manual,First,28.4,4.95,Maruti,Dzire VDI,13,0
Hyderabad,Diesel,Manual,First,20.5,5.75,Skoda,Rapid 1.6 TDI Elegance,13,1
Kolkata,Diesel,Manual,First,15.1,6.6,Mahindra,XUV500 W6 2WD,13,2
Coimbatore,Petrol,Automatic,First,18.9,5.72,Hyundai,Grand i10 AT Asta,11,1
Delhi,Petrol,Manual,Second,17.0,2.6,Honda,City 1.5 V MT,17,1
Hyderabad,Diesel,Manual,Second,12.8,6.5,Toyota,Innova 2.5 GX 7 STR,16,1
Pune,Diesel,Manual,Second,15.1,6.1,Mahindra,XUV500 W8 2WD,15,2
Hyderabad,Diesel,Manual,First,19.3,3.85,Maruti,Swift Dzire VDi,16,0
Pune,Petrol,Manual,Second,15.04,4.5,Volkswagen,Vento Petrol Highline,13,1
Coimbatore,Diesel,Manual,First,23.59,5.3,Toyota,Etios GD,13,1
Bangalore,Diesel,Automatic,Second,16.55,18.25,Audi,A4 2.0 TDI,13,2
Ahmedabad,Petrol,Manual,First,16.02,5.75,Maruti,Ertiga LXI,14,1
Jaipur,Petrol,Manual,Second,16.1,0.9,Maruti,800 AC,16,0
Hyderabad,Petrol,Manual,First,17.0,5.5,Honda,City 1.5 V MT,15,1
Kolkata,Petrol,Manual,First,19.1,3.99,Maruti,Swift Dzire VXI,12,1
Delhi,Petrol,Automatic,First,19.16,18.75,Toyota,Camry Hybrid,12,2
Kolkata,Diesel,Manual,First,24.0,3.5,Hyundai,Grand i10 CRDi Sportz,12,0
Chennai,Diesel,Automatic,First,11.36,16.45,Toyota,Innova Crysta 2.8 GX AT 8S,10,2
Coimbatore,Petrol,Manual,First,20.36,3.65,Hyundai,i10 Magna,15,0
Bangalore,Petrol,Automatic,First,18.9,5.4,Hyundai,Grand i10 AT Asta,12,1
Mumbai,Diesel,Manual,First,27.39,8.7,Maruti,Baleno Alpha Diesel,8,0
Mumbai,Petrol,Automatic,First,14.67,20.75,Skoda,Superb Style 1.8 TSI AT,10,3
Hyderabad,Diesel,Automatic,First,14.84,12.5,Mercedes-Benz,New C-Class 220 CDI AT,16,2
Kolkata,Diesel,Manual,First,21.1,1.89,Maruti,Ritz VDi,15,0
Kolkata,Diesel,Manual,First,23.4,4.0,Maruti,Swift Dzire Tour LDI,11,0
Mumbai,Petrol,Manual,First,14.8,3.95,Honda,Civic 2010-2013 1.8 V MT,14,2
Hyderabad,Diesel,Manual,First,24.52,7.85,Maruti,Ertiga SHVS VDI,11,1
Kolkata,Diesel,Manual,First,22.7,7.0,Hyundai,Elantra CRDi SX,12,1
Hyderabad,Diesel,Automatic,First,12.55,24.99,Toyota,Fortuner 4x2 AT,10,2
Delhi,Petrol,Automatic,First,17.21,4.5,Volkswagen,Polo GT TSI,13,1
Pune,Diesel,Manual,Third,18.7,1.25,Skoda,Octavia Classic 1.9 TDI MT,21,0
Delhi,Diesel,Manual,First,20.14,3.95,Volkswagen,Polo 1.5 TDI Trendline,12,1
Pune,Petrol,Manual,Second,17.92,1.6,Hyundai,Santro Xing GL Plus,14,0
Hyderabad,Petrol,Manual,First,13.2,0.6,Hyundai,Accent GLE,22,1
Coimbatore,Petrol,Manual,Second,21.1,3.39,Hyundai,EON D Lite Plus,12,0
Hyderabad,Diesel,Manual,First,12.8,9.8,Toyota,Innova 2.5 V Diesel 7-seater,15,1
Mumbai,Diesel,Manual,First,26.8,5.91,Maruti,Ignis 1.3 Zeta,9,0
Mumbai,Petrol,Manual,First,21.56,8.25,Maruti,Ciaz Alpha,9,1
Mumbai,Petrol,Manual,First,17.5,3.75,Maruti,Swift Dzire VXi,14,1
Hyderabad,Petrol,Automatic,First,18.0,12.5,Honda,City i VTEC CVT VX,9,1
Bangalore,Diesel,Manual,First,17.8,5.95,Maruti,Swift VDI BSIV W ABS,11,1
Delhi,Petrol,Manual,First,19.4,3.8,Honda,Brio S MT,11,1
Delhi,Diesel,Manual,First,23.59,4.35,Toyota,Etios Liva GD,12,0
Hyderabad,Diesel,Automatic,First,13.5,32.5,Volvo,XC60 D5,11,3
Kolkata,Petrol,Manual,First,15.64,3.0,Tata,Indigo CS eGVX,11,0
Pune,Diesel,Automatic,Second,11.36,19.0,Toyota,Innova Crysta 2.8 ZX AT,10,2
Pune,Diesel,Manual,First,20.54,5.0,Volkswagen,Vento Diesel Highline,13,1
Pune,Diesel,Manual,First,22.7,5.45,Ford,Ecosport 1.5 DV5 MT Titanium,12,1
Mumbai,Petrol,Manual,First,18.9,2.7,Maruti,Wagon R VXI,16,0
Mumbai,Petrol,Manual,First,13.0,10.75,Mercedes-Benz,S-Class 320 L,20,3
Hyderabad,Diesel,Manual,First,20.14,5.8,Volkswagen,Polo 1.5 TDI Highline,11,1
Pune,Petrol,Manual,Second,15.3,0.95,Tata,Indica GLS BS IV,19,0
Jaipur,Petrol,Manual,Second,16.1,0.63,Maruti,800 Std BSIII,24,0
Kochi,Diesel,Manual,First,17.1,17.55,Jeep,Compass 2.0 Longitude,8,2
Pune,Petrol,Manual,First,24.07,3.0,Maruti,Alto K10 LXI Optional,10,0
Bangalore,Diesel,Automatic,First,19.3,15.0,Skoda,Octavia Elegance 2.0 TDI AT,13,2
Hyderabad,Diesel,Manual,First,26.59,6.0,Maruti,Swift Dzire VDI Optional,10,0
Mumbai,Diesel,Manual,First,28.09,7.65,Maruti,Ciaz VDi Plus SHVS,10,1
Jaipur,Diesel,Manual,Second,15.8,8.5,Mercedes-Benz,New C-Class C 220 CDI CLASSIC,17,2
Kolkata,Diesel,Manual,First,20.0,2.25,Ford,Figo Diesel ZXI,13,0
Delhi,Petrol,Automatic,Second,14.53,4.65,Toyota,Corolla Altis VL,16,2
Mumbai,Diesel,Manual,First,22.7,7.85,Maruti,SX4 S Cross DDiS 320 Zeta,10,1
Coimbatore,Petrol,Manual,First,15.6,3.46,Ford,Figo Petrol ZXI,15,0
Mumbai,Petrol,Automatic,First,19.0,8.25,Honda,Jazz Exclusive CVT,8,1
Pune,Petrol,Manual,First,17.3,1.25,Maruti,Zen LXi - BS III,20,0
Bangalore,Diesel,Manual,Third,11.5,16.0,Toyota,Fortuner 3.0 Diesel,14,2
Jaipur,Diesel,Manual,First,26.21,7.4,Maruti,Ciaz ZDi Plus,11,1
Kochi,Petrol,Manual,First,25.17,3.07,Renault,KWID RXT,10,0
Coimbatore,Petrol,Automatic,First,19.2,3.84,Hyundai,i10 Magna AT,15,0
Pune,Petrol,Automatic,First,23.1,4.2,Maruti,Celerio ZXI AT Optional,10,0
Kochi,Diesel,Manual,First,21.38,10.82,Hyundai,Creta 1.4 E Plus Diesel,8,1
Hyderabad,Diesel,Manual,First,27.3,6.1,Honda,Jazz 1.5 SV i DTEC,10,1
Kolkata,Petrol,Manual,First,17.0,3.1,Honda,City 1.5 S MT,15,1
Chennai,Petrol,Manual,Third,13.7,1.0,Mitsubishi,Lancer 1.5 SFXi,25,1
Coimbatore,Petrol,Manual,First,16.95,4.69,Nissan,Sunny XE P,14,1
Mumbai,Petrol,Automatic,First,11.7,5.4,Honda,Accord 2.4 AT,15,3
Mumbai,Diesel,Manual,First,15.1,12.0,Mahindra,XUV500 W8 2WD,10,2
Mumbai,Petrol,Manual,First,18.6,6.5,Hyundai,i20 1.2 Magna Executive,8,1
Chennai,Diesel,Manual,First,23.08,3.0,Nissan,Micra Diesel XL,12,0
Kochi,Petrol,Automatic,First,19.12,6.9,Maruti,Ciaz AT ZXi,11,1
Chennai,Diesel,Manual,First,20.54,4.0,Volkswagen,Vento Diesel Trendline,15,1
Chennai,Petrol,Manual,First,17.0,4.25,Hyundai,i20 Asta,15,0
Hyderabad,Petrol,Manual,First,14.53,5.1,Toyota,Corolla Altis G,18,2
Kolkata,Diesel,Manual,First,25.1,4.9,Honda,City i DTEC VX,12,1
Pune,Petrol,Manual,Second,20.4,3.6,Maruti,Swift VXI BSIV,12,1
Pune,Diesel,Automatic,First,14.21,34.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,10,3
Mumbai,Diesel,Manual,First,12.99,8.25,Toyota,Innova 2.5 G (Diesel) 7 Seater,11,1
Pune,Petrol,Manual,First,16.1,1.3,Maruti,Swift Lxi BSIII,15,1
Coimbatore,Diesel,Automatic,First,19.27,39.05,Mercedes-Benz,New C-Class C 220d Avantgarde Edition C,8,2
Kolkata,Petrol,Manual,First,18.9,3.75,Hyundai,Grand i10 Asta,11,1
Mumbai,Petrol,Manual,First,18.9,2.1,Maruti,Wagon R LXI BS IV,16,0
Hyderabad,Diesel,Manual,First,22.77,8.8,Ford,EcoSport 1.5 TDCi Titanium,10,1
Coimbatore,Petrol,Manual,First,16.47,5.84,Volkswagen,Polo 1.2 MPI Comfortline,11,0
Kochi,Petrol,Automatic,First,17.01,9.03,Hyundai,Verna 1.6 VTVT AT SX,8,1
Ahmedabad,Petrol,Automatic,Second,24.04,3.25,Renault,KWID AMT RXL,9,0
Coimbatore,Petrol,Automatic,First,16.5,4.9,Honda,Brio S Option AT,13,1
Kochi,Petrol,Manual,First,18.16,6.46,Ford,Figo Aspire 1.2 Ti-VCT Titanium,8,1
Bangalore,Diesel,Manual,Second,11.5,18.5,Toyota,Fortuner 3.0 Diesel,12,2
Ahmedabad,Diesel,Manual,First,25.0,2.7,Tata,Indigo eCS eLX BS IV,13,0
Chennai,Diesel,Manual,First,25.83,4.6,Ford,Figo 2015-2019 1.5D Ambiente MT,10,1
Jaipur,Diesel,Manual,First,23.4,5.35,Maruti,Swift Dzire VDI,12,0
Pune,Diesel,Manual,First,23.08,2.3,Nissan,Micra Diesel XV Primo,15,0
Delhi,Diesel,Automatic,First,19.3,15.45,Skoda,Octavia Style Plus 2.0 TDI AT,10,2
Hyderabad,Diesel,Automatic,First,16.96,12.49,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,12,2
Coimbatore,Diesel,Automatic,First,12.07,48.76,Audi,Q7 35 TDI Quattro Technology,10,4
Pune,Petrol,Manual,First,17.0,3.2,Hyundai,i20 1.2 Sportz,15,0
Delhi,Diesel,Automatic,First,16.07,8.75,BMW,3 Series 320d Corporate Edition,14,3
Kolkata,Diesel,Manual,First,21.19,5.99,Hyundai,i20 Active 1.4 SX Dual Tone,11,1
Chennai,Diesel,Manual,Second,12.7,2.9,Mahindra,Scorpio 2.6 DX,21,1
Hyderabad,Petrol,Automatic,First,10.5,18.0,Audi,A4 3.2 FSI Tiptronic Quattro,14,1
Kolkata,Diesel,Manual,First,20.0,1.8,Ford,Figo Diesel EXI,15,0
Mumbai,Petrol,Manual,First,9.8,6.25,Honda,Accord 2.4 Inspire M/T,14,3
Bangalore,Diesel,Manual,First,21.9,5.45,Hyundai,i20 Sportz 1.4 CRDi,13,1
Mumbai,Diesel,Automatic,First,16.36,52.5,Jaguar,XF 2.2 Litre Luxury,8,3
Mumbai,Petrol,Automatic,First,17.1,5.6,Hyundai,Verna 1.6 SX VTVT (O) AT,13,1
Kolkata,Petrol,Manual,First,17.4,6.45,Honda,City i VTEC VX Option,12,1
Mumbai,Petrol,Manual,First,18.5,3.7,Hyundai,i20 Asta Optional with Sunroof 1.2,14,1
Chennai,Petrol,Manual,First,19.4,3.49,Honda,Brio S MT,13,1
Kolkata,Diesel,Manual,First,21.9,3.55,Hyundai,i20 Sportz 1.4 CRDi,13,1
Mumbai,Petrol,Manual,First,10.4,9.0,Maruti,Grand Vitara 2.4 MT,9,2
Hyderabad,Petrol,Manual,First,19.0,2.7,Maruti,A-Star Vxi,15,0
Chennai,Petrol,Manual,First,19.7,1.5,Maruti,Alto LXi,20,0
Jaipur,Diesel,Manual,First,16.0,15.9,Mahindra,XUV500 W10 2WD,9,2
Hyderabad,Diesel,Manual,First,22.9,5.2,Maruti,Swift RS VDI,13,0
Mumbai,Diesel,Automatic,First,17.05,16.25,BMW,X1 sDrive20d,12,3
Mumbai,Diesel,Automatic,Second,14.3,3.31,Volkswagen,Passat 2.0 PD DSG,19,2
Bangalore,Diesel,Automatic,First,16.09,24.0,BMW,X3 xDrive20d,14,3
Kolkata,Petrol,Manual,First,18.5,2.5,Maruti,Ritz VXi,15,1
Jaipur,Diesel,Manual,Second,21.9,3.9,Hyundai,i20 Sportz 1.4 CRDi,13,1
Kolkata,Diesel,Manual,First,25.2,3.85,Maruti,Swift VDI BSIV,13,0
Delhi,Petrol,Manual,First,11.7,8.8,Mercedes-Benz,New C-Class 200 Kompressor,15,3
Chennai,Petrol,Manual,Second,14.28,4.95,Toyota,Corolla Altis 1.8 GL,17,2
Kolkata,Diesel,Manual,First,22.32,5.75,Hyundai,Verna 1.6 SX CRDi (O),12,1
Kochi,Diesel,Manual,First,19.01,6.17,Renault,Duster 110PS Diesel RxZ,12,1
Chennai,Diesel,Manual,First,17.8,3.45,Maruti,Swift Ldi BSIII,16,0
Jaipur,Petrol,Manual,First,24.07,3.2,Maruti,Alto K10 VXI,10,0
Coimbatore,Petrol,Automatic,First,13.0,13.49,Hyundai,Creta 1.6 SX Plus Petrol Automatic,9,1
Delhi,Petrol,Automatic,First,15.04,24.5,Mercedes-Benz,CLA 200 CGI Sport,10,3
Kolkata,Petrol,Automatic,First,10.1,14.7,Honda,CR-V 2.4 4WD AT,11,2
Hyderabad,Diesel,Manual,First,22.7,6.0,Ford,Ecosport 1.5 DV5 MT Trend,12,1
Coimbatore,Diesel,Automatic,First,13.0,34.18,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,10,3
Delhi,Diesel,Manual,First,24.0,3.5,Hyundai,Grand i10 CRDi Magna,12,0
Hyderabad,Petrol,Manual,First,16.6,2.15,Ford,Fiesta 1.4 Duratec ZXI,20,0
Kolkata,Diesel,Automatic,First,17.6,11.25,Hyundai,Creta 1.6 SX Automatic Diesel,8,1
Delhi,Petrol,Manual,First,19.0,2.0,Maruti,A-Star Lxi,16,0
Kochi,Diesel,Manual,First,23.2,4.27,Maruti,Ritz LDi,11,0
Kochi,Petrol,Manual,First,17.8,7.68,Honda,City i VTEC SV,9,1
Coimbatore,Diesel,Manual,First,12.99,14.52,Toyota,Innova 2.5 GX (Diesel) 7 Seater,9,1
Mumbai,Petrol,Automatic,Second,11.8,16.85,Mercedes-Benz,R-Class R350 4Matic Long,15,5
Mumbai,Diesel,Manual,First,21.14,5.75,Skoda,Rapid 1.5 TDI Elegance,11,1
Mumbai,Petrol,Manual,First,15.8,8.3,Ford,Ecosport 1.5 Ti VCT MT Titanium,9,1
Chennai,Petrol,Automatic,First,23.1,3.95,Maruti,Celerio VXI AT,12,0
Mumbai,Petrol,Manual,First,15.04,4.8,Volkswagen,Vento Petrol Highline,12,1
Ahmedabad,Diesel,Automatic,First,13.5,12.0,Volvo,XC60 D5,15,3
Ahmedabad,Diesel,Manual,First,23.59,6.25,Toyota,Etios Cross 1.4 GD,9,0
Jaipur,Diesel,Manual,First,19.4,2.5,Tata,Indica Vista TDI LX,14,0
Pune,Petrol,Automatic,First,18.0,7.5,Honda,City i VTEC CVT VX,12,1
Delhi,Petrol,Manual,First,17.0,3.5,Honda,City 1.5 V MT,16,1
Hyderabad,Diesel,Manual,First,18.7,1.99,Skoda,Octavia Rider Classic 1.9 TDI,21,0
Kolkata,Petrol,Manual,First,14.53,2.25,Toyota,Corolla 1.8 J,17,2
Delhi,Petrol,Manual,First,16.78,3.25,Toyota,Etios G,12,1
Bangalore,Diesel,Automatic,First,17.05,28.5,BMW,X1 sDrive20d,10,3
Kolkata,Petrol,Automatic,First,16.4,1.5,Honda,City ZX CVT,20,0
Delhi,Diesel,Manual,First,22.54,7.0,Hyundai,i20 Sportz 1.4 CRDi,9,1
Delhi,Diesel,Automatic,First,13.0,27.5,Mercedes-Benz,E-Class E350 CDI,12,4
Ahmedabad,Diesel,Manual,First,19.67,10.5,Hyundai,Creta 1.6 CRDi SX Option,11,1
Jaipur,Diesel,Automatic,Second,15.73,21.5,Audi,Q3 2012-2015 2.0 TDI Quattro Premium Plus,12,3
Delhi,Diesel,Automatic,First,12.63,35.0,Land,Rover Discovery Sport TD4 HSE,10,2
Hyderabad,Diesel,Automatic,First,21.66,7.99,Skoda,Rapid 1.5 TDI AT Elegance Plus,11,1
Coimbatore,Petrol,Automatic,First,23.1,4.88,Maruti,Celerio VXI AT,11,0
Mumbai,Petrol,Automatic,First,11.05,40.5,Audi,RS5 Coupe,13,8
Mumbai,Petrol,Manual,First,20.73,6.55,Maruti,Ciaz ZXi Plus,11,1
Coimbatore,Diesel,Automatic,First,14.16,29.64,Audi,Q5 2.0 TDI Premium Plus,11,3
Coimbatore,Diesel,Manual,Second,20.0,4.34,Ford,Figo Diesel Titanium,13,0
Kochi,Petrol,Manual,First,18.88,6.22,Ford,Ecosport 1.0 Ecoboost Titanium,12,1
Delhi,Petrol,Manual,Second,17.0,2.25,Honda,City 1.5 S MT,17,1
Hyderabad,Diesel,Automatic,First,16.36,38.0,Jaguar,XF 2.2 Litre Luxury,11,3
Mumbai,Petrol,Manual,Second,20.4,2.15,Maruti,Swift VXI BSIV,18,1
Coimbatore,Diesel,Automatic,First,22.48,22.45,BMW,5 Series 520d Luxury Line,12,3
Coimbatore,Diesel,Automatic,First,15.0,20.87,Mercedes-Benz,B Class B200 CDI,9,1
Mumbai,Petrol,Manual,First,19.4,3.1,Honda,Brio S MT,13,1
Mumbai,Petrol,Manual,First,18.6,5.95,Hyundai,i20 Sportz 1.2,10,1
Mumbai,Diesel,Manual,Second,16.8,0.86,Tata,Indica V2 DLG TC,20,0
Delhi,Diesel,Manual,First,11.5,9.25,Toyota,Fortuner 3.0 Diesel,16,2
Mumbai,Petrol,Manual,First,19.81,2.25,Hyundai,i10 Sportz 1.1L,15,0
Kochi,Petrol,Manual,First,17.0,6.13,Hyundai,i20 1.2 Sportz Option,10,0
Kochi,Petrol,Manual,Second,15.4,1.81,Maruti,Baleno LXI - BSIII,20,1
Pune,Petrol,Automatic,Second,15.5,3.79,Honda,Amaze S AT i-Vtech,12,1
Hyderabad,Diesel,Automatic,First,13.33,160.0,Land,Rover Range Rover 3.0 Diesel LWB Vogue,9,4
Mumbai,Diesel,Manual,First,23.59,3.6,Toyota,Etios Liva GD,15,1
Pune,Petrol,Automatic,Second,16.95,3.85,Hyundai,i10 Sportz 1.2 AT,13,0
Hyderabad,Diesel,Manual,First,22.07,4.5,Volkswagen,Polo Diesel Trendline 1.2L,13,0
Coimbatore,Petrol,Manual,First,21.1,8.61,Maruti,Baleno RS Petrol,8,1
Ahmedabad,Diesel,Manual,First,21.9,6.5,Hyundai,i20 Sportz 1.4 CRDi,10,1
Chennai,Petrol,Automatic,First,11.3,2.6,Toyota,Corolla H4,21,1
Pune,Diesel,Manual,First,12.99,15.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,11,1
Pune,Petrol,Automatic,First,23.1,4.7,Maruti,Celerio VXI AT Optional,9,0
Hyderabad,Diesel,Automatic,First,19.3,12.99,Skoda,Octavia Elegance 2.0 TDI AT,11,2
Kochi,Petrol,Manual,First,17.3,7.32,Honda,Mobilio S i VTEC,8,1
Delhi,Diesel,Manual,Second,23.9,6.5,Hyundai,Verna 1.6 CRDi SX,11,1
Coimbatore,Petrol,Manual,Second,17.0,5.67,Honda,City 1.5 S MT,14,1
Chennai,Diesel,Manual,Second,19.68,3.0,Ford,Classic 1.4 Duratorq Titanium,12,0
Delhi,Diesel,Manual,Second,26.21,5.5,Maruti,Ciaz ZDi,11,1
Pune,Petrol,Manual,First,18.9,3.35,Maruti,Wagon R VXI BS IV,11,0
Coimbatore,Diesel,Automatic,First,14.94,25.02,Audi,A4 3.0 TDI Quattro,11,4
Coimbatore,Petrol,Automatic,First,19.16,26.11,Toyota,Camry Hybrid 2.5,9,3
Coimbatore,Petrol,Manual,First,18.6,7.09,Hyundai,i20 Asta 1.2,10,1
Delhi,Petrol,Manual,First,18.9,6.5,Hyundai,Grand i10 1.2 Kappa Asta,8,1
Chennai,Diesel,Manual,First,22.07,4.5,Volkswagen,Polo Diesel Trendline 1.2L,14,0
Chennai,Diesel,Automatic,First,15.97,57.0,BMW,X5 xDrive 30d M Sport,10,4
Kochi,Petrol,Manual,First,16.47,3.82,Volkswagen,Polo Petrol Comfortline 1.2L,14,0
Jaipur,Diesel,Manual,First,20.45,5.25,Renault,Duster 85PS Diesel RxE,13,1
Coimbatore,Petrol,Automatic,First,14.67,16.81,Skoda,Superb Style 1.8 TSI AT,10,3
Delhi,Diesel,Automatic,First,14.16,21.5,Audi,Q5 2.0 TDI,13,3
Hyderabad,Diesel,Manual,First,27.39,8.5,Maruti,Baleno Delta 1.3,9,0
Delhi,Petrol,Manual,First,16.47,3.25,Volkswagen,Polo Petrol Comfortline 1.2L,13,0
Coimbatore,Diesel,Automatic,First,13.5,27.11,Mitsubishi,Pajero Sport 4X4 AT,7,3
Mumbai,Petrol,Manual,First,20.73,5.95,Maruti,Ciaz VXi Plus,11,1
Kochi,Diesel,Manual,First,19.87,6.79,Renault,Duster 85PS Diesel RxL Option,11,1
Mumbai,Petrol,Manual,First,21.1,2.55,Hyundai,EON D Lite Plus Option,10,0
Pune,Petrol,Manual,Second,10.8,3.7,Honda,CR-V 2.4 MT,18,2
Bangalore,Petrol,Manual,Second,17.01,6.75,Hyundai,Verna 1.6 SX VTVT,12,1
Kolkata,Petrol,Manual,First,14.28,6.95,Toyota,Corolla Altis JS MT,11,2
Kochi,Petrol,Manual,First,15.5,2.78,Maruti,SX4 ZXI MT BSIV,15,1
Coimbatore,Petrol,Manual,First,16.47,6.18,Volkswagen,Polo Petrol Comfortline 1.2L,10,0
Bangalore,Diesel,Automatic,First,14.16,36.0,Audi,Q5 30 TDI quattro Premium Plus,11,3
Coimbatore,Petrol,Manual,First,17.0,5.81,Honda,City 1.5 V MT,14,1
Pune,Petrol,Manual,First,22.5,3.41,Maruti,Wagon R VXI,12,0
Bangalore,Diesel,Automatic,First,13.5,26.5,Mitsubishi,Pajero Sport 4X4 AT,8,3
Hyderabad,Petrol,Automatic,First,14.7,16.0,Skoda,Octavia Elegance 1.8 TSI AT,11,3
Kochi,Diesel,Manual,First,19.67,12.13,Hyundai,Creta 1.6 CRDi SX Option,9,1
Hyderabad,Petrol,Manual,Second,19.7,1.8,Maruti,Alto LXi BSIII,17,0
Pune,Petrol,Manual,First,16.8,6.25,Honda,City V MT,13,1
Pune,Diesel,Manual,First,17.67,6.0,Skoda,Yeti Ambition 4WD,15,2
Delhi,Petrol,Automatic,First,14.8,11.56,Mercedes-Benz,B Class B180,13,1
Mumbai,Petrol,Automatic,Second,17.21,5.2,Volkswagen,Polo GT TSI,12,1
Coimbatore,Diesel,Manual,First,22.77,7.52,Ford,EcoSport 1.5 TDCi Titanium,12,1
Coimbatore,Petrol,Manual,First,15.29,12.49,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,9,1
Coimbatore,Diesel,Manual,First,14.24,35.82,Toyota,Fortuner 2.8 2WD MT,7,3
Chennai,Petrol,Manual,First,20.85,6.25,Maruti,Swift Dzire ZXI,9,1
Coimbatore,Petrol,Manual,First,17.0,6.22,Hyundai,i20 1.2 Asta with AVN,11,0
Bangalore,Petrol,Manual,First,15.4,8.02,Honda,BR-V i-VTEC S MT,10,1
Mumbai,Petrol,Manual,First,23.1,3.75,Maruti,Celerio ZXI,12,0
Mumbai,Petrol,Automatic,Second,10.93,11.75,Mercedes-Benz,E-Class 2009-2013 E350 Petrol,17,5
Kolkata,Petrol,Manual,First,20.36,2.25,Hyundai,i10 Magna 1.2 iTech SE,14,0
Mumbai,Petrol,Manual,First,17.71,3.55,Toyota,Etios Liva V,13,0
Coimbatore,Diesel,Automatic,First,15.0,38.15,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,9,3
Ahmedabad,Petrol,Manual,First,21.1,2.66,Hyundai,EON D Lite Plus,11,0
Bangalore,Petrol,Manual,First,17.0,4.95,Honda,City 1.5 S MT,15,1
Chennai,Petrol,Automatic,First,13.0,6.5,Mercedes-Benz,S-Class 280 AT,23,3
