Location,Year,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Model,Brand,Power_bins
Chennai,2011,Diesel,Manual,First,23.59,1364.0,113.25304969366915,4.67,Etios GD,Toyota,1
Kochi,2011,Petrol,Manual,First,16.47,1198.0,73.9,3.32,Polo Petrol Trendline 1.2L,Volkswagen,0
Delhi,2011,Petrol,Automatic,First,12.9,1799.0,130.0,3.75,Civic 2006-2010 1.8 V AT,Honda,2
Bangalore,2013,Petrol,Manual,First,16.78,1496.0,88.73,4.7,Etios G SP,Toyota,1
Chennai,2016,Petrol,Manual,First,17.01,1591.0,121.3,6.5,Verna 1.6 SX VTVT,Hyundai,1
Hyderabad,2009,Diesel,Manual,First,12.8,2494.0,102.0,7.25,Innova 2.5 G4 Diesel 8-seater,Toyota,1
Coimbatore,2016,Diesel,Manual,First,22.7,1598.0,118.0,8.94,SX4 S Cross DDiS 320 Zeta,Maruti,1
Kolkata,2018,Petrol,Manual,First,19.0,1194.0,94.68,7.34,Freestyle Titanium Plus Petrol,Ford,1
Delhi,2016,Petrol,Manual,First,21.4,1197.0,83.1,6.9,Baleno Alpha 1.2,Maruti,1
Mumbai,2016,Petrol,Manual,First,18.2,1199.0,88.7,5.9,Jazz V,Honda,1
Pune,2013,Diesel,Automatic,First,22.32,1582.0,126.3,6.75,Verna 1.6 CRDi EX AT,Hyundai,1
Ahmedabad,2014,Diesel,Manual,First,25.8,1498.0,98.6,4.1,Amaze VX i-DTEC,Honda,1
Mumbai,2017,Diesel,Automatic,First,18.51,1968.0,147.51,27.0,Q3 30 TDI Premium FWD,Audi,2
Mumbai,2014,Petrol,Manual,First,15.0,1598.0,103.52,4.5,Rapid 2013-2016 1.6 MPI Ambition,Skoda,1
Kolkata,2013,Diesel,Automatic,First,17.11,1968.0,174.33,14.5,A4 2.0 TDI 177 Bhp Premium Plus,Audi,3
Jaipur,2014,Diesel,Manual,First,23.4,1248.0,74.0,5.25,Swift Dzire VDI,Maruti,0
Kolkata,2012,Diesel,Manual,Second,22.3,1248.0,74.0,1.2,Indica Vista Quadrajet LS,Tata,0
Jaipur,2006,Diesel,Manual,Second,12.99,2494.0,100.6,4.95,Innova 2.5 G (Diesel) 8 Seater,Toyota,1
Hyderabad,2013,Diesel,Manual,First,19.64,1461.0,108.45,7.5,Duster 110PS Diesel RxZ Plus,Renault,1
Kolkata,2015,Petrol,Automatic,First,10.0,2996.0,333.0,48.0,E-Class E400 Cabriolet,Mercedes-Benz,6
Delhi,2015,Diesel,Manual,First,25.8,1498.0,98.6,4.45,Amaze S i-Dtech,Honda,1
Coimbatore,2018,Diesel,Automatic,First,11.57,2987.0,254.79,59.65,GLE 350d,Mercedes-Benz,4
Kochi,2015,Diesel,Manual,First,23.2,1248.0,73.94,4.38,Ritz VDi,Maruti,0
Kochi,2016,Diesel,Manual,First,28.09,1248.0,88.5,7.9,Ciaz ZDi Plus SHVS,Maruti,1
Mumbai,2008,Diesel,Automatic,Second,18.48,1621.276449941501,113.25304969366915,10.5,5 Series 520d Sedan,BMW,1
Coimbatore,2018,Petrol,Automatic,First,21.4,1197.0,83.1,7.29,Baleno Delta CVT,Maruti,1
Hyderabad,2012,Diesel,Manual,First,23.5,1498.0,88.7,6.0,Fiesta Diesel Titanium Plus,Ford,1
Chennai,2011,Diesel,Manual,Third,16.0,2179.0,140.0,6.7,XUV500 W8 2WD,Mahindra,2
Jaipur,2009,Petrol,Manual,First,19.7,796.0,46.3,1.5,Alto LXi,Maruti,0
Kochi,2016,Diesel,Automatic,First,20.7,1496.0,113.98,23.8,Cooper 3 DOOR D,Mini,1
Kochi,2014,Diesel,Manual,First,15.1,2179.0,140.0,7.77,XUV500 W8 4WD,Mahindra,2
Coimbatore,2012,Petrol,Manual,First,17.92,1086.0,62.1,3.32,Santro Xing GLS,Hyundai,0
Kochi,2015,Diesel,Manual,First,22.9,1248.0,74.0,4.94,Swift VDI,Maruti,0
Delhi,2013,Diesel,Automatic,Second,20.0,2143.0,107.3,11.0,A Class A180 CDI,Mercedes-Benz,1
Hyderabad,2016,Petrol,Manual,First,25.17,799.0,53.3,3.4,KWID RXT,Renault,0
Kochi,2013,Diesel,Manual,First,22.9,1248.0,74.0,4.17,Swift VDI,Maruti,0
Hyderabad,2005,Petrol,Manual,Second,17.3,993.0,60.0,1.25,Zen LXI,Maruti,0
Mumbai,2016,Petrol,Automatic,First,18.9,1197.0,82.0,5.45,Grand i10 Magna AT,Hyundai,1
Jaipur,2012,Diesel,Manual,First,21.12,1248.0,88.8,2.59,Manza Aura Quadrajet BS IV,Tata,1
Pune,2015,Diesel,Manual,First,16.0,2179.0,140.0,12.01,XUV500 W10 AWD,Mahindra,2
Delhi,2010,Petrol,Manual,Second,17.5,1197.0,85.8,2.45,Swift Dzire 1.2 Vxi BSIV,Maruti,1
Bangalore,2015,Diesel,Automatic,First,15.73,1968.0,174.33,29.0,Q3 35 TDI Quattro Premium Plus,Audi,3
Hyderabad,2008,Diesel,Manual,Second,17.8,1399.0,113.25304969366915,2.4,Fiesta 1.4 SXi TDCi,Ford,1
Hyderabad,2010,Diesel,Automatic,First,14.84,2143.0,170.0,11.99,New C-Class C 220 CDI Elegance AT,Mercedes-Benz,2
Delhi,2015,Petrol,Automatic,First,18.0,1497.0,117.3,7.9,City i VTEC CVT VX,Honda,1
Pune,2010,Diesel,Manual,Third,12.8,2494.0,102.0,6.25,Innova 2.5 GX 7 STR,Toyota,1
Pune,2011,Petrol,Manual,Second,18.6,1199.0,79.4,1.8,Beat LT,Chevrolet,0
Mumbai,2015,Petrol,Manual,First,18.7,1199.0,88.7,4.9,Jazz 1.2 S i VTEC,Honda,1
Jaipur,2010,Petrol,Manual,First,18.06,1198.0,75.0,2.25,Micra XL Primo,Nissan,0
Coimbatore,2017,Petrol,Automatic,First,19.12,1373.0,91.1,8.89,Ciaz AT ZXi,Maruti,1
Mumbai,2012,Diesel,Automatic,First,12.55,2982.0,168.5,15.0,Fortuner 4x2 AT,Toyota,2
Kolkata,2018,Diesel,Manual,First,26.1,1498.0,99.0,5.65,Aspire Ambiente Diesel,Ford,1
Jaipur,2014,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Ertiga ZDI,Maruti,1
Hyderabad,2016,Petrol,Manual,First,22.74,796.0,47.3,2.95,Alto 800 LXI,Maruti,0
Chennai,2013,Petrol,Manual,First,19.4,1198.0,86.8,3.3,Brio V MT,Honda,1
Hyderabad,2010,Diesel,Manual,Second,16.2,1493.0,110.0,3.5,Verna Transform CRDi VGT SX ABS,Hyundai,1
Jaipur,2007,Petrol,Manual,First,12.8,1493.0,100.0,2.3,City 1.5 GXI,Honda,1
Coimbatore,2017,Diesel,Manual,First,19.67,1582.0,126.2,13.69,Creta 1.6 CRDi SX,Hyundai,1
Delhi,2013,Diesel,Manual,First,23.59,1364.0,67.06,3.1,Etios Liva GD,Toyota,0
Mumbai,2014,Petrol,Manual,First,13.44,2359.0,198.25,12.75,Sonata Transform 2.4 GDi MT,Hyundai,3
Pune,2017,Diesel,Manual,First,19.67,1582.0,126.2,13.75,Creta 1.6 CRDi SX Option,Hyundai,1
Chennai,2017,Petrol,Manual,First,18.7,1199.0,88.7,6.75,Jazz 1.2 SV i VTEC,Honda,1
Chennai,2014,Diesel,Manual,First,20.54,1598.0,103.6,5.25,Vento Diesel Comfortline,Volkswagen,1
Mumbai,2015,Diesel,Manual,First,16.0,2179.0,140.0,8.75,XUV500 W6 2WD,Mahindra,2
Kochi,2017,Diesel,Manual,First,18.49,1493.0,100.0,8.87,TUV 300 2015-2019 T8,Mahindra,1
Bangalore,2010,Petrol,Automatic,Second,11.1,2354.0,142.0,6.5,Accord 2001-2003 2.3 VTi L AT,Honda,2
Pune,2012,Diesel,Manual,First,20.77,1248.0,88.76,4.5,Ertiga VDI,Maruti,1
Hyderabad,2012,Diesel,Manual,First,12.83,2696.0,162.0,12.5,Ssangyong Rexton RX5,Mahindra,2
Delhi,2014,Diesel,Automatic,First,12.55,2982.0,168.5,16.8,Fortuner 4x2 AT,Toyota,2
Hyderabad,2016,Diesel,Manual,First,20.77,1248.0,88.8,8.75,Ertiga ZDI,Maruti,1
Pune,2013,Diesel,Automatic,First,19.5,1582.0,126.24,8.5,Elantra CRDi SX AT,Hyundai,1
Kolkata,2011,Petrol,Manual,First,20.36,1197.0,78.9,2.21,i10 Magna 1.2,Hyundai,0
Jaipur,2012,Petrol,Manual,First,16.8,796.0,34.2,1.6,Omni MPI STD BSIV,Maruti,0
Delhi,2016,Petrol,Automatic,First,15.5,1198.0,86.7,6.25,Amaze VX AT i-Vtech,Honda,1
Mumbai,2007,Petrol,Automatic,Second,12.9,1799.0,130.0,2.25,Civic 2006-2010 1.8 V AT,Honda,2
Kochi,2019,Diesel,Automatic,First,17.9,2143.0,136.0,25.75,CLA 200 CDI Sport,Mercedes-Benz,2
Ahmedabad,2010,Petrol,Manual,Second,13.14,1798.0,157.8,6.75,Superb 1.8 TFSI MT,Skoda,2
Ahmedabad,2015,Diesel,Manual,First,28.09,1248.0,88.5,6.25,Ciaz ZDi Plus SHVS,Maruti,1
Delhi,2013,Diesel,Manual,First,22.7,1498.0,89.84,5.1,Ecosport 1.5 DV5 MT Titanium Optional,Ford,1
Mumbai,2009,Diesel,Automatic,Second,8.7,2987.0,224.34,10.75,M-Class ML 320 CDI,Mercedes-Benz,4
Hyderabad,2016,Diesel,Manual,First,24.0,1120.0,70.0,5.7,Grand i10 CRDi Sportz,Hyundai,0
Bangalore,2013,Diesel,Manual,First,20.5,1598.0,105.0,5.95,Vento Diesel Breeze,Volkswagen,1
Kochi,2012,Diesel,Manual,First,25.44,936.0,56.3,2.4,Beat Diesel LT,Chevrolet,0
Mumbai,2013,Diesel,Manual,First,17.21,1493.0,100.0,3.49,Quanto C6,Mahindra,1
Hyderabad,2011,Petrol,Automatic,First,19.2,1197.0,80.0,4.0,i10 Asta 1.2 AT with Sunroof,Hyundai,0
Delhi,2013,Diesel,Manual,First,23.59,1364.0,67.04,3.85,Etios Liva 1.4 GD,Toyota,0
Mumbai,2010,Petrol,Automatic,First,14.53,1794.0,138.1,3.95,Corolla Altis 2008-2013 1.8 VL AT,Toyota,2
Jaipur,2013,Petrol,Manual,Second,20.36,1197.0,78.9,3.0,i10 Magna 1.2,Hyundai,0
Kochi,2018,Petrol,Manual,First,18.16,1196.0,86.8,6.7,Figo Aspire 1.2 Ti-VCT Titanium,Ford,1
Coimbatore,2016,Petrol,Manual,First,18.5,1197.0,85.8,6.14,Ritz ZXi,Maruti,1
Bangalore,2012,Petrol,Automatic,Second,15.0,1396.0,98.6,4.4,i20 Sportz AT 1.4,Hyundai,1
Pune,2017,Diesel,Manual,First,26.59,1248.0,74.0,4.25,Swift Dzire LDI,Maruti,0
Kochi,2010,Petrol,Automatic,First,8.77,4395.0,402.0,25.93,7 Series 2007-2012 750Li,BMW,7
Kolkata,2016,Diesel,Manual,First,22.7,1598.0,118.0,7.0,S Cross DDiS 320 Alpha,Maruti,1
Coimbatore,2017,Diesel,Automatic,First,12.55,2982.0,168.5,25.12,Fortuner 4x4 AT,Toyota,2
Kochi,2017,Petrol,Manual,First,20.3,998.0,68.05,4.45,EON 1.0 Magna Plus Option O,Hyundai,0
Kolkata,2011,Diesel,Manual,First,21.9,1396.0,90.0,2.4,i20 1.4 CRDi Magna,Hyundai,1
Pune,2012,Diesel,Manual,Second,20.54,1598.0,103.6,4.33,Vento Diesel Highline,Volkswagen,1
Coimbatore,2017,Petrol,Automatic,First,18.5,1197.0,83.14,6.93,Swift Dzire VXi AT,Maruti,1
Ahmedabad,2014,Diesel,Manual,First,21.9,1396.0,90.0,4.25,i20 Magna 1.4 CRDi,Hyundai,1
Pune,2010,Diesel,Automatic,First,14.21,2143.0,203.0,12.5,E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz,3
Chennai,2015,Petrol,Manual,First,18.9,1197.0,82.0,4.9,Grand i10 Sportz,Hyundai,1
Mumbai,2014,Diesel,Manual,First,23.0,1396.0,90.0,4.5,i20 1.4 CRDi Sportz,Hyundai,1
Jaipur,2016,Petrol,Manual,First,25.17,799.0,53.3,3.0,KWID RXT,Renault,0
Chennai,2015,Petrol,Automatic,First,16.9,1197.0,82.0,5.8,Xcent 1.2 Kappa AT SX Option,Hyundai,1
Pune,2011,Petrol,Manual,First,15.04,1598.0,103.6,3.33,Vento Petrol Highline,Volkswagen,1
Kochi,2015,Diesel,Automatic,First,14.39,1998.0,163.7,6.62,Cruze LTZ AT,Chevrolet,2
Mumbai,2015,Diesel,Manual,Second,19.01,1461.0,108.5,5.75,Terrano XL 110 PS,Nissan,1
Hyderabad,2012,Diesel,Manual,First,22.32,1582.0,126.32,6.2,Verna 1.6 SX,Hyundai,1
Chennai,2015,Petrol,Automatic,First,23.1,998.0,67.04,3.5,Celerio VXI AMT,Maruti,0
Pune,2010,Petrol,Manual,First,18.9,998.0,67.1,2.0,Wagon R LXI,Maruti,0
Chennai,2012,Diesel,Manual,First,21.9,1396.0,88.8,4.0,i20 Magna Optional 1.4 CRDi,Hyundai,1
Mumbai,2011,Petrol,Automatic,First,12.3,1781.0,163.2,9.5,A4 1.8 TFSI,Audi,2
Mumbai,2013,Diesel,Automatic,First,17.05,1995.0,184.0,17.5,X1 sDrive20d,BMW,3
Mumbai,2015,Petrol,Automatic,First,14.3,1598.0,103.52,6.11,Rapid 1.6 MPI AT Elegance Plus,Skoda,1
Ahmedabad,2014,Petrol,Manual,First,20.36,1197.0,78.9,3.75,i10 Magna,Hyundai,0
Hyderabad,2007,Diesel,Manual,Second,10.5,2835.0,107.2,6.2,Pajero 2.8 GLX CRZ,Mitsubishi,1
Mumbai,2014,Diesel,Manual,First,26.0,1498.0,98.6,6.15,City i DTEC SV,Honda,1
Pune,2012,Petrol,Manual,First,20.92,998.0,67.1,2.4,Alto K10 2010-2014 VXI,Maruti,0
Pune,2009,Diesel,Manual,Fourth & Above,17.8,1248.0,75.0,2.15,Swift Ldi BSIII,Maruti,0
Kolkata,2016,Petrol,Manual,First,18.9,1197.0,82.0,3.75,Grand i10 Magna,Hyundai,1
Mumbai,2011,Petrol,Manual,Second,15.6,1196.0,70.0,2.15,Figo Petrol ZXI,Ford,0
Bangalore,2015,Petrol,Manual,First,18.9,1197.0,81.86,4.75,Grand i10 SportZ Edition,Hyundai,1
Mumbai,2010,Petrol,Manual,First,15.5,1586.0,103.3,2.45,SX4 Vxi BSIV,Maruti,1
Mumbai,2017,Petrol,Manual,First,17.4,1497.0,117.3,11.15,City i-VTEC VX,Honda,1
Jaipur,2016,Diesel,Automatic,First,19.6,1461.0,108.45,8.9,Duster 110PS Diesel RxZ AMT,Renault,1
Ahmedabad,2014,Diesel,Manual,First,25.8,1498.0,98.6,4.35,Amaze S i-Dtech,Honda,1
Jaipur,2015,Diesel,Manual,Second,12.99,2494.0,100.6,12.0,Innova 2.5 Z Diesel 7 Seater,Toyota,1
Mumbai,2009,Diesel,Automatic,Second,16.07,1995.0,181.0,8.5,3 Series 320d Highline,BMW,3
Kochi,2017,Petrol,Manual,First,19.81,1086.0,68.05,4.27,i10 Magna 1.1 iTech SE,Hyundai,0
Jaipur,2012,Diesel,Manual,Second,20.45,1461.0,83.8,4.25,Duster 85PS Diesel RxL Optional with Nav,Renault,1
Bangalore,2010,Petrol,Automatic,First,11.3,2360.0,170.0,9.25,Outlander 2.4,Mitsubishi,2
Kochi,2017,Diesel,Manual,First,24.3,1248.0,88.5,8.61,Vitara Brezza LDi,Maruti,1
Hyderabad,2010,Diesel,Automatic,First,11.8,2987.0,261.0,28.0,R-Class R350 CDI 4MATIC,Mercedes-Benz,4
Coimbatore,2018,Diesel,Manual,First,23.0,1498.0,98.96,9.25,EcoSport 1.5 Diesel Titanium,Ford,1
Chennai,2016,Diesel,Automatic,First,19.08,1582.0,126.2,8.6,Verna 1.6 CRDI AT SX Option,Hyundai,1
Coimbatore,2018,Petrol,Manual,First,16.47,1198.0,74.0,7.53,Polo 1.2 MPI Highline,Volkswagen,0
Mumbai,2014,Diesel,Manual,First,19.64,1461.0,108.45,5.75,Duster 110PS Diesel RxL,Renault,1
Chennai,2012,Petrol,Automatic,First,16.5,1198.0,86.8,4.15,Brio S Option AT,Honda,1
Coimbatore,2017,Petrol,Manual,First,18.16,1196.0,86.8,5.84,Figo 2015-2019 1.2P Titanium MT,Ford,1
Kolkata,2012,Diesel,Automatic,First,18.53,1968.0,187.74,16.5,A6 2.0 TDI Design Edition,Audi,3
Mumbai,2015,Diesel,Automatic,First,15.97,2993.0,258.0,43.0,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,BMW,4
Pune,2013,Petrol,Manual,First,20.36,1197.0,78.9,3.55,i10 Sportz Option,Hyundai,0
Hyderabad,2018,Petrol,Manual,First,18.6,1197.0,81.83,8.9,i20 1.2 Asta Option,Hyundai,1
Hyderabad,2006,Diesel,Manual,Second,16.4,1896.0,90.0,2.5,Octavia L and K 1.9 TDI MT,Skoda,1
Hyderabad,2010,Diesel,Manual,First,16.2,1493.0,110.0,3.85,Verna Transform SX VGT CRDi,Hyundai,1
Chennai,2012,Petrol,Automatic,Third,17.1,1591.0,121.4,7.5,Verna 1.6 SX VTVT (O) AT,Hyundai,1
Mumbai,2005,Petrol,Manual,Second,15.3,1341.0,61.0,1.8,Getz GVS,Hyundai,0
Chennai,2010,Diesel,Manual,First,20.0,1399.0,68.0,2.25,Figo Diesel EXI,Ford,0
Mumbai,2015,Diesel,Automatic,First,17.68,1968.0,174.33,24.25,A6 2011-2015 35 TDI Technology,Audi,3
Mumbai,2015,Petrol,Manual,First,16.47,1198.0,74.0,4.35,Polo 1.2 MPI Highline,Volkswagen,0
Kolkata,2012,Diesel,Automatic,First,17.05,1995.0,184.0,11.5,X1 sDrive20d,BMW,3
Kolkata,2014,Petrol,Manual,First,17.4,1497.0,117.3,4.75,City i VTEC SV,Honda,1
Hyderabad,2012,Diesel,Manual,First,23.0,1396.0,90.0,4.99,i20 Sportz Option Diesel,Hyundai,1
Coimbatore,2018,Petrol,Automatic,First,19.0,1199.0,88.7,9.15,Jazz 1.2 V CVT i VTEC,Honda,1
Jaipur,2006,Petrol,Manual,Fourth & Above,16.1,1621.276449941501,113.25304969366915,2.35,Swift 1.3 VXi,Maruti,1
Hyderabad,2014,Petrol,Automatic,First,10.1,2354.0,152.0,13.99,CR-V 2.4 AT,Honda,2
Bangalore,2014,Diesel,Automatic,Second,20.0,2143.0,107.3,19.75,A Class A180 CDI,Mercedes-Benz,1
Coimbatore,2018,Diesel,Automatic,First,16.0,2179.0,140.0,16.77,XUV500 AT W10 AWD,Mahindra,2
Bangalore,2006,Diesel,Manual,Third,13.6,2523.0,63.0,2.5,Bolero SLX 2WD,Mahindra,0
Mumbai,2013,Petrol,Automatic,First,17.97,1498.0,99.6,3.65,Scala RxL AT,Renault,1
Ahmedabad,2012,Diesel,Automatic,Second,12.35,2179.0,187.74,23.5,Rover Freelander 2 HSE SD4,Land,3
Pune,2017,Petrol,Manual,First,22.74,796.0,47.3,3.11,Alto 800 VXI,Maruti,0
Kochi,2013,Petrol,Manual,First,17.6,1496.0,88.73,4.57,Etios G,Toyota,1
Mumbai,2014,Petrol,Manual,First,17.0,1197.0,80.0,5.32,i20 Sportz Option,Hyundai,0
Hyderabad,2012,Petrol,Manual,First,20.36,1197.0,78.9,3.2,i10 Sportz,Hyundai,0
Kochi,2016,Diesel,Manual,First,25.2,1248.0,74.0,5.63,Swift VDI BSIV,Maruti,0
Hyderabad,2015,Petrol,Manual,First,21.1,814.0,55.2,3.0,EON Magna Plus,Hyundai,0
Mumbai,2010,Diesel,Automatic,Second,22.69,1995.0,190.0,9.25,3 Series 320d,BMW,3
Delhi,2011,Diesel,Manual,First,23.57,1396.0,70.0,1.2,Indigo XL Classic Dicor,Tata,0
Delhi,2015,Petrol,Manual,First,22.74,796.0,47.3,2.15,Alto 800 LXI,Maruti,0
Pune,2010,Diesel,Manual,First,22.07,1199.0,73.9,3.05,Polo Diesel Highline 1.2L,Volkswagen,0
Ahmedabad,2014,Petrol,Automatic,First,14.28,1798.0,138.03,11.5,Corolla Altis VL AT,Toyota,2
Hyderabad,2008,Petrol,Manual,First,17.92,1086.0,62.1,2.3,Santro Xing GLS,Hyundai,0
Kolkata,2016,Petrol,Manual,First,20.4,1197.0,81.8,4.95,Swift ZXI,Maruti,1
Hyderabad,2013,Diesel,Manual,First,21.64,1461.0,84.8,4.75,Scala Diesel RxL,Renault,1
Coimbatore,2018,Diesel,Manual,First,24.3,1248.0,88.5,10.15,Vitara Brezza ZDi Plus,Maruti,1
Kolkata,2011,Petrol,Manual,First,18.06,1198.0,75.0,2.65,Micra XV,Nissan,0
Hyderabad,2015,Diesel,Manual,First,20.0,1399.0,68.05,3.8,Figo Diesel EXI,Ford,0
Kochi,2017,Petrol,Automatic,First,13.1,1997.0,141.1,16.68,CR-V 2.0 AT,Honda,2
Pune,2014,Diesel,Manual,First,19.01,1461.0,108.5,5.0,Terrano XV 110 PS,Nissan,1
Chennai,2011,Petrol,Manual,Second,17.71,1197.0,78.9,3.75,Etios Liva 1.2 G,Toyota,0
Jaipur,2013,Diesel,Manual,Third,21.27,1396.0,88.76,4.11,i20 Asta 1.4 CRDi,Hyundai,1
Chennai,2015,Petrol,Manual,Second,18.16,1196.0,86.8,4.25,Figo Aspire 1.2 Ti-VCT Ambiente,Ford,1
Mumbai,2004,Diesel,Manual,First,10.5,2835.0,107.2,3.45,Pajero 2.8 GLX CRZ,Mitsubishi,1
Bangalore,2014,Diesel,Automatic,First,17.11,1968.0,174.33,22.5,A4 2.0 TDI 177 Bhp Premium Plus,Audi,3
Delhi,2006,Petrol,Manual,First,12.4,1998.0,132.0,4.5,Innova 2.0 E,Toyota,2
Jaipur,2007,Petrol,Manual,First,15.26,1150.0,74.9,0.9,Aveo U-VA 1.2 LS,Chevrolet,0
Hyderabad,2006,Petrol,Manual,First,15.3,1341.0,83.0,1.85,Getz GLS,Hyundai,1
Kolkata,2013,Diesel,Manual,First,25.8,1498.0,98.6,3.25,Amaze S i-Dtech,Honda,1
Pune,2010,Diesel,Manual,Second,17.8,1248.0,113.25304969366915,3.1,Swift VDI BSIV W ABS,Maruti,1
Coimbatore,2014,Diesel,Manual,First,22.7,1498.0,89.84,7.34,Ecosport 1.5 DV5 MT Titanium Optional,Ford,1
Kolkata,2015,Diesel,Manual,First,20.14,1498.0,88.5,4.25,CrossPolo 1.5 TDI,Volkswagen,1
Delhi,2016,Petrol,Manual,First,18.6,1197.0,81.86,6.45,Elite i20 Petrol Sportz,Hyundai,1
Chennai,2011,Diesel,Manual,Second,12.8,2494.0,102.0,10.75,Innova 2.5 V Diesel 8-seater,Toyota,1
Kolkata,2015,Diesel,Automatic,First,15.26,2143.0,203.2,27.75,M-Class ML 250 CDI,Mercedes-Benz,3
Jaipur,2005,Petrol,Manual,Second,17.3,1061.0,64.0,0.99,Wagon R LX BSIII,Maruti,0
Pune,2016,Diesel,Automatic,First,12.62,2198.0,158.0,24.0,Endeavour 2.2 Trend AT 4X2,Ford,2
Jaipur,2016,Petrol,Manual,First,18.6,1197.0,81.86,6.1,Elite i20 Petrol Sportz,Hyundai,1
Ahmedabad,2017,Petrol,Manual,First,17.5,1199.0,88.7,8.25,WRV i-VTEC VX,Honda,1
Bangalore,2013,Petrol,Manual,First,16.47,1198.0,73.9,4.65,Polo Petrol Highline 1.2L,Volkswagen,0
Mumbai,2014,Petrol,Manual,First,13.7,1997.0,153.86,9.75,CR-V 2.0L 2WD MT,Honda,2
Bangalore,2014,Petrol,Manual,First,18.9,1197.0,81.86,4.4,Grand i10 1.2 Kappa Asta,Hyundai,1
Kolkata,2014,Petrol,Manual,First,19.1,1197.0,85.8,3.99,Swift Dzire VXI,Maruti,1
Coimbatore,2016,Diesel,Automatic,First,16.2,2993.0,258.0,45.73,5 Series 2003-2012 530d,BMW,4
Kochi,2014,Diesel,Manual,First,22.7,1498.0,89.84,5.27,Ecosport 1.5 DV5 MT Ambiente,Ford,1
Ahmedabad,2016,Diesel,Manual,First,26.0,1498.0,98.6,7.25,City i DTec V,Honda,1
Chennai,2008,Diesel,Manual,Second,17.0,1405.0,70.0,1.6,Indigo LS,Tata,0
Pune,2014,Diesel,Manual,Second,19.01,1461.0,108.45,6.0,Duster 110PS Diesel RxL,Renault,1
Chennai,2010,Petrol,Manual,First,20.36,1197.0,78.9,3.0,i10 Sportz,Hyundai,0
Mumbai,2015,Petrol,Manual,First,18.7,1199.0,88.7,4.95,Jazz 1.2 SV i VTEC,Honda,1
Hyderabad,2016,Diesel,Manual,First,23.65,1248.0,88.5,8.99,SX4 S Cross DDiS 200 Zeta,Maruti,1
Mumbai,2007,Petrol,Manual,Third,11.9,2354.0,144.0,1.85,Accord VTi-L MT,Honda,2
Coimbatore,2016,Petrol,Manual,First,16.47,1198.0,73.9,6.16,Polo Petrol Comfortline 1.2L,Volkswagen,0
Hyderabad,2010,Diesel,Manual,First,21.1,1248.0,73.9,3.5,Ritz VDi,Maruti,0
Jaipur,2014,Petrol,Manual,First,19.5,1199.0,88.76,4.5,Amaze S Petrol,Honda,1
Hyderabad,2017,Petrol,Manual,First,18.6,1197.0,81.83,7.75,i20 1.2 Asta Option,Hyundai,1
Hyderabad,2014,Diesel,Manual,First,20.45,1461.0,83.8,6.6,Duster 85PS Diesel RxL,Renault,1
Kochi,2014,Petrol,Manual,First,18.9,1197.0,82.0,4.98,Grand i10 Magna,Hyundai,1
Chennai,2008,Diesel,Automatic,Third,16.07,1995.0,181.0,9.75,3 Series 320d Highline,BMW,3
Mumbai,2014,Diesel,Manual,First,22.7,1498.0,89.84,5.55,Ecosport 1.5 DV5 MT Trend,Ford,1
Hyderabad,2016,Diesel,Automatic,First,21.5,1498.0,108.5,10.3,Vento 1.5 TDI Highline AT,Volkswagen,1
Chennai,2011,Petrol,Automatic,Second,11.7,2354.0,177.6,7.5,Accord 2.4 AT,Honda,3
Hyderabad,2008,Petrol,Manual,First,14.49,1399.0,92.7,1.8,Aveo 1.4,Chevrolet,1
Hyderabad,2017,Petrol,Manual,First,16.2,1199.0,74.0,6.25,Polo 1.2 MPI Highline Plus,Volkswagen,0
Hyderabad,2015,Diesel,Manual,Second,14.95,2489.0,93.7,6.8,Xylo D4 BS III,Mahindra,1
Hyderabad,2009,Petrol,Automatic,First,19.2,1197.0,80.0,3.0,i10 Magna AT,Hyundai,0
Coimbatore,2015,Diesel,Manual,First,15.1,2179.0,140.0,11.6,XUV500 W8 4WD,Mahindra,2
Mumbai,2013,Diesel,Manual,Second,22.7,1582.0,126.24,6.95,Elantra CRDi SX,Hyundai,1
Mumbai,2010,Petrol,Manual,Third,14.3,1798.0,160.0,3.5,Passat 1.8 TSI MT,Volkswagen,2
Coimbatore,2014,Petrol,Manual,First,18.9,1197.0,81.86,5.5,Grand i10 1.2 Kappa Sportz,Hyundai,1
Mumbai,2015,Petrol,Manual,First,18.6,1197.0,81.83,5.65,i20 Asta Option 1.2,Hyundai,1
Ahmedabad,2013,Diesel,Manual,First,18.2,1248.0,73.8,3.25,Enjoy TCDi LS 8 Seater,Chevrolet,0
Coimbatore,2015,Petrol,Automatic,First,14.3,1598.0,103.6,7.72,Rapid 1.6 MPI AT Ambition Plus Alloy,Skoda,1
Pune,2016,Diesel,Manual,First,19.67,1582.0,126.2,12.0,Creta 1.6 CRDi SX,Hyundai,1
Jaipur,2013,Diesel,Manual,First,25.44,936.0,57.6,1.55,Beat Diesel PS,Chevrolet,0
Delhi,2011,Diesel,Manual,First,11.5,2982.0,171.0,10.75,Fortuner 3.0 Diesel,Toyota,2
