Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,Model,Brand
Delhi,2016,42784,Diesel,Manual,First,21.38,1396,5,10.17,Creta 1.4 CRDi S,Hyundai
Pune,2014,115000,Diesel,Manual,First,28.4,1248,5,4.5,Swift VDI,Maruti
Kochi,2019,30529,Diesel,Manual,First,23.9,1582,5,14.28,Verna 1.6 CRDI SX Option,Hyundai
Kochi,2012,14814,Petrol,Manual,Second,19.7,796,5,2.47,Alto LXi BSIII,Maruti
Ahmedabad,2016,58000,Diesel,Manual,First,23.65,1248,5,7.9,S Cross DDiS 200 Alpha,Maruti
Hyderabad,2011,68128,Petrol,Manual,First,21.1,814,5,2.3,EON Era,Hyundai
Hyderabad,2013,63220,Petrol,Manual,First,13.24,1598,5,6.5,Terrano XL,Nissan
Hyderabad,2016,30000,Petrol,Manual,First,21.1,814,5,3.25,EON Era,Hyundai
Bangalore,2017,27768,Diesel,Manual,First,20.65,1248,5,5.85,Zest Quadrajet 1.3 XT,Tata
Hyderabad,2014,53000,Diesel,Automatic,Second,14.21,2143,5,29.0,E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz
Coimbatore,2014,87652,Diesel,Automatic,Second,14.16,1968,5,25.71,Q5 2.0 TDI Premium Plus,Audi
Chennai,2008,94873,Petrol,Manual,Second,15.3,1596,5,1.85,Fiesta 1.6 ZXi Leather,Ford
Mumbai,2015,56000,Diesel,Automatic,First,18.88,1995,5,22.75,3 Series 320d Prestige,BMW
Kochi,2018,18678,Petrol,Manual,First,21.1,998,5,8.32,Baleno RS 1.0 Petrol,Maruti
Delhi,2014,30000,Diesel,Automatic,First,14.21,2143,5,26.0,E-Class 2009-2013 E250 CDI Blue Efficiency,Mercedes-Benz
Mumbai,2012,129000,Diesel,Automatic,First,12.8,2953,5,7.0,Endeavour Hurricane LE,Ford
Hyderabad,2013,59000,Petrol,Manual,First,20.36,1197,5,3.45,i10 Sportz 1.2,Hyundai
Mumbai,2017,13000,Petrol,Manual,First,18.9,1197,5,5.15,Grand i10 Asta Option,Hyundai
Kochi,2014,74325,Petrol,Manual,First,19.4,1198,5,3.51,Brio S MT,Honda
Kolkata,2015,45000,Diesel,Manual,First,21.9,1396,5,3.45,i20 Magna 1.4 CRDi (Diesel),Hyundai
Pune,2013,57000,Petrol,Manual,First,16.47,1198,5,3.75,Polo Petrol Highline 1.2L,Volkswagen
Pune,2001,125943,Petrol,Manual,Second,13.0,1493,5,1.45,City 1.5 EXI,Honda
Delhi,2008,80000,Diesel,Manual,First,18.7,1896,5,2.2,Octavia Ambiente 1.9 TDI,Skoda
Hyderabad,2010,154000,Diesel,Manual,First,13.1,2499,7,7.99,Endeavour 2.5L 4X2,Ford
Bangalore,2013,62000,Diesel,Manual,Second,18.3,1991,5,6.75,Cruze LTZ,Chevrolet
Kolkata,2013,27000,Petrol,Automatic,First,14.0,1621,5,11.99,CR-V AT With Sun Roof,Honda
Kolkata,2014,45000,Diesel,Manual,First,24.2,1498,7,5.0,Mobilio V i DTEC,Honda
Pune,2012,105000,Diesel,Manual,Second,20.77,1248,7,5.9,Ertiga VDI,Maruti
Mumbai,2013,26000,Petrol,Manual,First,18.9,1197,5,3.75,Grand i10 Sportz,Hyundai
Mumbai,2014,30900,Diesel,Automatic,First,14.74,2993,5,29.5,XF 3.0 Litre S Premium Luxury,Jaguar
Chennai,2014,48000,Petrol,Manual,First,18.0,1198,5,4.75,Amaze VX i-Vtech,Honda
Pune,2011,112719,Diesel,Automatic,First,12.4,2698,5,11.5,A6 2.7 TDI,Audi
Chennai,2017,5000,Petrol,Manual,First,18.6,1197,5,6.95,i20 1.2 Spotz,Hyundai
Mumbai,2016,16000,Petrol,Manual,First,17.0,1198,5,5.4,Ameo 1.2 MPI Highline Plus 16,Volkswagen
Jaipur,2011,63000,Petrol,Automatic,First,13.4,1997,5,4.75,Fluence 2.0,Renault
Chennai,2011,28300,Petrol,Manual,First,24.07,998,5,2.15,Alto K10 VXI,Maruti
Jaipur,2005,49000,Petrol,Manual,First,19.7,796,5,0.9,Alto Std,Maruti
Kolkata,2016,12501,Petrol,Manual,First,20.51,998,5,3.5,Wagon R VXI BS IV,Maruti
Kochi,2016,56628,Diesel,Manual,First,20.4,1248,5,5.85,Linea 1.3 Emotion,Fiat
Pune,2010,105000,Diesel,Manual,First,19.3,1248,5,3.15,Swift Dzire Vdi BSIV,Maruti
Pune,2016,52126,Diesel,Manual,First,21.64,1461,5,6.0,Scala Diesel RxL,Renault
Kolkata,2010,38000,Petrol,Manual,First,18.5,1197,5,2.23,i20 Magna,Hyundai
Bangalore,2016,50000,Petrol,Manual,First,19.1,1197,5,2.5,Xcent 1.2 Kappa SX Option,Hyundai
Kochi,2015,50230,Petrol,Manual,First,18.9,998,5,3.87,Wagon R LXI,Maruti
Ahmedabad,2014,31000,Diesel,Manual,First,15.1,2179,7,9.5,XUV500 W8 2WD,Mahindra
Delhi,2014,79000,Diesel,Automatic,First,12.55,2982,7,17.75,Fortuner 4x2 AT,Toyota
Delhi,2012,130000,Diesel,Manual,First,19.64,1461,5,3.75,Duster 110PS Diesel RxZ Plus,Renault
Chennai,2010,115000,Petrol,Manual,Second,17.92,1086,5,1.5,Santro Xing GLS,Hyundai
Pune,2013,41500,Petrol,Manual,Second,17.01,1591,5,5.0,Verna 1.6 SX VTVT,Hyundai
Pune,2014,54385,Diesel,Automatic,Second,15.06,1995,5,17.0,X1 sDrive 20d Exclusive,BMW
Kochi,2011,56361,Petrol,Automatic,First,12.9,1799,5,4.38,Civic 2006-2010 1.8 V AT,Honda
Delhi,2018,22000,Petrol,Automatic,First,15.26,1798,5,41.5,A6 35 TFSI Matrix,Audi
Kolkata,2017,8000,Petrol,Manual,First,20.51,998,5,3.0,Wagon R LXI BS IV,Maruti
Coimbatore,2018,28741,Diesel,Manual,First,24.3,1248,5,11.0,Vitara Brezza ZDi Plus Dual Tone,Maruti
Pune,2012,117236,Diesel,Automatic,Second,11.8,2720,7,14.0,Rover Discovery 3 TDV6 Diesel Automatic,Land
Pune,2016,30500,Diesel,Automatic,First,26.59,1248,5,7.65,Dzire New,Maruti
Kolkata,2018,5000,Petrol,Manual,First,17.0,1591,5,8.7,Verna VTVT 1.6 SX,Hyundai
Hyderabad,2016,42000,Diesel,Manual,First,25.47,1248,7,9.9,Ertiga ZDI Plus,Maruti
Mumbai,2010,32773,Petrol,Manual,First,13.2,1495,5,2.05,Accent GLE,Hyundai
Kolkata,2016,19008,Petrol,Manual,First,17.0,1197,5,5.25,i20 1.2 Sportz,Hyundai
Kochi,2012,32542,Petrol,Manual,First,17.0,1591,5,5.77,Verna VTVT 1.6 SX,Hyundai
Hyderabad,2010,94753,Petrol,Manual,First,19.7,796,5,1.95,Alto LX,Maruti
Ahmedabad,2011,70000,Diesel,Manual,Second,12.05,2179,8,7.45,Scorpio VLX,Mahindra
Delhi,2012,68347,Petrol,Manual,First,18.9,998,5,2.6,Wagon R LXI,Maruti
Ahmedabad,2011,72000,Petrol,Manual,Second,17.0,1197,5,3.25,i20 1.2 Sportz,Hyundai
Hyderabad,2010,75014,Diesel,Manual,First,21.1,1248,5,3.85,Ritz VDi,Maruti
Delhi,2013,65000,Diesel,Automatic,Second,13.73,1995,5,7.5,Koleos 2.0 Diesel,Renault
Kochi,2012,55598,Diesel,Automatic,First,22.69,1995,5,11.5,3 Series 320d,BMW
Pune,2013,50000,Petrol,Manual,First,19.4,1198,5,3.25,Brio V MT,Honda
Chennai,2003,44200,Petrol,Manual,Second,11.7,1997,5,1.5,Sonata GOLD,Hyundai
Jaipur,2014,65000,Diesel,Manual,First,19.3,1248,5,5.31,Swift Dzire VDi,Maruti
Hyderabad,2013,49000,Diesel,Manual,First,16.0,2179,7,9.0,XUV500 W8 4WD,Mahindra
Kolkata,2016,7200,Petrol,Manual,First,19.81,1086,5,3.59,i10 Sportz 1.1L,Hyundai
Kochi,2016,43152,Petrol,Manual,First,20.73,1373,5,7.35,Ciaz ZXi Plus,Maruti
Pune,2013,112000,Diesel,Manual,First,12.8,2494,8,12.0,Innova 2.5 V Diesel 8-seater,Toyota
Coimbatore,2017,23540,Petrol,Manual,First,18.9,1197,5,6.02,Grand i10 Sportz,Hyundai
Coimbatore,2008,82160,Diesel,Manual,First,16.52,1991,5,2.57,Optra Magnum 2.0 LS BSIII,Chevrolet
Pune,2013,57000,Diesel,Manual,First,12.83,2696,7,12.45,Ssangyong Rexton RX5,Mahindra
Coimbatore,2015,39335,Diesel,Manual,First,15.1,2179,7,12.63,XUV500 W8 2WD,Mahindra
Bangalore,2014,62000,Petrol,Manual,Second,17.4,1497,5,7.75,City i VTEC SV,Honda
Delhi,2014,60000,Diesel,Manual,First,22.7,1498,5,5.5,Ecosport 1.5 DV5 MT Titanium,Ford
Kolkata,2015,35000,Petrol,Manual,First,18.6,1197,5,4.43,i20 Sportz 1.2,Hyundai
Kochi,2016,32345,Diesel,Automatic,First,17.9,2143,5,24.51,CLA 200 CDI Sport,Mercedes-Benz
Ahmedabad,2014,47000,Petrol,Manual,First,22.0,814,5,2.65,EON Magna,Hyundai
Delhi,2011,36000,Petrol,Manual,First,17.6,1496,5,3.2,Etios G Safety,Toyota
Chennai,2016,75000,Diesel,Manual,First,23.4,1248,5,4.25,Swift Dzire Tour LDI,Maruti
Kolkata,2008,38000,Petrol,Manual,First,19.7,796,5,1.1,Alto LXi,Maruti
Chennai,2015,57818,Petrol,Manual,First,23.1,998,5,4.3,Celerio ZXI,Maruti
Hyderabad,2015,45000,Diesel,Manual,First,22.7,1498,5,8.9,Ecosport 1.5 DV5 MT Titanium Optional,Ford
Jaipur,2015,75055,Diesel,Manual,First,19.01,1461,5,6.5,Terrano XV 110 PS Limited Edition,Nissan
Delhi,2009,65462,Petrol,Automatic,Third,11.1,2354,5,3.5,Accord VTi-L AT,Honda
Hyderabad,2008,76206,Diesel,Manual,First,17.8,1248,5,4.25,Swift Ldi BSIII,Maruti
Kochi,2018,25948,Diesel,Automatic,First,16.0,2179,7,16.46,XUV500 AT W10 FWD,Mahindra
Mumbai,2016,28500,Petrol,Manual,First,18.7,1199,5,5.95,Jazz 1.2 VX i VTEC,Honda
Mumbai,2015,28004,Petrol,Manual,First,17.8,1497,5,7.1,City i VTEC V,Honda
Kolkata,2011,25000,Petrol,Manual,Second,15.7,1172,5,1.25,Grande Punto 1.2 Dynamic,Fiat
Kolkata,2010,40000,Petrol,Manual,Second,19.5,1061,5,2.5,Estilo LXI,Maruti
Pune,2013,82543,Petrol,Manual,First,16.02,1373,7,5.5,Ertiga ZXI,Maruti
Chennai,2013,30000,Petrol,Manual,First,18.44,1198,5,3.25,Micra XL,Nissan
Hyderabad,2010,27800,Petrol,Manual,First,17.0,1497,5,5.0,City 1.5 V MT,Honda
Coimbatore,2016,33415,Petrol,Manual,First,16.78,1496,5,6.58,Etios VX,Toyota
Mumbai,2013,38000,Diesel,Automatic,First,18.88,1995,5,19.5,3 Series 320d Luxury Line,BMW
Kochi,2017,41981,Petrol,Manual,First,18.7,1199,5,6.14,Jazz 1.2 SV i VTEC,Honda
Jaipur,2013,77084,Diesel,Manual,First,28.4,1248,5,4.95,Dzire VDI,Maruti
Hyderabad,2013,71803,Diesel,Manual,First,20.5,1598,5,5.75,Rapid 1.6 TDI Elegance,Skoda
Kolkata,2013,73314,Diesel,Manual,First,15.1,2179,7,6.6,XUV500 W6 2WD,Mahindra
Coimbatore,2015,69053,Petrol,Automatic,First,18.9,1197,5,5.72,Grand i10 AT Asta,Hyundai
Delhi,2009,79782,Petrol,Manual,Second,17.0,1497,5,2.6,City 1.5 V MT,Honda
Hyderabad,2010,250000,Diesel,Manual,Second,12.8,2494,7,6.5,Innova 2.5 GX 7 STR,Toyota
Pune,2011,90000,Diesel,Manual,Second,15.1,2179,7,6.1,XUV500 W8 2WD,Mahindra
Hyderabad,2010,130000,Diesel,Manual,First,19.3,1248,5,3.85,Swift Dzire VDi,Maruti
Pune,2013,65000,Petrol,Manual,Second,15.04,1598,5,4.5,Vento Petrol Highline,Volkswagen
Coimbatore,2013,46496,Diesel,Manual,First,23.59,1364,5,5.3,Etios GD,Toyota
Bangalore,2013,76000,Diesel,Automatic,Second,16.55,1968,5,18.25,A4 2.0 TDI,Audi
Ahmedabad,2012,28002,Petrol,Manual,First,16.02,1373,7,5.75,Ertiga LXI,Maruti
Jaipur,2010,70000,Petrol,Manual,Second,16.1,796,4,0.9,800 AC,Maruti
Hyderabad,2011,66276,Petrol,Manual,First,17.0,1497,5,5.5,City 1.5 V MT,Honda
Kolkata,2014,45000,Petrol,Manual,First,19.1,1197,5,3.99,Swift Dzire VXI,Maruti
Delhi,2014,67000,Petrol,Automatic,First,19.16,2494,5,18.75,Camry Hybrid,Toyota
Kolkata,2014,43068,Diesel,Manual,First,24.0,1120,5,3.5,Grand i10 CRDi Sportz,Hyundai
Chennai,2016,40000,Diesel,Automatic,First,11.36,2755,8,16.45,Innova Crysta 2.8 GX AT 8S,Toyota
Coimbatore,2011,50436,Petrol,Manual,First,20.36,1197,5,3.65,i10 Magna,Hyundai
Bangalore,2014,21000,Petrol,Automatic,First,18.9,1197,5,5.4,Grand i10 AT Asta,Hyundai
Mumbai,2018,2000,Diesel,Manual,First,27.39,1248,5,8.7,Baleno Alpha Diesel,Maruti
Mumbai,2016,14500,Petrol,Automatic,First,14.67,1798,5,20.75,Superb Style 1.8 TSI AT,Skoda
Hyderabad,2010,68782,Diesel,Automatic,First,14.84,2143,5,12.5,New C-Class 220 CDI AT,Mercedes-Benz
Kolkata,2011,35888,Diesel,Manual,First,21.1,1248,5,1.89,Ritz VDi,Maruti
Kolkata,2015,168205,Diesel,Manual,First,23.4,1248,5,4.0,Swift Dzire Tour LDI,Maruti
Mumbai,2012,47000,Petrol,Manual,First,14.8,1799,5,3.95,Civic 2010-2013 1.8 V MT,Honda
Hyderabad,2015,93700,Diesel,Manual,First,24.52,1248,7,7.85,Ertiga SHVS VDI,Maruti
Kolkata,2014,45000,Diesel,Manual,First,22.7,1582,5,7.0,Elantra CRDi SX,Hyundai
Hyderabad,2016,55547,Diesel,Automatic,First,12.55,2982,7,24.99,Fortuner 4x2 AT,Toyota
Delhi,2013,69000,Petrol,Automatic,First,17.21,1197,5,4.5,Polo GT TSI,Volkswagen
Pune,2005,88000,Diesel,Manual,Third,18.7,1896,5,1.25,Octavia Classic 1.9 TDI MT,Skoda
Delhi,2014,32400,Diesel,Manual,First,20.14,1498,5,3.95,Polo 1.5 TDI Trendline,Volkswagen
Pune,2012,79000,Petrol,Manual,Second,17.92,1086,5,1.6,Santro Xing GL Plus,Hyundai
Hyderabad,2004,110000,Petrol,Manual,First,13.2,1495,5,0.6,Accent GLE,Hyundai
Coimbatore,2014,45407,Petrol,Manual,Second,21.1,814,5,3.39,EON D Lite Plus,Hyundai
Hyderabad,2011,136490,Diesel,Manual,First,12.8,2494,7,9.8,Innova 2.5 V Diesel 7-seater,Toyota
Mumbai,2017,19000,Diesel,Manual,First,26.8,1248,5,5.91,Ignis 1.3 Zeta,Maruti
Mumbai,2017,19416,Petrol,Manual,First,21.56,1462,5,8.25,Ciaz Alpha,Maruti
Mumbai,2012,15500,Petrol,Manual,First,17.5,1298,5,3.75,Swift Dzire VXi,Maruti
Hyderabad,2017,12538,Petrol,Automatic,First,18.0,1497,5,12.5,City i VTEC CVT VX,Honda
Bangalore,2015,62588,Diesel,Manual,First,17.8,1248,5,5.95,Swift VDI BSIV W ABS,Maruti
Delhi,2015,44328,Petrol,Manual,First,19.4,1198,5,3.8,Brio S MT,Honda
Delhi,2014,63000,Diesel,Manual,First,23.59,1364,5,4.35,Etios Liva GD,Toyota
Hyderabad,2015,100000,Diesel,Automatic,First,13.5,2400,5,32.5,XC60 D5,Volvo
Kolkata,2015,103000,Petrol,Manual,First,15.64,1193,5,3.0,Indigo CS eGVX,Tata
Pune,2016,50296,Diesel,Automatic,Second,11.36,2755,7,19.0,Innova Crysta 2.8 ZX AT,Toyota
Pune,2013,95500,Diesel,Manual,First,20.54,1598,5,5.0,Vento Diesel Highline,Volkswagen
Pune,2014,72100,Diesel,Manual,First,22.7,1498,5,5.45,Ecosport 1.5 DV5 MT Titanium,Ford
Mumbai,2010,19119,Petrol,Manual,First,18.9,998,5,2.7,Wagon R VXI,Maruti
Mumbai,2006,30000,Petrol,Manual,First,13.0,2987,5,10.75,S-Class 320 L,Mercedes-Benz
Hyderabad,2015,75600,Diesel,Manual,First,20.14,1498,5,5.8,Polo 1.5 TDI Highline,Volkswagen
Pune,2007,137000,Petrol,Manual,Second,15.3,1193,5,0.95,Indica GLS BS IV,Tata
Jaipur,2002,53500,Petrol,Manual,Second,16.1,796,4,0.63,800 Std BSIII,Maruti
Kochi,2018,26101,Diesel,Manual,First,17.1,1956,5,17.55,Compass 2.0 Longitude,Jeep
Pune,2016,7000,Petrol,Manual,First,24.07,998,5,3.0,Alto K10 LXI Optional,Maruti
Bangalore,2013,50000,Diesel,Automatic,First,19.3,1968,5,15.0,Octavia Elegance 2.0 TDI AT,Skoda
Hyderabad,2016,30000,Diesel,Manual,First,26.59,1248,5,6.0,Swift Dzire VDI Optional,Maruti
Mumbai,2016,38151,Diesel,Manual,First,28.09,1248,5,7.65,Ciaz VDi Plus SHVS,Maruti
Jaipur,2009,116000,Diesel,Manual,Second,15.8,2148,5,8.5,New C-Class C 220 CDI CLASSIC,Mercedes-Benz
Kolkata,2013,22000,Diesel,Manual,First,20.0,1399,5,2.25,Figo Diesel ZXI,Ford
Delhi,2010,60000,Petrol,Automatic,Second,14.53,1798,5,4.65,Corolla Altis VL,Toyota
Mumbai,2016,38000,Diesel,Manual,First,22.7,1598,5,7.85,SX4 S Cross DDiS 320 Zeta,Maruti
Coimbatore,2011,51928,Petrol,Manual,First,15.6,1196,5,3.46,Figo Petrol ZXI,Ford
Mumbai,2018,3000,Petrol,Automatic,First,19.0,1199,5,8.25,Jazz Exclusive CVT,Honda
Pune,2006,67196,Petrol,Manual,First,17.3,993,5,1.25,Zen LXi - BS III,Maruti
Bangalore,2012,100000,Diesel,Manual,Third,11.5,2982,7,16.0,Fortuner 3.0 Diesel,Toyota
Jaipur,2015,65218,Diesel,Manual,First,26.21,1248,5,7.4,Ciaz ZDi Plus,Maruti
Kochi,2016,53886,Petrol,Manual,First,25.17,799,5,3.07,KWID RXT,Renault
Coimbatore,2011,50058,Petrol,Automatic,First,19.2,1197,5,3.84,i10 Magna AT,Hyundai
Pune,2016,64000,Petrol,Automatic,First,23.1,998,5,4.2,Celerio ZXI AT Optional,Maruti
Kochi,2018,41641,Diesel,Manual,First,21.38,1396,5,10.82,Creta 1.4 E Plus Diesel,Hyundai
Hyderabad,2016,44345,Diesel,Manual,First,27.3,1498,5,6.1,Jazz 1.5 SV i DTEC,Honda
Kolkata,2011,45501,Petrol,Manual,First,17.0,1497,5,3.1,City 1.5 S MT,Honda
Chennai,2001,104000,Petrol,Manual,Third,13.7,1468,5,1.0,Lancer 1.5 SFXi,Mitsubishi
Coimbatore,2012,50297,Petrol,Manual,First,16.95,1498,5,4.69,Sunny XE P,Nissan
Mumbai,2011,87000,Petrol,Automatic,First,11.7,2354,5,5.4,Accord 2.4 AT,Honda
Mumbai,2016,120000,Diesel,Manual,First,15.1,2179,7,12.0,XUV500 W8 2WD,Mahindra
Mumbai,2018,17000,Petrol,Manual,First,18.6,1197,5,6.5,i20 1.2 Magna Executive,Hyundai
Chennai,2014,100000,Diesel,Manual,First,23.08,1461,5,3.0,Micra Diesel XL,Nissan
Kochi,2015,50979,Petrol,Automatic,First,19.12,1373,5,6.9,Ciaz AT ZXi,Maruti
Chennai,2011,41000,Diesel,Manual,First,20.54,1598,5,4.0,Vento Diesel Trendline,Volkswagen
Chennai,2011,24000,Petrol,Manual,First,17.0,1197,5,4.25,i20 Asta,Hyundai
Hyderabad,2008,44738,Petrol,Manual,First,14.53,1798,5,5.1,Corolla Altis G,Toyota
Kolkata,2014,37298,Diesel,Manual,First,25.1,1498,5,4.9,City i DTEC VX,Honda
Pune,2014,42000,Petrol,Manual,Second,20.4,1197,5,3.6,Swift VXI BSIV,Maruti
Pune,2016,45000,Diesel,Automatic,First,14.21,2143,5,34.0,E-Class 2009-2013 E250 CDI Elegance,Mercedes-Benz
Mumbai,2015,102000,Diesel,Manual,First,12.99,2494,7,8.25,Innova 2.5 G (Diesel) 7 Seater,Toyota
Pune,2011,70000,Petrol,Manual,First,16.1,1298,5,1.3,Swift Lxi BSIII,Maruti
Coimbatore,2018,27467,Diesel,Automatic,First,19.27,2143,5,39.05,New C-Class C 220d Avantgarde Edition C,Mercedes-Benz
Kolkata,2015,15305,Petrol,Manual,First,18.9,1197,5,3.75,Grand i10 Asta,Hyundai
Mumbai,2010,70000,Petrol,Manual,First,18.9,998,5,2.1,Wagon R LXI BS IV,Maruti
Hyderabad,2016,36778,Diesel,Manual,First,22.77,1498,5,8.8,EcoSport 1.5 TDCi Titanium,Ford
Coimbatore,2015,25845,Petrol,Manual,First,16.47,1198,5,5.84,Polo 1.2 MPI Comfortline,Volkswagen
Kochi,2018,33858,Petrol,Automatic,First,17.01,1591,5,9.03,Verna 1.6 VTVT AT SX,Hyundai
Ahmedabad,2017,12000,Petrol,Automatic,Second,24.04,999,5,3.25,KWID AMT RXL,Renault
Coimbatore,2013,33709,Petrol,Automatic,First,16.5,1198,5,4.9,Brio S Option AT,Honda
Kochi,2018,32709,Petrol,Manual,First,18.16,1196,5,6.46,Figo Aspire 1.2 Ti-VCT Titanium,Ford
Bangalore,2014,72000,Diesel,Manual,Second,11.5,2982,7,18.5,Fortuner 3.0 Diesel,Toyota
Ahmedabad,2013,31000,Diesel,Manual,First,25.0,1396,5,2.7,Indigo eCS eLX BS IV,Tata
Chennai,2016,70000,Diesel,Manual,First,25.83,1498,5,4.6,Figo 2015-2019 1.5D Ambiente MT,Ford
Jaipur,2014,61000,Diesel,Manual,First,23.4,1248,5,5.35,Swift Dzire VDI,Maruti
Pune,2011,72000,Diesel,Manual,First,23.08,1461,5,2.3,Micra Diesel XV Primo,Nissan
Delhi,2016,49000,Diesel,Automatic,First,19.3,1968,5,15.45,Octavia Style Plus 2.0 TDI AT,Skoda
Hyderabad,2014,42939,Diesel,Automatic,First,16.96,1968,5,12.49,Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen
Coimbatore,2016,32545,Diesel,Automatic,First,12.07,2967,7,48.76,Q7 35 TDI Quattro Technology,Audi
Pune,2011,54000,Petrol,Manual,First,17.0,1197,5,3.2,i20 1.2 Sportz,Hyundai
Delhi,2012,76000,Diesel,Automatic,First,16.07,1995,4,8.75,3 Series 320d Corporate Edition,BMW
Kolkata,2015,27000,Diesel,Manual,First,21.19,1396,5,5.99,i20 Active 1.4 SX Dual Tone,Hyundai
Chennai,2005,120000,Diesel,Manual,Second,12.7,2609,8,2.9,Scorpio 2.6 DX,Mahindra
Kolkata,2011,37000,Diesel,Manual,First,20.0,1399,5,1.8,Figo Diesel EXI,Ford
Mumbai,2012,42000,Petrol,Manual,First,9.8,2354,5,6.25,Accord 2.4 Inspire M/T,Honda
Bangalore,2013,60000,Diesel,Manual,First,21.9,1396,5,5.45,i20 Sportz 1.4 CRDi,Hyundai
Mumbai,2013,44000,Petrol,Automatic,First,17.1,1591,5,5.6,Verna 1.6 SX VTVT (O) AT,Hyundai
Kolkata,2014,37000,Petrol,Manual,First,17.4,1497,5,6.45,City i VTEC VX Option,Honda
Mumbai,2012,50000,Petrol,Manual,First,18.5,1197,5,3.7,i20 Asta Optional with Sunroof 1.2,Hyundai
Chennai,2013,58581,Petrol,Manual,First,19.4,1198,5,3.49,Brio S MT,Honda
Kolkata,2013,25500,Diesel,Manual,First,21.9,1396,5,3.55,i20 Sportz 1.4 CRDi,Hyundai
Mumbai,2017,25000,Petrol,Manual,First,10.4,2393,5,9.0,Grand Vitara 2.4 MT,Maruti
Hyderabad,2011,53766,Petrol,Manual,First,19.0,998,5,2.7,A-Star Vxi,Maruti
Pune,2011,45271,Diesel,Manual,First,20.3,1621,5,2.6,Punto 1.3 Emotion,Fiat
Chennai,2006,68000,Petrol,Manual,First,19.7,796,5,1.5,Alto LXi,Maruti
Jaipur,2017,40000,Diesel,Manual,First,16.0,2179,7,15.9,XUV500 W10 2WD,Mahindra
Hyderabad,2013,73212,Diesel,Manual,First,22.9,1248,5,5.2,Swift RS VDI,Maruti
Mumbai,2014,69000,Diesel,Automatic,First,17.05,1995,5,16.25,X1 sDrive20d,BMW
Mumbai,2007,61932,Diesel,Automatic,Second,14.3,1968,5,3.31,Passat 2.0 PD DSG,Volkswagen
Bangalore,2012,52000,Diesel,Automatic,First,16.09,1995,5,24.0,X3 xDrive20d,BMW
Kolkata,2011,150000,Petrol,Manual,First,18.5,1197,5,2.5,Ritz VXi,Maruti
Jaipur,2013,70933,Diesel,Manual,Second,21.9,1396,5,3.9,i20 Sportz 1.4 CRDi,Hyundai
Kolkata,2013,115195,Diesel,Manual,First,25.2,1248,5,3.85,Swift VDI BSIV,Maruti
Delhi,2011,62148,Petrol,Manual,First,11.7,1796,5,8.8,New C-Class 200 Kompressor,Mercedes-Benz
Chennai,2009,32000,Petrol,Manual,Second,14.28,1798,5,4.95,Corolla Altis 1.8 GL,Toyota
Kolkata,2014,58000,Diesel,Manual,First,22.32,1582,5,5.75,Verna 1.6 SX CRDi (O),Hyundai
Kochi,2014,68598,Diesel,Manual,First,19.01,1461,5,6.17,Duster 110PS Diesel RxZ,Renault
Chennai,2010,84072,Diesel,Manual,First,17.8,1248,5,3.45,Swift Ldi BSIII,Maruti
Jaipur,2016,51264,Petrol,Manual,First,24.07,998,5,3.2,Alto K10 VXI,Maruti
Coimbatore,2017,21363,Petrol,Automatic,First,13.0,1591,5,13.49,Creta 1.6 SX Plus Petrol Automatic,Hyundai
Delhi,2016,40000,Petrol,Automatic,First,15.04,1991,5,24.5,CLA 200 CGI Sport,Mercedes-Benz
Kolkata,2015,35000,Petrol,Automatic,First,10.1,2354,5,14.7,CR-V 2.4 4WD AT,Honda
Hyderabad,2014,55000,Diesel,Manual,First,22.7,1498,5,6.0,Ecosport 1.5 DV5 MT Trend,Ford
Coimbatore,2016,43252,Diesel,Automatic,First,13.0,2143,5,34.18,E-Class 2015-2017 E250 CDI Avantgarde,Mercedes-Benz
Delhi,2014,42000,Diesel,Manual,First,24.0,1120,5,3.5,Grand i10 CRDi Magna,Hyundai
Hyderabad,2006,69000,Petrol,Manual,First,16.6,1388,5,2.15,Fiesta 1.4 Duratec ZXI,Ford
Kolkata,2018,14000,Diesel,Automatic,First,17.6,1582,5,11.25,Creta 1.6 SX Automatic Diesel,Hyundai
Delhi,2010,70000,Petrol,Manual,First,19.0,998,5,2.0,A-Star Lxi,Maruti
Kochi,2015,35314,Diesel,Manual,First,23.2,1248,5,4.27,Ritz LDi,Maruti
Kochi,2017,38691,Petrol,Manual,First,17.8,1497,5,7.68,City i VTEC SV,Honda
Coimbatore,2017,72717,Diesel,Manual,First,12.99,2494,7,14.52,Innova 2.5 GX (Diesel) 7 Seater,Toyota
Mumbai,2011,82000,Petrol,Automatic,Second,11.8,3498,7,16.85,R-Class R350 4Matic Long,Mercedes-Benz
Mumbai,2015,44000,Diesel,Manual,First,21.14,1498,5,5.75,Rapid 1.5 TDI Elegance,Skoda
Mumbai,2017,27000,Petrol,Manual,First,15.8,1499,5,8.3,Ecosport 1.5 Ti VCT MT Titanium,Ford
Chennai,2014,18500,Petrol,Automatic,First,23.1,998,5,3.95,Celerio VXI AT,Maruti
Mumbai,2014,45000,Petrol,Manual,First,15.04,1598,5,4.8,Vento Petrol Highline,Volkswagen
