Location,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,power/horse
Pune,Diesel,Manual,First,24.4,5,4.5,Hyundai,Xcent 1.1 CRDi Base,9,6.3392857142857135
Pune,Diesel,Manual,First,22.7,5,7.5,Ford,Ecosport 1.5 DV5 MT Titanium Optional,11,5.9973297730307085
Coimbatore,Petrol,Automatic,First,21.9,4,3.41,Tata,Nano XTA,9,6.0064102564102555
Pune,Petrol,Manual,Second,19.4,5,3.25,Honda,Brio VX,13,7.245409015025041
Hyderabad,Diesel,Manual,First,24.52,7,8.3,Maruti,Ertiga SHVS ZDI Plus,10,7.091346153846153
Bangalore,Petrol,Manual,First,20.36,5,3.45,Hyundai,i10 Sportz 1.2,16,6.591478696741855
Hyderabad,Petrol,Manual,First,17.0,5,2.1,Hyundai,Santro Xing XO,19,10.4306531982477
Mumbai,Diesel,Manual,First,16.0,7,11.95,Mahindra,XUV500 W10 2WD,11,6.424965580541533
Hyderabad,Diesel,Manual,First,20.54,5,4.25,Volkswagen,Vento Diesel Highline,16,6.483103879849812
Hyderabad,Diesel,Manual,First,14.0,7,8.25,Tata,Safari Storme 2012-2015 VX,12,6.3377696190913255
Hyderabad,Petrol,Manual,First,10.2,5,5.95,Honda,Accord 2.4 Elegance M/T,16,7.646559048428207
Coimbatore,Petrol,Manual,First,15.1,7,4.3,Maruti,Eeco 7 Seater Standard,10,6.103678929765886
Ahmedabad,Diesel,Manual,First,22.9,5,3.9,Maruti,Swift VDI,14,5.929487179487179
Pune,Petrol,Automatic,First,21.4,5,6.41,Maruti,Baleno Zeta Automatic,10,6.942355889724311
Coimbatore,Diesel,Manual,First,15.1,7,8.36,Mahindra,XUV500 W8 2WD,11,6.424965580541533
Chennai,Petrol,Manual,First,19.1,5,3.85,Hyundai,Xcent 1.2 Kappa S,12,6.8504594820384295
Hyderabad,Diesel,Automatic,First,19.27,5,36.0,Mercedes-Benz,New C-Class C 220 CDI Style,9,7.821745216985534
Kolkata,Petrol,Manual,First,13.14,5,7.5,Skoda,Superb 1.8 TSI MT,15,8.898776418242491
Hyderabad,Diesel,Manual,First,20.14,5,5.7,Volkswagen,CrossPolo 1.5 TDI,11,5.923230974632844
Kochi,Petrol,Manual,First,20.89,5,5.5,Maruti,Ignis 1.2 Delta,7,6.83375104427736
Chennai,Diesel,Manual,First,25.2,5,5.9,Maruti,Swift VDI BSIV,10,5.929487179487179
Mumbai,Petrol,Manual,First,17.8,5,7.75,Honda,City i VTEC VX Option,11,7.83567134268537
Ahmedabad,Diesel,Automatic,First,11.5,5,18.0,BMW,5 Series 530d Highline Sedan,16,7.851653859004344
Hyderabad,Diesel,Manual,First,17.5,5,4.4,Skoda,Laura Ambiente,18,5.590717299578059
Coimbatore,Petrol,Automatic,First,17.21,5,8.27,Volkswagen,Polo GT TSI,9,8.646616541353383
Ahmedabad,Diesel,Manual,First,19.87,5,4.75,Renault,Duster 85PS Diesel RxL,12,5.7357973990417515
Hyderabad,Petrol,Automatic,First,16.8,5,3.8,Honda,City 1.5 S AT,18,7.882431529726119
Ahmedabad,Diesel,Manual,First,20.54,5,3.4,Volkswagen,Vento Diesel Highline,15,6.483103879849812
Pune,Petrol,Manual,Second,18.9,5,4.7,Hyundai,Grand i10 Sportz,10,6.8504594820384295
Pune,Petrol,Manual,Second,16.6,5,1.49,Ford,Fiesta 1.4 ZXi Duratec,18,4.899135446685879
Mumbai,Diesel,Manual,Second,24.4,5,4.5,Hyundai,Xcent 1.1 CRDi S,10,6.3392857142857135
Hyderabad,Diesel,Manual,First,25.8,5,5.4,Honda,Amaze VX i-DTEC,12,6.582109479305741
Hyderabad,Petrol,Automatic,First,18.0,5,11.5,Honda,City i VTEC CVT VX,10,7.83567134268537
Pune,Diesel,Manual,Second,20.4,5,3.5,Renault,Fluence 1.5,14,7.426420260095824
Ahmedabad,Diesel,Automatic,First,22.48,5,16.5,BMW,5 Series 520d Luxury Line,16,9.523809523809524
Mumbai,Petrol,Manual,First,15.5,5,3.9,Maruti,SX4 ZXI MT BSIV,14,6.513240857503153
Hyderabad,Petrol,Automatic,First,16.4,5,3.25,Honda,City ZX CVT,19,5.210420841683367
Kochi,Petrol,Manual,First,17.0,5,5.84,Volkswagen,Ameo 1.2 MPI Comfortline,8,6.156093489148581
Hyderabad,Petrol,Manual,First,17.0,5,5.75,Volkswagen,Ameo 1.2 MPI Comfortline,10,6.156093489148581
Delhi,Diesel,Automatic,First,16.55,5,10.0,Audi,A4 2.0 TDI Multitronic,16,7.113821138211382
Mumbai,Petrol,Manual,Second,18.9,5,1.05,Maruti,Wagon R VXI,20,6.723446893787574
Delhi,Diesel,Automatic,First,19.08,5,5.64,Hyundai,Verna SX CRDi AT,13,7.984829329962073
Coimbatore,Diesel,Automatic,First,17.9,5,50.97,Mercedes-Benz,GLC 220d 4MATIC Style,7,7.932804479701354
Mumbai,Diesel,Automatic,First,21.76,5,29.95,BMW,3 Series Luxury Line,10,9.523809523809524
Mumbai,Diesel,Manual,Second,24.2,7,4.85,Honda,Mobilio V Option i DTEC,12,6.582109479305741
Hyderabad,Diesel,Automatic,First,17.01,5,14.5,Hyundai,Creta 1.6 CRDi AT SX Plus,10,7.977243994943111
Hyderabad,Petrol,Manual,First,17.0,5,5.5,Honda,City 1.5 S MT,15,7.882431529726119
Bangalore,Diesel,Manual,First,17.8,5,3.2,Ford,Fiesta 1.4 TDCi EXI,15,4.8606147248034315
Chennai,Diesel,Manual,First,26.59,5,4.5,Maruti,Swift Dzire LDI,10,5.929487179487179
Coimbatore,Diesel,Automatic,First,13.0,5,30.72,Mercedes-Benz,E-Class E250 CDI Launch Edition,11,9.519365375641623
Jaipur,Diesel,Manual,First,11.5,7,3.5,Chevrolet,Captiva LT,17,7.4284279256654955
Bangalore,Diesel,Manual,First,12.8,7,6.99,Toyota,Innova 2.5 V Diesel 7-seater,19,4.0898155573376105
Kochi,Diesel,Manual,First,17.21,7,3.45,Mahindra,Quanto C8,12,6.697923643670463
Kochi,Petrol,Manual,First,17.4,5,6.57,Honda,City i VTEC V,11,7.83567134268537
Kolkata,Diesel,Automatic,First,17.11,5,17.5,Audi,A4 2.0 TDI 177 Bhp Premium Plus,12,8.858231707317074
Delhi,Diesel,Manual,First,22.07,5,3.75,Volkswagen,Polo Diesel Comfortline 1.2L,13,6.163469557964971
Pune,Petrol,Automatic,First,14.8,5,9.99,Ford,EcoSport 1.5 Petrol Titanium Plus AT,9,8.10688042752171
Kolkata,Diesel,Manual,First,12.99,7,8.2,Toyota,Innova 2.5 G (Diesel) 7 Seater BS IV,14,4.0096230954290295
Jaipur,Petrol,Manual,Third,13.0,5,1.1,Honda,City 1.5 EXI,21,6.697923643670463
Chennai,Petrol,Manual,First,24.7,5,2.45,Maruti,Alto 800 2016-2019 LXI Optional,11,5.942211055276381
Pune,Diesel,Automatic,First,8.7,5,13.75,Mercedes-Benz,M-Class ML 320 CDI,17,7.5105456980247745
Kolkata,Diesel,Manual,First,26.59,5,3.0,Maruti,Swift Dzire LDI,9,5.929487179487179
Ahmedabad,Diesel,Manual,First,24.3,5,9.25,Maruti,Vitara Brezza ZDi Plus Dual Tone,9,7.091346153846153
Mumbai,Diesel,Automatic,First,13.2,5,17.65,Volvo,S60 D5 Summum,13,8.958333333333334
Delhi,Diesel,Automatic,First,12.55,7,18.25,Toyota,Fortuner 4x2 AT,12,5.650570087189806
Kochi,Diesel,Manual,First,23.0,5,3.45,Hyundai,i20 Sportz Option Diesel,13,6.446991404011461
Bangalore,Diesel,Automatic,First,17.11,5,23.75,Audi,A4 35 TDI Premium,11,8.858231707317074
Mumbai,Diesel,Manual,Second,19.64,5,5.45,Nissan,Terrano XV D Pre,13,7.426420260095824
Coimbatore,Petrol,Automatic,First,23.1,5,5.25,Maruti,Celerio ZXI AMT,9,6.717434869739479
Delhi,Petrol,Manual,First,15.9,5,1.1,Maruti,Esteem Vxi,21,8.727033415483055
Delhi,Petrol,Automatic,First,16.95,5,2.9,Hyundai,i10 Sportz AT,14,6.591478696741855
Hyderabad,Diesel,Automatic,First,22.69,5,14.2,BMW,3 Series 320d,16,9.523809523809524
Kochi,Petrol,Manual,First,18.9,5,5.8,Hyundai,Grand i10 Sportz,8,6.8504594820384295
Coimbatore,Petrol,Automatic,First,18.9,5,7.22,Hyundai,Grand i10 Asta Option AT,9,6.8504594820384295
Coimbatore,Petrol,Manual,First,18.9,5,4.87,Hyundai,Grand i10 1.2 Kappa Sportz,10,6.838763575605681
Delhi,Petrol,Manual,First,16.47,5,3.3,Volkswagen,Polo 1.2 MPI Comfortline,13,6.176961602671119
Hyderabad,Petrol,Manual,Second,17.7,5,3.0,Honda,City ZX EXi,19,5.210420841683367
Hyderabad,Diesel,Automatic,First,17.9,5,26.0,Mercedes-Benz,GLA Class 200 CDI,12,6.346243583761082
Hyderabad,Petrol,Manual,First,14.0,5,2.9,Maruti,Omni 8 Seater BSIV,9,4.396984924623116
Bangalore,Petrol,Automatic,First,15.74,5,7.5,Hyundai,Verna 1.6 SX VTVT AT,12,7.6241357636706475
Hyderabad,Petrol,Manual,First,22.74,5,2.36,Maruti,Alto 800 LXI,11,5.942211055276381
Coimbatore,Diesel,Manual,First,24.3,5,11.39,Maruti,Vitara Brezza ZDi Plus Dual Tone,9,7.091346153846153
Kochi,Diesel,Manual,First,15.1,7,7.02,Mahindra,XUV500 W8 2WD,13,6.424965580541533
Delhi,Diesel,Manual,First,24.3,5,8.0,Maruti,Vitara Brezza ZDi,10,7.091346153846153
Kochi,Petrol,Manual,First,18.6,5,7.11,Hyundai,i20 1.2 Spotz,9,6.836257309941521
Mumbai,Diesel,Automatic,First,10.0,5,3.9,Mercedes-Benz,E-Class 250 D W 210,28,8.780623608017816
Hyderabad,Petrol,Manual,First,19.7,5,2.15,Maruti,Alto LXi,17,5.816582914572864
Kolkata,Petrol,Manual,First,18.0,5,3.25,Honda,Amaze S i-Vtech,13,7.237061769616027
Kochi,Diesel,Automatic,First,12.65,5,70.66,Land,Rover Range Rover Sport HSE,11,8.51987971934514
Mumbai,Diesel,Manual,First,24.0,5,4.61,Hyundai,Grand i10 CRDi Magna,13,6.25
Mumbai,Petrol,Manual,First,13.5,5,2.35,Honda,Civic 2006-2010 1.8 S MT,18,7.226236798221233
Chennai,Diesel,Manual,Second,24.0,5,4.05,Hyundai,Grand i10 CRDi Magna,12,6.25
Jaipur,Petrol,Manual,Second,16.1,4,0.8,Maruti,800 AC Uniq,17,4.648241206030151
Hyderabad,Diesel,Manual,First,23.59,5,5.6,Toyota,Etios Liva Diesel,12,4.919354838709677
Delhi,Diesel,Manual,First,22.54,5,5.35,Hyundai,i20 Magna 1.4 CRDi,11,6.356017191977077
Mumbai,Petrol,Manual,First,24.07,5,3.25,Maruti,Alto K10 VXI,9,6.723446893787574
Pune,Diesel,Automatic,Second,17.05,5,11.5,BMW,X1 sDrive20d,14,9.223057644110275
Pune,Petrol,Automatic,First,23.1,5,4.25,Maruti,Celerio VXI AT,10,6.717434869739479
Mumbai,Petrol,Automatic,Second,13.7,5,4.45,Skoda,Superb Elegance 1.8 TSI AT,17,8.773637374860957
Pune,Diesel,Manual,First,14.0,7,2.85,Mahindra,Xylo E4,17,4.483586869495596
Delhi,Diesel,Manual,First,15.1,7,7.85,Mahindra,XUV500 W8 2WD,12,6.424965580541533
Pune,Petrol,Manual,First,19.1,5,5.3,Maruti,Swift Dzire VXI,10,7.167919799498747
Mumbai,Petrol,Manual,First,18.88,5,8.0,Ford,Ecosport 1.0 Ecoboost Platinum Edition,9,12.336336336336336
Coimbatore,Diesel,Manual,First,21.43,5,9.43,Toyota,Corolla Altis Diesel D4DG,12,6.392961876832845
Pune,Petrol,Manual,First,18.5,5,2.75,Hyundai,i20 2015-2017 1.2 Magna,14,6.683375104427736
Mumbai,Diesel,Manual,First,20.37,5,13.5,Renault,Captur 1.5 Diesel Platine Mono,8,7.42299794661191
Hyderabad,Diesel,Automatic,First,11.0,5,9.99,Mercedes-Benz,E-Class 280 CDI,17,6.645463675929025
Chennai,Petrol,Manual,First,21.1,5,6.95,Maruti,Baleno RS 1.0 Petrol,9,10.02004008016032
Chennai,Petrol,Automatic,First,17.97,5,6.75,Nissan,Sunny 2011-2014 XL AT Special Edition,11,6.64886515353805
Chennai,Petrol,Automatic,First,18.9,5,5.5,Hyundai,Grand i10 AT Asta,11,6.8504594820384295
Kochi,Petrol,Manual,First,21.56,5,9.18,Maruti,Ciaz Zeta,8,7.062243502051984
Jaipur,Petrol,Manual,First,19.1,5,4.15,Hyundai,Xcent 1.2 Kappa S,12,6.8504594820384295
Ahmedabad,Diesel,Manual,First,22.32,5,6.5,Hyundai,Verna 1.6 SX CRDi (O),14,7.984829329962073
Kochi,Petrol,Manual,First,21.5,5,4.11,Maruti,Wagon R VXI 1.2,11,6.83375104427736
Hyderabad,Diesel,Manual,Second,16.8,5,2.25,Hyundai,Verna CRDi,18,7.367716008037509
Kochi,Petrol,Manual,First,17.71,5,4.56,Toyota,Etios Liva G,11,6.591478696741855
Pune,Diesel,Manual,First,11.68,7,4.0,Mahindra,Xylo E4 ABS BS III,13,4.483586869495596
Coimbatore,Diesel,Manual,First,23.59,5,5.27,Toyota,Etios Liva GD,11,4.916422287390029
Kochi,Diesel,Manual,First,18.06,7,9.11,Mahindra,Thar DI 4X4,7,2.4970273483947683
Pune,Diesel,Manual,Second,14.42,5,6.2,Nissan,X-Trail SLX MT,16,7.398496240601503
Kochi,Diesel,Automatic,First,11.36,7,19.97,Toyota,Innova Crysta 2.8 ZX AT,9,6.2250453720508165
Delhi,Diesel,Manual,First,21.38,5,10.17,Hyundai,Creta 1.4 CRDi S,10,6.353868194842407
Pune,Diesel,Manual,First,28.4,5,4.5,Maruti,Swift VDI,12,5.929487179487179
Kochi,Diesel,Manual,First,23.9,5,14.28,Hyundai,Verna 1.6 CRDI SX Option,7,7.977243994943111
Kochi,Petrol,Manual,Second,19.7,5,2.47,Maruti,Alto LXi BSIII,14,5.816582914572864
Ahmedabad,Diesel,Manual,First,23.65,5,7.9,Maruti,S Cross DDiS 200 Alpha,10,7.091346153846153
Hyderabad,Petrol,Manual,First,21.1,5,2.3,Hyundai,EON Era,15,6.781326781326781
Hyderabad,Petrol,Manual,First,13.24,5,6.5,Nissan,Terrano XL,13,6.414267834793493
Hyderabad,Petrol,Manual,First,21.1,5,3.25,Hyundai,EON Era,10,6.781326781326781
Bangalore,Diesel,Manual,First,20.65,5,5.85,Tata,Zest Quadrajet 1.3 XT,9,7.107371794871795
Hyderabad,Diesel,Automatic,Second,14.21,5,29.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,12,9.472701819878674
Coimbatore,Diesel,Automatic,Second,14.16,5,25.71,Audi,Q5 2.0 TDI Premium Plus,12,8.856707317073171
Chennai,Petrol,Manual,Second,15.3,5,1.85,Ford,Fiesta 1.6 ZXi Leather,18,6.328320802005012
Mumbai,Diesel,Automatic,First,18.88,5,22.75,BMW,3 Series 320d Prestige,11,9.223057644110275
Kochi,Petrol,Manual,First,21.1,5,8.32,Maruti,Baleno RS 1.0 Petrol,8,10.02004008016032
Delhi,Diesel,Automatic,First,14.21,5,26.0,Mercedes-Benz,E-Class 2009-2013 E250 CDI Blue Efficiency,12,9.472701819878674
Hyderabad,Petrol,Manual,First,20.36,5,3.45,Hyundai,i10 Sportz 1.2,13,6.591478696741855
Mumbai,Petrol,Manual,First,18.9,5,5.15,Hyundai,Grand i10 Asta Option,9,6.8504594820384295
Kochi,Petrol,Manual,First,19.4,5,3.51,Honda,Brio S MT,12,7.245409015025041
Kolkata,Diesel,Manual,First,21.9,5,3.45,Hyundai,i20 Magna 1.4 CRDi (Diesel),11,6.358166189111748
Pune,Petrol,Manual,First,16.47,5,3.75,Volkswagen,Polo Petrol Highline 1.2L,13,6.168614357262104
Pune,Petrol,Manual,Second,13.0,5,1.45,Honda,City 1.5 EXI,25,6.697923643670463
Delhi,Diesel,Manual,First,18.7,5,2.2,Skoda,Octavia Ambiente 1.9 TDI,18,3.481012658227848
Hyderabad,Diesel,Manual,First,13.1,7,7.99,Ford,Endeavour 2.5L 4X2,16,5.642256902761105
Bangalore,Diesel,Manual,Second,18.3,5,6.75,Chevrolet,Cruze LTZ,13,7.4284279256654955
Kolkata,Diesel,Manual,First,24.2,7,5.0,Honda,Mobilio V i DTEC,12,6.582109479305741
Pune,Diesel,Manual,Second,20.77,7,5.9,Maruti,Ertiga VDI,14,7.112179487179487
Mumbai,Petrol,Manual,First,18.9,5,3.75,Hyundai,Grand i10 Sportz,13,6.8504594820384295
Mumbai,Diesel,Automatic,First,14.74,5,29.5,Jaguar,XF 3.0 Litre S Premium Luxury,12,9.05111927831607
Chennai,Petrol,Manual,First,18.0,5,4.75,Honda,Amaze VX i-Vtech,12,7.237061769616027
Pune,Diesel,Automatic,First,12.4,5,11.5,Audi,A6 2.7 TDI,15,6.653076352853966
Chennai,Petrol,Manual,First,18.6,5,6.95,Hyundai,i20 1.2 Spotz,9,6.836257309941521
Mumbai,Petrol,Manual,First,17.0,5,5.4,Volkswagen,Ameo 1.2 MPI Highline Plus 16,10,6.156093489148581
Jaipur,Petrol,Automatic,First,13.4,5,4.75,Renault,Fluence 2.0,15,6.765147721582373
Chennai,Petrol,Manual,First,24.07,5,2.15,Maruti,Alto K10 VXI,15,6.723446893787574
Jaipur,Petrol,Manual,First,19.7,5,0.9,Maruti,Alto Std,21,5.816582914572864
Kolkata,Petrol,Manual,First,20.51,5,3.5,Maruti,Wagon R VXI BS IV,10,6.717434869739479
Kochi,Diesel,Manual,First,20.4,5,5.85,Fiat,Linea 1.3 Emotion,10,7.371794871794872
Pune,Diesel,Manual,First,19.3,5,3.15,Maruti,Swift Dzire Vdi BSIV,16,5.9214743589743595
Pune,Diesel,Manual,First,21.64,5,6.0,Renault,Scala Diesel RxL,10,5.804243668720054
Kolkata,Petrol,Manual,First,18.5,5,2.23,Hyundai,i20 Magna,16,6.683375104427736
Bangalore,Petrol,Manual,First,19.1,5,2.5,Hyundai,Xcent 1.2 Kappa SX Option,10,6.8504594820384295
Kochi,Petrol,Manual,First,18.9,5,3.87,Maruti,Wagon R LXI,11,6.723446893787574
Ahmedabad,Diesel,Manual,First,15.1,7,9.5,Mahindra,XUV500 W8 2WD,12,6.424965580541533
Delhi,Diesel,Automatic,First,12.55,7,17.75,Toyota,Fortuner 4x2 AT,12,5.650570087189806
Delhi,Diesel,Manual,First,19.64,5,3.75,Renault,Duster 110PS Diesel RxZ Plus,14,7.42299794661191
Chennai,Petrol,Manual,Second,17.92,5,1.5,Hyundai,Santro Xing GLS,16,5.718232044198896
Pune,Petrol,Manual,Second,17.01,5,5.0,Hyundai,Verna 1.6 SX VTVT,13,7.6241357636706475
Pune,Diesel,Automatic,Second,15.06,5,17.0,BMW,X1 sDrive 20d Exclusive,12,8.87218045112782
Kochi,Petrol,Automatic,First,12.9,5,4.38,Honda,Civic 2006-2010 1.8 V AT,15,7.226236798221233
Delhi,Petrol,Automatic,First,15.26,5,41.5,Audi,A6 35 TFSI Matrix,8,10.441601779755285
Kolkata,Petrol,Manual,First,20.51,5,3.0,Maruti,Wagon R LXI BS IV,9,6.717434869739479
Coimbatore,Diesel,Manual,First,24.3,5,11.0,Maruti,Vitara Brezza ZDi Plus Dual Tone,8,7.091346153846153
Pune,Diesel,Automatic,Second,11.8,7,14.0,Land,Rover Discovery 3 TDV6 Diesel Automatic,14,6.985294117647059
Pune,Diesel,Automatic,First,26.59,5,7.65,Maruti,Dzire New,10,5.929487179487179
Kolkata,Petrol,Manual,First,17.0,5,8.7,Hyundai,Verna VTVT 1.6 SX,8,7.6241357636706475
Hyderabad,Diesel,Manual,First,25.47,7,9.9,Maruti,Ertiga ZDI Plus,10,7.091346153846153
Mumbai,Petrol,Manual,First,13.2,5,2.05,Hyundai,Accent GLE,16,6.287625418060201
Kolkata,Petrol,Manual,First,17.0,5,5.25,Hyundai,i20 1.2 Sportz,10,6.683375104427736
Kochi,Petrol,Manual,First,17.0,5,5.77,Hyundai,Verna VTVT 1.6 SX,14,7.6241357636706475
Hyderabad,Petrol,Manual,First,19.7,5,1.95,Maruti,Alto LX,16,5.816582914572864
Ahmedabad,Diesel,Manual,Second,12.05,8,7.45,Mahindra,Scorpio VLX,15,5.507113354749885
Delhi,Petrol,Manual,First,18.9,5,2.6,Maruti,Wagon R LXI,14,6.723446893787574
Ahmedabad,Petrol,Manual,Second,17.0,5,3.25,Hyundai,i20 1.2 Sportz,15,6.683375104427736
Hyderabad,Diesel,Manual,First,21.1,5,3.85,Maruti,Ritz VDi,16,5.9214743589743595
Delhi,Diesel,Automatic,Second,13.73,5,7.5,Renault,Koleos 2.0 Diesel,13,7.4185463659147866
Kochi,Diesel,Automatic,First,22.69,5,11.5,BMW,3 Series 320d,14,9.523809523809524
Pune,Petrol,Manual,First,19.4,5,3.25,Honda,Brio V MT,13,7.245409015025041
Chennai,Petrol,Manual,Second,11.7,5,1.5,Hyundai,Sonata GOLD,23,6.71006509764647
Jaipur,Diesel,Manual,First,19.3,5,5.31,Maruti,Swift Dzire VDi,12,5.9214743589743595
Hyderabad,Diesel,Manual,First,16.0,7,9.0,Mahindra,XUV500 W8 4WD,13,6.424965580541533
Kolkata,Petrol,Manual,First,19.81,5,3.59,Hyundai,i10 Sportz 1.1L,10,6.266114180478821
Kochi,Petrol,Manual,First,20.73,5,7.35,Maruti,Ciaz ZXi Plus,10,6.635105608157319
Pune,Diesel,Manual,First,12.8,8,12.0,Toyota,Innova 2.5 V Diesel 8-seater,13,4.0898155573376105
Coimbatore,Petrol,Manual,First,18.9,5,6.02,Hyundai,Grand i10 Sportz,9,6.8504594820384295
Coimbatore,Diesel,Manual,First,16.52,5,2.57,Chevrolet,Optra Magnum 2.0 LS BSIII,18,6.212958312405827
Pune,Diesel,Manual,First,12.83,7,12.45,Mahindra,Ssangyong Rexton RX5,13,6.008902077151335
Coimbatore,Diesel,Manual,First,15.1,7,12.63,Mahindra,XUV500 W8 2WD,11,6.424965580541533
Bangalore,Petrol,Manual,Second,17.4,5,7.75,Honda,City i VTEC SV,12,7.83567134268537
Delhi,Diesel,Manual,First,22.7,5,5.5,Ford,Ecosport 1.5 DV5 MT Titanium,12,5.9973297730307085
Kolkata,Petrol,Manual,First,18.6,5,4.43,Hyundai,i20 Sportz 1.2,11,6.836257309941521
Kochi,Diesel,Automatic,First,17.9,5,24.51,Mercedes-Benz,CLA 200 CDI Sport,10,6.346243583761082
Ahmedabad,Petrol,Manual,First,22.0,5,2.65,Hyundai,EON Magna,12,6.756756756756757
Delhi,Petrol,Manual,First,17.6,5,3.2,Toyota,Etios G Safety,15,5.9291443850267385
Chennai,Diesel,Manual,First,23.4,5,4.25,Maruti,Swift Dzire Tour LDI,10,5.929487179487179
Kolkata,Petrol,Manual,First,19.7,5,1.1,Maruti,Alto LXi,18,5.816582914572864
Chennai,Petrol,Manual,First,23.1,5,4.3,Maruti,Celerio ZXI,11,6.717434869739479
Hyderabad,Diesel,Manual,First,22.7,5,8.9,Ford,Ecosport 1.5 DV5 MT Titanium Optional,11,5.9973297730307085
Jaipur,Diesel,Manual,First,19.01,5,6.5,Nissan,Terrano XV 110 PS Limited Edition,11,7.426420260095824
Delhi,Petrol,Automatic,Third,11.1,5,3.5,Honda,Accord VTi-L AT,17,6.032285471537808
Hyderabad,Diesel,Manual,First,17.8,5,4.25,Maruti,Swift Ldi BSIII,18,6.009615384615385
Kochi,Diesel,Automatic,First,16.0,7,16.46,Mahindra,XUV500 AT W10 FWD,8,6.424965580541533
Mumbai,Petrol,Manual,First,18.7,5,5.95,Honda,Jazz 1.2 VX i VTEC,10,7.397831526271894
Mumbai,Petrol,Manual,First,17.8,5,7.1,Honda,City i VTEC V,11,7.83567134268537
Kolkata,Petrol,Manual,Second,15.7,5,1.25,Fiat,Grande Punto 1.2 Dynamic,15,5.716723549488054
Pune,Petrol,Manual,First,16.02,7,5.5,Maruti,Ertiga ZXI,13,6.824471959213402
Chennai,Petrol,Manual,First,18.44,5,3.25,Nissan,Micra XL,13,6.260434056761269
Hyderabad,Petrol,Manual,First,17.0,5,5.0,Honda,City 1.5 V MT,16,7.882431529726119
Coimbatore,Petrol,Manual,First,16.78,5,6.58,Toyota,Etios VX,10,5.93114973262032
Mumbai,Diesel,Automatic,First,18.88,5,19.5,BMW,3 Series 320d Luxury Line,13,9.223057644110275
Kochi,Petrol,Manual,First,18.7,5,6.14,Honda,Jazz 1.2 SV i VTEC,9,7.397831526271894
Jaipur,Diesel,Manual,First,28.4,5,4.95,Maruti,Dzire VDI,13,5.909455128205128
Hyderabad,Diesel,Manual,First,20.5,5,5.75,Skoda,Rapid 1.6 TDI Elegance,13,6.476846057571965
Kolkata,Diesel,Manual,First,15.1,7,6.6,Mahindra,XUV500 W6 2WD,13,6.424965580541533
Coimbatore,Petrol,Automatic,First,18.9,5,5.72,Hyundai,Grand i10 AT Asta,11,6.8504594820384295
Delhi,Petrol,Manual,Second,17.0,5,2.6,Honda,City 1.5 V MT,17,7.882431529726119
Hyderabad,Diesel,Manual,Second,12.8,7,6.5,Toyota,Innova 2.5 GX 7 STR,16,4.0898155573376105
Pune,Diesel,Manual,Second,15.1,7,6.1,Mahindra,XUV500 W8 2WD,15,6.424965580541533
Hyderabad,Diesel,Manual,First,19.3,5,3.85,Maruti,Swift Dzire VDi,16,5.9214743589743595
Pune,Petrol,Manual,Second,15.04,5,4.5,Volkswagen,Vento Petrol Highline,13,6.483103879849812
Coimbatore,Diesel,Manual,First,23.59,5,5.3,Toyota,Etios GD,13,8.304757605056455
Bangalore,Diesel,Automatic,Second,16.55,5,18.25,Audi,A4 2.0 TDI,13,7.495426829268292
Ahmedabad,Petrol,Manual,First,16.02,7,5.75,Maruti,Ertiga LXI,14,6.824471959213402
Jaipur,Petrol,Manual,Second,16.1,4,0.9,Maruti,800 AC,16,4.648241206030151
Hyderabad,Petrol,Manual,First,17.0,5,5.5,Honda,City 1.5 V MT,15,7.882431529726119
Kolkata,Petrol,Manual,First,19.1,5,3.99,Maruti,Swift Dzire VXI,12,7.167919799498747
Delhi,Petrol,Automatic,First,19.16,5,18.75,Toyota,Camry Hybrid,12,6.343223736968724
Kolkata,Diesel,Manual,First,24.0,5,3.5,Hyundai,Grand i10 CRDi Sportz,12,6.25
Chennai,Diesel,Automatic,First,11.36,8,16.45,Toyota,Innova Crysta 2.8 GX AT 8S,10,6.2250453720508165
Coimbatore,Petrol,Manual,First,20.36,5,3.65,Hyundai,i10 Magna,15,6.591478696741855
Bangalore,Petrol,Automatic,First,18.9,5,5.4,Hyundai,Grand i10 AT Asta,12,6.8504594820384295
Mumbai,Diesel,Manual,First,27.39,5,8.7,Maruti,Baleno Alpha Diesel,8,5.929487179487179
Mumbai,Petrol,Automatic,First,14.67,5,20.75,Skoda,Superb Style 1.8 TSI AT,10,9.869855394883203
Hyderabad,Diesel,Automatic,First,14.84,5,12.5,Mercedes-Benz,New C-Class 220 CDI AT,16,7.932804479701354
Kolkata,Diesel,Manual,First,21.1,5,1.89,Maruti,Ritz VDi,15,5.9214743589743595
Kolkata,Diesel,Manual,First,23.4,5,4.0,Maruti,Swift Dzire Tour LDI,11,5.929487179487179
Mumbai,Petrol,Manual,First,14.8,5,3.95,Honda,Civic 2010-2013 1.8 V MT,14,7.237354085603112
Hyderabad,Diesel,Manual,First,24.52,7,7.85,Maruti,Ertiga SHVS VDI,11,7.091346153846153
Kolkata,Diesel,Manual,First,22.7,5,7.0,Hyundai,Elantra CRDi SX,12,7.979772439949431
Hyderabad,Diesel,Automatic,First,12.55,7,24.99,Toyota,Fortuner 4x2 AT,10,5.650570087189806
